Time(mS),ppg,LPF1,LPF2,LPF3,LPF4,Acc x(m/s2),Acc y(m/s2),Acc z(m/s2)
49640,2.611,16177,10377,17803,11328,-0.048379,-0.00999445,0.0249151
49660,2.674,16173,10376,17795,11317,-0.025401,0.00232211,0.125192
49680,2.624,16170,10376,17790,11309,-0.0308532,0.014378,0.110966
49700,2.607,16170,10377,17788,11305,-0.0467073,0.0238018,0.0385682
49720,2.583,16171,10379,17790,11305,-0.0252381,0.0269204,0.115894
49740,2.559,16174,10382,17794,11307,-0.0167983,0.0203652,0.180738
49760,2.559,16179,10386,17801,11313,-0.0142428,0.0141032,0.18917
49780,2.636,16184,10390,17811,11321,-0.0153214,0.0132741,0.153059
49800,3.021,16191,10395,17822,11332,-0.0168113,0.0149769,0.151118
49820,3.466,16199,10400,17834,11344,-0.0162465,0.0206807,0.137222
49840,3.895,16208,10407,17847,11357,-0.0277279,0.0180518,0.109206
49860,3.985,16217,10413,17861,11371,-0.0303357,0.0110777,0.0680832
49880,3.879,16227,10420,17875,11385,-0.0330448,0.00811123,0.029463
49900,3.634,16238,10428,17888,11398,-0.051299,0.0041377,-0.0437231
49920,3.334,16248,10436,17901,11411,-0.0359525,-0.00310317,-0.0477983
49940,3.108,16258,10443,17913,11423,-0.036063,-0.00795647,-0.0616462
49960,2.929,16268,10450,17923,11434,-0.0127835,-0.0129466,-0.106142
49980,2.81,16277,10457,17932,11443,0.00719487,-0.0116769,-0.0787922
50000,2.712,16284,10462,17939,11451,0.0128819,-0.00936622,-0.100052
50020,2.621,16289,10466,17944,11457,0.0270896,-0.00412128,-0.141789
50040,2.614,16293,10469,17946,11461,0.0381782,-0.00161302,-0.185377
50060,2.591,16294,10470,17947,11463,0.0348618,-0.00180437,-0.203382
50080,2.626,16293,10470,17945,11463,0.0372232,-0.00401937,-0.138344
50100,2.713,16289,10467,17942,11461,0.0583194,-0.00537499,-0.0646698
50120,2.763,16284,10463,17936,11458,0.0656533,-0.00808943,-0.0131283
50140,2.846,16276,10458,17929,11453,0.0514193,-0.0080215,-0.0483241
50160,2.843,16267,10451,17921,11447,0.0559895,-0.00392546,-0.0391168
50180,2.822,16257,10444,17912,11439,0.0480823,0.00446116,0.0277705
50200,2.798,16247,10436,17902,11430,0.0410302,0.00878117,0.0253605
50220,2.751,16236,10428,17892,11421,0.0228015,0.00897375,0.0870236
50240,2.653,16226,10421,17882,11411,0.00205898,0.00865093,0.124747
50260,2.638,16217,10414,17873,11401,-0.0270809,0.00158204,0.144189
50280,2.632,16209,10409,17865,11391,-0.0404269,0.00135129,0.10571
50300,2.59,16203,10405,17858,11381,-0.0624756,0.0042077,0.00171301
50320,2.555,16200,10403,17853,11373,-0.0838694,0.00370299,-0.133218
50340,2.569,16198,10402,17850,11366,-0.0215318,-0.00966057,0.0816239
50360,2.556,16199,10403,17849,11360,-0.0443042,-0.0166488,0.151478
50380,2.577,16201,10405,17849,11357,-0.038507,-0.0180004,0.0777352
50400,2.573,16206,10409,17852,11355,-0.0412644,0.00394662,0.0243779
50420,2.57,16211,10413,17856,11356,-0.0273957,0.0218064,-0.0920221
50440,2.64,16218,10417,17861,11359,-0.0285874,0.0235871,-0.18226
50460,2.926,16224,10422,17868,11364,0.0469203,0.00334652,0.0794244
50480,3.39,16231,10426,17875,11372,0.0529831,-0.014501,0.249828
50500,3.819,16237,10429,17883,11381,0.0558752,-0.0140921,0.0653958
50520,3.972,16242,10431,17892,11392,0.0341513,0.0114384,0.154627
50540,3.886,16247,10433,17900,11404,-0.00956679,0.0170476,-0.111564
50560,3.6,16251,10433,17908,11417,0.0111393,0.0179871,-0.225276
50580,3.341,16253,10433,17915,11430,0.0338194,0.0131274,0.00553214
50600,3.129,16254,10431,17922,11442,0.0275059,-0.00820093,-0.0418528
50620,2.944,16255,10429,17927,11452,0.0354159,-0.0192599,-0.0141752
50640,2.864,16254,10427,17931,11462,-0.0034625,-0.0104562,-0.0718844
50660,2.775,16253,10424,17933,11468,0.0164799,0.00568871,-0.221005
50680,2.71,16250,10421,17933,11473,0.0428212,0.0333035,-0.183262
50700,2.612,16248,10417,17932,11474,0.0670697,0.030961,0.08043
50720,2.605,16244,10414,17928,11472,0.0566994,0.0162365,0.19671
50740,2.624,16240,10411,17922,11468,-0.00641668,0.00811824,0.00167824
50760,2.693,16236,10408,17915,11461,-0.0272789,0.00637757,0.00049644
50780,2.752,16231,10405,17907,11452,-0.0456909,0.0139523,-0.126553
50800,2.828,16226,10403,17898,11442,-0.0156343,0.0120485,-0.04889
50820,2.854,16222,10401,17889,11432,0.0164011,0.00962769,0.218925
50840,2.857,16218,10399,17880,11422,-0.00338843,-0.000346867,0.108123
50860,2.821,16214,10397,17872,11412,-0.0288017,-0.0156585,0.105037
50880,2.72,16211,10396,17866,11404,-0.0533858,-0.0159397,-0.0401304
50900,2.633,16208,10396,17861,11398,-0.0221214,-0.00341772,-0.175121
50920,2.577,16206,10395,17858,11395,0.0245545,0.0131186,0.0548885
50940,2.562,16205,10395,17857,11393,-0.00205454,0.0231887,-0.0239693
50960,2.561,16204,10395,17858,11394,0.00703735,0.00699982,-0.00918205
50980,2.534,16204,10395,17860,11397,0.00234661,-0.00978613,0.0734948
51000,2.562,16203,10395,17863,11401,-0.0113288,-0.0190676,-0.132125
51020,2.561,16203,10394,17867,11405,0.0333071,-0.0102884,-0.0604749
51040,2.505,16202,10394,17871,11411,0.0469902,0.0111403,0.0651053
51060,2.551,16201,10392,17875,11416,0.0121864,0.0183639,0.074548
51080,2.562,16199,10391,17877,11421,0.00259203,0.0164369,0.0854051
51100,2.789,16197,10389,17879,11424,-0.0142208,0.0041069,0.0169018
51120,3.204,16194,10386,17879,11426,-0.0215808,-0.00432855,-0.0893458
51140,3.687,16190,10384,17878,11427,-0.0265623,-0.00363777,-0.122605
51160,3.978,16186,10380,17875,11426,-0.0287925,-0.0073954,-0.118883
51180,3.981,16182,10377,17870,11424,-0.00838866,-0.0221421,-0.0819198
51200,3.806,16177,10373,17864,11420,-0.0075854,-0.0420159,-0.0753688
51220,3.54,16172,10369,17856,11415,0.0180455,-0.0550436,-0.0476176
51240,3.284,16167,10364,17847,11408,0.0335131,-0.0472705,0.0129707
51260,3.027,16162,10359,17837,11401,0.0342109,-0.0260618,0.0289667
51280,2.875,16157,10354,17827,11393,0.0420595,0.00475116,0.0728907
51300,2.745,16153,10349,17816,11386,0.015358,0.0166471,0.164781
51320,2.664,16148,10344,17806,11378,-0.00708943,0.016379,0.202722
51340,2.582,16144,10339,17797,11372,-0.0249945,0.00871361,0.194782
51360,2.526,16141,10335,17789,11366,-0.0312693,0.00214052,0.179994
51380,2.541,16139,10331,17783,11363,-0.034138,-0.000780109,0.150648
51400,2.645,16139,10329,17780,11362,-0.0538622,-0.00528276,0.149674
51420,2.749,16140,10328,17780,11363,-0.0497665,-0.012224,0.186549
51440,2.845,16143,10329,17783,11367,-0.0587547,-0.0211815,0.153491
51460,2.856,16148,10331,17789,11373,-0.0663179,-0.0242911,0.0839961
51480,2.835,16155,10335,17798,11381,-0.0650183,-0.0227361,-0.0242034
51500,2.784,16164,10341,17810,11391,-0.067283,-0.0172428,-0.06552
51520,2.734,16174,10348,17823,11403,-0.0596686,-0.0115589,-0.151751
51540,2.677,16185,10356,17838,11414,-0.0235439,-0.0103612,-0.113218
51560,2.632,16196,10364,17853,11426,-0.0166057,-0.00655346,-0.121287
51580,2.612,16206,10371,17866,11437,0.0271323,-0.00943143,-0.187553
51600,2.575,16214,10378,17878,11447,0.0402682,-0.00677178,-0.201475
51620,2.587,16221,10383,17888,11454,0.034596,-0.00071966,-0.250383
51640,2.566,16225,10386,17894,11459,0.071329,0.00962038,-0.215833
51660,2.586,16226,10386,17897,11461,0.0741028,0.018137,-0.149657
51680,2.597,16224,10384,17897,11460,0.0918702,0.0246076,-0.116772
51700,2.572,16219,10379,17892,11457,0.0837386,0.0255524,-0.0911817
51720,2.605,16211,10372,17884,11451,0.0499367,0.0249603,-0.0588255
51740,2.8,16200,10362,17873,11443,0.0793809,0.0318734,0.0822979
51760,3.278,16188,10352,17859,11433,0.0773115,0.0410994,0.0803589
51780,3.777,16175,10341,17844,11421,0.0674932,0.0518269,0.0662511
51800,3.991,16162,10329,17828,11409,0.0287866,0.0521152,0.14262
51820,3.993,16150,10319,17812,11396,-0.0260524,0.0436027,0.132163
51840,3.964,16140,10310,17797,11384,-0.0372521,0.0319636,0.148243
51860,3.708,16131,10303,17784,11373,-0.0425241,0.0242648,0.215868
51880,3.402,16126,10299,17772,11364,-0.0602417,0.0274304,0.168792
51900,3.116,16123,10297,17764,11356,-0.0727342,0.0237565,0.143007
51920,2.93,16124,10298,17759,11351,-0.1055,0.0121812,0.113046
51940,2.776,16128,10302,17757,11348,-0.138488,-0.000742726,-0.0558011
51960,2.679,16135,10308,17758,11347,-0.110272,-0.00751143,-0.0201708
51980,2.598,16144,10316,17762,11350,-0.131912,-0.0137341,-0.0515045
52000,2.562,16155,10326,17768,11355,-0.10157,-0.0184889,-0.138066
52020,2.555,16166,10336,17777,11362,-0.0550489,-0.0197678,-0.0824167
52040,2.654,16178,10346,17787,11370,-0.0505594,-0.0191006,-0.147236
52060,2.724,16188,10354,17797,11381,0.0176586,-0.0192696,-0.155578
52080,2.811,16197,10361,17807,11392,0.0132959,-0.0198325,-0.149108
52100,2.861,16204,10366,17816,11403,0.0491639,-0.0239701,-0.148601
52120,2.867,16208,10369,17824,11413,0.0792357,-0.0172837,-0.0926499
52140,2.836,16209,10368,17829,11423,0.0801866,-0.0109287,-0.0353954
52160,2.756,16207,10366,17833,11431,0.12542,-0.00760158,0.111331
52180,2.728,16203,10361,17834,11438,0.0646724,0.00496713,0.101809
52200,2.712,16197,10354,17834,11443,0.0765143,0.0180438,0.124609
52220,2.654,16190,10346,17832,11445,0.111352,0.0206995,0.213099
52240,2.607,16182,10339,17829,11446,0.0513765,0.0186657,0.19578
52260,2.624,16174,10331,17826,11445,-0.00279772,0.0138202,0.193054
52280,2.629,16168,10325,17822,11442,-0.0307545,0.00345761,0.189177
52300,2.632,16164,10321,17819,11439,-0.0383604,-0.00130155,0.15811
52320,2.628,16162,10320,17818,11434,-0.0596835,-0.0090318,0.12409
52340,2.624,16163,10321,17817,11430,-0.0706812,-0.0154086,0.08708
52360,2.713,16167,10325,17818,11425,-0.0911273,-0.0192649,0.0325819
52380,2.958,16173,10331,17821,11422,-0.0908327,-0.0220318,0.0588557
52400,3.512,16182,10339,17825,11420,-0.107425,-0.0221183,-0.0253477
52420,3.95,16192,10349,17831,11419,-0.116756,-0.0175268,-0.111599
52440,3.999,16204,10359,17837,11420,-0.0856916,-0.00887169,-0.0479236
52460,3.978,16216,10370,17845,11423,-0.062271,-0.00767537,-0.0726092
52480,3.777,16228,10380,17852,11429,-0.0146969,-0.0112573,-0.0412299
52500,3.49,16238,10389,17860,11436,-0.00167884,-0.0118384,-0.0889549
52520,3.211,16247,10396,17868,11446,0.0376184,-0.013273,-0.108236
52540,2.951,16255,10400,17876,11458,0.0512046,-0.0105217,-0.127182
52560,2.787,16260,10403,17883,11470,0.0790139,-0.00975827,-0.145077
52580,2.652,16263,10403,17889,11484,0.109753,0.00240464,-0.091708
52600,2.537,16264,10401,17894,11498,0.0997214,0.0148979,-0.107094
52620,2.485,16263,10398,17897,11510,0.104904,0.0218004,-0.149689
52640,2.499,16260,10393,17899,11521,0.0954095,0.0180723,-0.142358
52660,2.693,16257,10388,17900,11530,0.0979115,0.00880334,-0.15696
52680,2.811,16252,10381,17897,11535,0.122067,-0.00150927,-0.0947295
52700,2.889,16247,10375,17893,11537,0.0969656,-0.00867028,-0.058844
52720,2.889,16241,10368,17885,11534,0.0475102,-0.0118578,-0.130872
52740,2.94,16236,10362,17875,11527,0.0454097,-0.0148629,-0.135605
52760,2.926,16231,10357,17862,11515,0.0473757,-0.0124875,-0.0659659
52780,2.88,16226,10352,17847,11500,0.0316657,-0.00860443,0.0290523
52800,2.807,16222,10347,17830,11481,-0.0100749,-0.00143374,-0.024621
52820,2.773,16218,10344,17811,11460,-0.0531164,0.00457646,-0.0350325
52840,2.716,16215,10341,17792,11437,-0.0722021,0.00808184,-0.0793978
52860,2.681,16214,10339,17773,11415,-0.0490533,0.00340002,0.00825682
52880,2.638,16214,10338,17755,11394,-0.0229078,-0.00138316,0.124677
52900,2.608,16216,10338,17740,11375,-0.0170239,-0.00672832,0.200423
52920,2.586,16219,10340,17727,11359,-0.0677256,0.00146189,0.102862
52940,2.526,16225,10343,17718,11348,-0.0708173,0.0105518,0.039685
52960,2.582,16232,10347,17713,11341,-0.0577964,0.0135549,-0.0348662
52980,2.786,16241,10353,17711,11338,-0.0627868,0.00706597,-0.0989401
53000,3.239,16251,10360,17712,11340,-0.0309936,0.00140438,-0.0700659
53020,3.743,16262,10368,17717,11346,0.000197511,-0.0035052,-0.0335344
53040,3.978,16275,10377,17723,11355,0.0312694,-0.00704717,0.0592523
53060,3.977,16288,10386,17731,11366,0.0230994,-0.0072019,0.0702492
53080,3.786,16301,10395,17740,11379,0.041861,0.00545571,0.122898
53100,3.505,16314,10405,17750,11392,0.0484646,0.0210244,0.201483
53120,3.248,16327,10414,17759,11405,0.0125228,0.0335714,0.224634
53140,3.027,16339,10424,17767,11417,-0.0275868,0.0386889,0.268363
53160,2.868,16352,10433,17775,11428,-0.0343637,0.035122,0.269657
53180,2.742,16364,10443,17783,11438,-0.0428248,0.0322583,0.192229
53200,2.65,16377,10452,17792,11448,-0.0236463,0.0308966,0.40257
53220,2.576,16390,10462,17801,11458,-0.0184338,0.0332647,0.451723
53240,2.59,16404,10472,17813,11469,-0.0689112,0.0253953,0.311278
53260,2.636,16420,10483,17827,11481,-0.0688537,0.0136421,0.351578
53280,2.712,16437,10494,17843,11495,-0.0734166,0.00890836,0.244465
53300,2.808,16455,10505,17863,11511,-0.0792564,-0.000627391,-0.0150278
53320,2.878,16474,10516,17885,11530,-0.115909,-0.00329584,-0.263744
53340,2.846,16493,10527,17909,11550,-0.104285,-0.0197072,-0.257558
53360,2.842,16512,10537,17935,11572,-0.144027,-0.0301519,-0.514199
53380,2.797,16529,10545,17960,11595,-0.0896729,-0.0443565,-0.699379
53400,2.786,16543,10551,17984,11617,0.00698786,-0.058061,-0.380588
53420,2.707,16552,10553,18004,11637,-0.0607136,-0.0375871,-0.533547
53440,2.681,16556,10551,18020,11653,0.0872929,-0.00897956,-0.36628
53460,2.636,16553,10544,18030,11665,0.0966817,0.0201007,-0.276818
53480,2.608,16543,10533,18032,11671,0.132731,0.0300606,-0.296052
53500,2.584,16526,10516,18026,11671,0.179505,0.0506332,-0.253255
53520,2.528,16502,10496,18013,11664,0.119261,0.0483889,-0.186019
53540,2.597,16471,10471,17992,11650,0.128266,0.0453474,-0.0633198
53560,2.846,16435,10443,17965,11630,0.125985,0.0272296,-0.0586795
53580,3.297,16395,10413,17932,11605,0.136078,0.0136873,0.091658
53600,3.694,16353,10383,17896,11575,0.11787,0.0112106,0.116667
53620,3.888,16310,10353,17858,11542,0.0978007,0.00542244,0.0768301
53640,3.8,16268,10325,17821,11508,0.0836592,0.000550286,0.155231
53660,3.571,16230,10300,17785,11474,0.080174,-0.00422299,0.160286
53680,3.295,16196,10279,17752,11441,0.0696503,-0.0134557,0.201886
53700,3.025,16167,10262,17724,11411,0.0551722,-0.0185067,0.220726
53720,2.825,16144,10251,17701,11384,0.0164699,-0.0175304,0.137003
53740,2.738,16128,10245,17685,11362,-0.0283469,-0.0192284,0.113518
53760,2.57,16118,10243,17674,11344,-0.0519714,-0.0186367,0.11017
53780,2.477,16114,10246,17670,11331,-0.0479882,-0.0246222,0.115625
53800,2.447,16115,10253,17671,11323,-0.0761816,-0.0321361,0.0889001
53820,2.471,16120,10263,17678,11319,-0.0745553,-0.0379551,0.0506905
53840,2.565,16129,10276,17688,11320,-0.0952907,-0.03244,0.080545
53860,2.643,16139,10289,17703,11325,-0.125933,-0.0180021,-0.00964786
53880,2.762,16151,10302,17719,11333,-0.0925439,0.0020401,-0.0104448
53900,2.787,16162,10316,17738,11344,-0.0940911,0.0151542,0.0746334
53920,2.818,16173,10328,17758,11357,-0.0719413,0.0203599,0.072319
53940,2.79,16184,10339,17779,11372,-0.0632376,0.0198211,0.0812725
53960,2.723,16193,10349,17799,11388,-0.0652455,0.0160451,0.0774321
53980,2.692,16200,10357,17819,11405,-0.0199164,0.0167601,0.103104
54000,2.615,16207,10363,17839,11422,0.00359853,0.0238263,0.145913
54020,2.582,16212,10368,17858,11439,0.024862,0.0213789,0.150216
54040,2.562,16217,10372,17876,11455,0.0244277,0.0172369,0.120115
54060,2.569,16221,10375,17893,11470,0.0287676,0.00238038,0.117517
54080,2.562,16224,10377,17908,11484,0.0385319,-0.0116731,0.112714
54100,2.537,16228,10378,17922,11497,0.0140939,-0.0158418,0.014753
54120,2.552,16231,10379,17935,11508,0.0111206,-0.00920292,-0.0745966
54140,2.636,16235,10379,17946,11517,0.0106384,-0.00955229,-0.0930972
54160,2.919,16238,10380,17955,11525,0.0146124,-0.0152108,-0.107653
54180,3.434,16241,10380,17963,11531,0.0143521,-0.0245756,-0.132218
54200,3.848,16244,10379,17968,11535,-0.00350665,-0.031106,-0.253097
54220,3.971,16245,10378,17970,11537,0.0206881,-0.0367957,-0.2833
54240,3.879,16244,10376,17970,11538,0.0372892,-0.03421,-0.281487
54260,3.632,16242,10373,17967,11537,0.0463494,-0.0358711,-0.230572
54280,3.35,16237,10368,17961,11534,0.0600278,-0.0375675,-0.095359
54300,3.117,16230,10362,17953,11530,0.0668781,-0.0307777,0.0170215
54320,2.938,16220,10354,17942,11524,0.0174559,-0.0139406,-0.122516
54340,2.808,16209,10345,17928,11517,0.0268559,0.00282165,-0.226945
54360,2.702,16195,10334,17913,11509,0.0587882,0.00980467,-0.0839132
54380,2.649,16180,10323,17897,11499,0.057917,0.00675656,0.0302631
54400,2.61,16163,10311,17879,11488,0.031995,-0.00189514,0.0842586
54420,2.579,16147,10299,17862,11477,0.0337197,0.00145012,0.135699
54440,2.612,16131,10287,17845,11465,-0.00127944,0.00755305,0.0809759
54460,2.654,16117,10277,17830,11453,-0.0380793,0.015079,-0.117092
54480,2.742,16104,10268,17816,11440,-0.0336857,0.0157645,-0.125579
54500,2.804,16094,10261,17804,11428,-0.001176,0.00915973,0.07764
54520,2.845,16086,10256,17794,11416,0.00367132,0.00613463,0.219402
54540,2.796,16081,10254,17786,11405,-0.0288041,0.00623796,0.156652
54560,2.776,16079,10253,17781,11395,-0.0535976,0.0232475,0.0768118
54580,2.737,16079,10255,17778,11387,-0.0651556,0.0431718,-0.125595
54600,2.666,16080,10259,17777,11380,-0.0463815,0.0504213,-0.149315
54620,2.591,16083,10263,17778,11374,-0.0291225,0.0373528,0.0171975
54640,2.576,16087,10269,17780,11371,-0.0132926,0.0154661,0.0278855
54660,2.579,16092,10274,17783,11368,-0.046719,-0.00153423,-0.087736
54680,2.554,16096,10279,17787,11368,-0.0147266,-0.00708922,-0.221183
54700,2.544,16099,10283,17791,11368,0.0240043,-0.00309,-0.167118
54720,2.545,16102,10287,17794,11369,0.0356551,0.0115722,-0.0910733
54740,2.685,16103,10288,17797,11372,0.103032,0.0267938,0.203282
54760,3.078,16103,10288,17800,11375,0.0687383,0.0351935,0.298204
54780,3.541,16103,10287,17802,11378,0.0674827,0.0383511,0.292282
54800,3.877,16101,10285,17804,11382,-0.0167637,0.0488325,0.313521
54820,3.922,16100,10283,17806,11386,-0.0378154,0.054126,0.136504
54840,3.77,16099,10280,17809,11391,0.0239647,0.0644283,0.295477
54860,3.527,16100,10279,17813,11397,0.00671173,0.0647049,0.601999
54880,3.277,16103,10278,17819,11405,-0.0274312,0.0336261,0.471457
54900,3.068,16109,10280,17828,11414,-0.110671,-0.00646807,0.307566
54920,2.88,16118,10284,17840,11425,-0.121059,-0.0348592,0.184638
54940,2.741,16130,10290,17855,11438,-0.077965,-0.0308593,0.0982992
54960,2.659,16145,10298,17874,11454,-0.0769159,-0.00233212,0.0569531
54980,2.583,16164,10308,17896,11473,-0.0953353,-0.0126007,-0.00456044
55000,2.521,16185,10320,17921,11493,-0.10534,-0.0269934,-0.245899
55020,2.491,16206,10332,17947,11515,-0.118558,-0.0511144,-0.227217
55040,2.51,16228,10344,17972,11537,-0.184301,-0.0606484,-0.775718
55060,2.619,16248,10355,17996,11559,-0.0117268,-0.0598289,-0.684684
55080,2.712,16265,10363,18017,11579,-0.00437573,-0.0282928,-0.318889
55100,2.796,16277,10367,18034,11595,-0.028182,-0.00710919,-0.506124
55120,2.798,16283,10368,18044,11608,0.078949,-0.00422933,-0.376578
55140,2.814,16283,10364,18046,11614,0.0169681,-0.00371781,-0.49584
55160,2.791,16275,10355,18040,11614,0.129943,0.0051405,-0.466292
55180,2.713,16260,10341,18026,11607,0.122574,0.0118294,-0.466881
55200,2.688,16238,10322,18002,11593,0.0541359,0.0204459,-0.448462
55220,2.661,16210,10300,17971,11572,0.0958285,0.0163943,-0.244903
55240,2.679,16176,10275,17933,11544,0.0827947,-0.0116501,-0.0947705
55260,2.639,16139,10248,17889,11510,0.115964,-0.0268932,0.189109
55280,2.632,16101,10221,17842,11473,0.176715,-0.00990749,0.299738
55300,2.618,16064,10196,17794,11432,0.206444,0.00440602,0.400747
55320,2.597,16029,10173,17748,11391,0.294706,0.0509773,0.628522
55340,2.601,15999,10154,17705,11352,0.226654,0.0600061,0.413461
55360,2.728,15975,10140,17667,11316,0.16363,0.0177484,0.670681
55380,3.166,15959,10132,17637,11285,0.0858899,-0.000427613,0.688262
55400,3.686,15952,10131,17616,11261,0.0194774,-0.0176943,0.392251
55420,3.971,15955,10136,17606,11245,0.00241111,0.00492477,0.447714
55440,3.971,15969,10148,17607,11239,-0.0936299,0.0149064,0.34919
55460,3.817,15991,10167,17618,11243,-0.1247,-0.0217397,0.261914
55480,3.533,16023,10190,17639,11256,-0.211642,-0.0319981,0.132007
55500,3.239,16062,10218,17669,11279,-0.190424,-0.0354111,0.0202586
55520,3.004,16107,10249,17706,11310,-0.20497,-0.0428459,-0.0424709
55540,2.826,16157,10281,17749,11347,-0.225192,-0.0307237,-0.1553
55560,2.717,16208,10314,17795,11390,-0.154755,0.00679803,-0.126367
55580,2.664,16259,10346,17841,11435,-0.175492,0.0113977,-0.160703
55600,2.576,16308,10375,17886,11481,-0.157161,-0.0022181,-0.150878
55620,2.516,16353,10401,17927,11527,-0.131045,-0.00640976,-0.133276
55640,2.528,16393,10423,17963,11569,-0.129799,-0.0284402,-0.167248
55660,2.679,16427,10442,17994,11608,-0.0921321,-0.0283835,-0.137048
55680,2.756,16454,10456,18017,11641,-0.0748053,-0.0126053,-0.10077
55700,2.843,16474,10466,18034,11668,-0.0791365,-0.00894397,-0.0806247
55720,2.867,16488,10472,18043,11689,-0.0236833,-0.00138765,-0.0763027
55740,2.903,16496,10476,18047,11703,0.0231706,0.00459284,-0.107358
55760,2.903,16499,10477,18044,11711,0.0729383,-0.00739211,-0.100422
55780,2.874,16498,10476,18037,11713,0.0858536,-0.0094178,-0.0707475
55800,2.81,16493,10475,18026,11711,0.0852489,-0.0147371,-0.0593925
55820,2.794,16486,10473,18013,11704,0.0948699,-0.0171759,-0.109966
55840,2.752,16478,10470,17998,11694,0.10414,-0.0159379,-0.106877
55860,2.714,16470,10468,17982,11682,0.129146,-0.0256544,-0.0905725
55880,2.656,16460,10465,17966,11667,0.118546,-0.033056,-0.121062
55900,2.656,16451,10462,17949,11651,0.118165,-0.0403259,-0.0885986
55920,2.632,16442,10458,17932,11634,0.105624,-0.0463859,-0.0990728
55940,2.66,16432,10454,17916,11617,0.0784209,-0.0299054,-0.145946
55960,2.761,16422,10448,17900,11600,0.0791214,-0.00699997,-0.165935
55980,3.087,16411,10442,17884,11583,0.0629071,-0.0096626,-0.188047
56000,3.548,16400,10435,17868,11567,0.056768,-0.0187603,-0.175364
56020,3.865,16388,10427,17853,11550,0.0636313,-0.0227987,-0.102447
56040,3.912,16375,10417,17838,11535,0.0347692,-0.0288301,-0.0875871
56060,3.742,16362,10407,17822,11519,0.0262333,-0.0266991,-0.0942764
56080,3.483,16348,10397,17808,11504,0.0416798,-0.0177134,0.0395212
56100,3.196,16333,10387,17793,11490,0.0313095,-0.0102849,0.160335
56120,2.964,16319,10377,17780,11476,0.00304147,0.00716881,0.213573
56140,2.789,16306,10368,17767,11463,-0.0429367,0.0198182,0.250814
56160,2.649,16295,10360,17756,11451,-0.0651715,0.0276872,0.227913
56180,2.544,16285,10355,17748,11440,-0.0654962,0.0342978,0.21642
56200,2.495,16278,10352,17741,11431,-0.0783117,0.0306219,0.235388
56220,2.523,16274,10352,17738,11423,-0.0655681,0.0249694,0.248451
56240,2.668,16273,10354,17738,11418,-0.0875208,0.0202685,0.206164
56260,2.784,16276,10360,17741,11416,-0.0976528,0.00740599,0.21103
56280,2.867,16282,10368,17748,11416,-0.0829804,0.00354935,0.216647
56300,2.92,16291,10378,17758,11420,-0.0912828,0.00410641,0.163376
56320,2.901,16303,10390,17772,11427,-0.0565052,0.0149191,0.191067
56340,2.887,16318,10404,17789,11438,-0.0288721,0.0273361,0.321067
56360,2.812,16335,10418,17809,11451,-0.088367,0.033316,0.124593
56380,2.749,16354,10432,17831,11468,-0.122849,0.031222,-0.129938
56400,2.682,16372,10444,17855,11487,-0.0737158,0.0282795,-0.123992
56420,2.632,16390,10455,17879,11509,-0.0178991,0.0129438,0.0504895
56440,2.6,16407,10464,17903,11532,-0.00991676,0.00646424,-0.0245795
56460,2.587,16422,10470,17926,11555,0.0272178,-0.00524983,-0.0423445
56480,2.614,16434,10473,17948,11578,-0.00150402,-0.00162314,-0.307456
56500,2.629,16443,10473,17967,11600,0.020618,0.00497298,-0.502976
56520,2.612,16447,10470,17982,11620,0.120428,0.00733968,-0.0837632
56540,2.666,16448,10463,17993,11637,0.118229,0.0201217,-0.0504893
56560,2.965,16444,10454,18000,11650,0.129642,0.0256576,-0.0842148
56580,3.418,16436,10442,18002,11659,0.0723189,0.0319112,-0.258709
56600,3.841,16424,10429,17998,11663,0.0508087,0.0225749,-0.355674
56620,3.999,16408,10413,17989,11661,0.0847512,0.00674961,-0.279281
56640,3.943,16388,10396,17975,11654,0.0892303,-0.00880598,-0.247601
56660,3.74,16365,10379,17956,11641,0.0929105,-0.0276923,-0.156961
56680,3.512,16339,10360,17932,11623,0.0305116,-0.0344497,-0.199341
56700,3.238,16312,10341,17904,11600,0.0407942,-0.0407084,-0.184635
56720,3.027,16283,10322,17873,11574,0.0527602,-0.0423588,-0.183624
56740,2.846,16253,10303,17840,11544,0.0571437,-0.0204198,-0.149788
56760,2.775,16224,10284,17805,11511,0.0821633,0.00115897,0.0123614
56780,2.699,16196,10267,17771,11478,0.0600079,0.0111948,0.160361
56800,2.668,16168,10250,17737,11444,0.0184071,0.0131917,0.116904
56820,2.628,16143,10234,17705,11412,-0.00802924,0.0125259,0.0284398
56840,2.672,16121,10221,17676,11381,-0.0131229,0.0131582,0.0139842
56860,2.748,16101,10209,17651,11353,-0.0336505,0.0107842,0.100348
56880,2.852,16086,10200,17631,11329,-0.0178016,0.00912716,0.324508
56900,2.87,16073,10194,17617,11310,-0.0474735,0.00186451,0.318359
56920,2.923,16065,10191,17608,11295,-0.081157,-0.00504244,0.219946
56940,2.881,16061,10192,17605,11285,-0.0628633,-0.000171314,0.217228
56960,2.808,16061,10195,17608,11281,-0.0779677,0.0105714,0.221413
56980,2.726,16064,10202,17617,11282,-0.0794725,0.0368993,0.217013
57000,2.698,16072,10211,17632,11289,-0.110505,0.047276,0.0496746
57020,2.617,16082,10223,17651,11300,-0.101715,0.0357929,0.071056
57040,2.594,16095,10237,17674,11314,-0.0978057,0.0122411,0.181318
