Time(mS),ppg,LPF1,LPF2,LPF3,LPF4,Acc x(m/s2),Acc y(m/s2),Acc z(m/s2)
1620,3.062,16623,10889,18356,11561,-0.00602792,0.015485,0.0462328
1640,3.001,16616,10885,18347,11551,-0.0157142,0.0218843,0.11996
1660,3.022,16610,10882,18339,11543,-0.0446382,0.0225213,0.122335
1680,2.987,16606,10879,18333,11535,-0.0634716,0.0133727,0.0910949
1700,2.948,16603,10877,18329,11529,-0.0507341,0.00196211,0.0750913
1720,2.954,16601,10877,18327,11525,-0.0457312,-0.00883815,0.0232996
1740,2.971,16602,10878,18328,11524,-0.0586974,-0.0176488,-0.0323582
1760,2.965,16604,10881,18332,11524,-0.0311604,-0.0164686,0.00638733
1780,2.952,16607,10884,18338,11526,-0.0200347,-0.0129126,0.0628599
1800,2.943,16612,10889,18345,11529,-0.01422,-0.0132551,-0.026599
1820,3.057,16617,10894,18354,11534,0.0135919,-0.0105644,0.0182653
1840,3.343,16623,10899,18364,11540,0.0333867,-0.0082348,0.00910719
1860,3.73,16629,10904,18374,11546,0.0324282,-0.00233727,-0.0140353
1880,3.995,16635,10909,18383,11553,0.0370326,0.00633939,0.0804526
1900,3.999,16640,10914,18393,11560,0.0154569,0.011733,0.0590041
1920,3.986,16645,10917,18401,11566,0.0160344,0.00615507,0.0479472
1940,3.866,16648,10920,18408,11573,0.00406905,0.00674892,0.0437854
1960,3.651,16651,10923,18414,11579,0.00265714,0.000677668,0.027379
1980,3.393,16652,10924,18420,11585,-0.0161848,0.000953207,0.0943557
2000,3.22,16654,10925,18424,11591,-0.0232562,0.00890015,0.0417188
2020,3.116,16654,10926,18428,11596,-0.0119294,0.0131968,0.030062
2040,3.066,16655,10927,18432,11602,-0.0146762,0.00999949,0.0504181
2060,3.041,16655,10928,18436,11607,-0.0237924,-0.00225125,-0.047433
2080,2.997,16656,10929,18440,11612,-0.0163715,-0.00829947,-0.00487752
2100,2.987,16657,10931,18444,11617,-0.0230544,-0.0098481,-0.0449815
2120,2.99,16658,10932,18448,11621,-0.0241851,-0.010287,-0.09276
2140,3.039,16660,10934,18453,11625,-0.0218491,-0.00671286,-0.16361
2160,3.075,16661,10936,18457,11628,0.0074779,-0.00607082,-0.241331
2180,3.124,16662,10938,18460,11630,0.0346569,-0.00684396,-0.228939
2200,3.176,16662,10939,18462,11630,0.0493447,-0.00937578,-0.201507
2220,3.183,16661,10939,18463,11630,0.0563028,-0.0145101,-0.161978
2240,3.164,16659,10937,18462,11627,0.0626152,-0.00997344,-0.188968
2260,3.071,16654,10935,18459,11623,0.0730952,-0.00719909,-0.177117
2280,3.018,16648,10931,18453,11617,0.101196,-0.00998978,-0.0365802
2300,2.965,16640,10925,18445,11609,0.0697546,-0.00325491,-0.0135241
2320,2.959,16631,10918,18435,11599,0.0677382,0.00606878,0.0360168
2340,2.976,16619,10910,18423,11588,0.0931411,0.0199482,0.13123
2360,2.964,16607,10901,18409,11576,0.0542896,0.0156643,0.125592
2380,2.979,16595,10891,18394,11563,0.0201703,0.0207068,0.101865
2400,2.965,16583,10882,18379,11549,0.000137831,0.014959,0.157561
2420,2.947,16572,10874,18365,11536,-0.0349662,0.0166014,0.162723
2440,2.976,16563,10867,18352,11523,-0.0384531,0.017134,0.125838
2460,2.931,16556,10862,18341,11512,-0.0598606,0.00686711,0.143886
2480,2.915,16552,10859,18332,11502,-0.0768644,0.00319646,0.0977127
2500,3.05,16551,10859,18327,11495,-0.0701883,0.000780284,0.101381
2520,3.362,16552,10861,18324,11490,-0.0818913,0.0055352,0.0811348
2540,3.768,16557,10865,18325,11487,-0.0675306,0.0164862,0.0616943
2560,3.998,16564,10871,18328,11487,-0.0842941,0.0164368,-0.0165544
2580,3.993,16573,10878,18334,11490,-0.104177,0.0130395,-0.130157
2600,4,16584,10886,18342,11495,-0.0642941,0.00129377,-0.0977992
2620,3.981,16595,10895,18352,11502,-0.0278164,-0.00179541,-0.081105
2640,3.76,16605,10903,18362,11510,0.0336269,-0.000481529,-0.0283543
2660,3.448,16615,10911,18372,11519,0.0483017,0.0114381,0.0630784
2680,3.239,16624,10918,18382,11529,0.0458198,0.0235912,0.0457971
2700,3.109,16631,10923,18392,11540,0.0843578,0.0355079,0.0993654
2720,3.01,16637,10927,18400,11550,0.0634571,0.0469838,0.112329
2740,2.934,16640,10930,18408,11560,0.0590881,0.0525723,0.130058
2760,2.882,16642,10932,18415,11570,0.0202305,0.0560485,0.132608
2780,2.873,16643,10932,18421,11578,-0.00343131,0.0486159,0.0715323
2800,2.909,16642,10933,18427,11587,-0.0139097,0.0305902,0.0855888
2820,2.98,16642,10933,18432,11594,-0.0405908,0.0172816,-0.00855264
2840,3.055,16641,10933,18437,11600,-0.0214387,0.00489981,-0.0308348
2860,3.116,16641,10933,18442,11606,-0.0507459,-0.00176816,-0.0129108
2880,3.116,16641,10934,18447,11610,-0.0544951,-0.00960944,-0.120809
2900,3.131,16642,10936,18452,11614,-0.025722,-0.0100403,-0.129901
2920,3.092,16644,10938,18457,11616,-0.00681364,-0.0144825,-0.0402837
2940,3.032,16647,10940,18461,11618,9.27E-05,-0.00483601,-0.12418
2960,2.941,16649,10942,18465,11619,0.0166058,0.00556287,-0.070731
2980,2.891,16652,10944,18467,11618,0.00945189,0.0164518,-0.132604
3000,2.88,16654,10945,18469,11617,0.0289767,0.00852092,-0.135703
3020,2.839,16654,10945,18469,11616,0.0514978,0.00141516,0.0324441
3040,2.835,16654,10945,18468,11614,0.0436041,-0.00649369,-0.0387924
3060,2.819,16653,10943,18466,11611,0.0441397,-0.0112574,-0.0173936
3080,2.818,16650,10941,18463,11609,0.0375634,-0.00236085,0.00363367
3100,2.846,16646,10937,18459,11607,0.033462,0.00797871,-0.0988643
3120,2.875,16641,10933,18455,11604,0.0609412,0.0147445,-0.0527225
3140,2.892,16635,10928,18451,11602,0.0485145,0.00739674,0.0448745
3160,2.92,16629,10923,18446,11600,0.0197486,-0.00117216,0.00991606
3180,2.863,16622,10918,18441,11598,-0.0144857,0.00417022,-0.172979
3200,2.951,16616,10913,18436,11595,-0.0194232,0.00125734,-0.267942
3220,3.199,16610,10909,18430,11591,-0.003221,-0.00750214,-0.188494
3240,3.579,16604,10904,18423,11585,-0.000985289,-0.0118374,-0.114783
3260,3.961,16598,10900,18415,11579,0.0106461,-0.0168986,0.00176873
3280,3.996,16592,10896,18406,11570,-0.00234145,-0.0124668,-0.00945521
3300,3.996,16586,10892,18395,11560,0.0122879,-0.00164179,-0.0726484
3320,3.891,16580,10888,18383,11549,0.0666622,0.0161339,0.147022
3340,3.641,16574,10884,18370,11536,0.0399328,0.0371166,0.218702
3360,3.396,16568,10880,18356,11524,-0.0021747,0.0480375,0.237465
3380,3.186,16562,10876,18343,11511,-0.0503956,0.0501923,0.260453
3400,3.059,16558,10873,18331,11500,-0.0263143,0.0371908,0.307157
3420,2.985,16554,10871,18321,11491,-0.0357459,0.0306002,0.233148
3440,2.912,16553,10870,18315,11485,-0.0545732,0.015454,0.23755
3460,2.916,16554,10871,18312,11482,-0.0274682,0.003773,0.371069
3480,2.867,16557,10874,18315,11484,-0.0906858,0.00147929,0.246885
3500,2.906,16564,10879,18323,11490,-0.0808452,-0.0146797,0.252379
3520,2.923,16575,10887,18336,11501,-0.0824906,-0.0144644,0.172875
3540,2.959,16588,10898,18355,11516,-0.11318,-0.0209007,0.00568223
3560,3.021,16605,10911,18378,11535,-0.0670947,-0.0150878,-0.00529574
3580,3.021,16624,10927,18405,11557,-0.0886525,-0.0118809,-0.116949
3600,3.052,16644,10943,18435,11581,-0.0892057,-0.0236339,-0.122063
3620,3.038,16666,10960,18466,11607,-0.0788893,-0.0285569,-0.200476
3640,2.965,16686,10977,18498,11633,-0.000934093,-0.0356728,-0.33134
3660,2.933,16705,10992,18527,11658,0.0506418,-0.0332587,-0.255779
3680,2.898,16721,11005,18554,11681,0.0309851,-0.0283531,-0.236065
3700,2.863,16734,11015,18577,11701,0.0769789,-0.0258857,-0.256744
3720,2.812,16742,11022,18595,11718,0.083419,-0.016451,-0.204185
3740,2.824,16745,11025,18607,11732,0.108748,-0.0094425,-0.195724
3760,2.814,16742,11023,18613,11740,0.131965,-0.00696356,-0.205853
3780,2.826,16735,11017,18614,11745,0.116076,-0.0044838,-0.0942898
3800,2.833,16722,11008,18608,11745,0.0989692,-0.000229634,-0.0640958
3820,2.835,16706,10995,18598,11740,0.111643,0.000888865,-0.017554
3840,2.864,16686,10980,18583,11732,0.0974494,0.00742045,0.000730473
3860,2.828,16664,10963,18565,11721,0.0865637,0.00354354,0.0647811
3880,2.875,16642,10946,18544,11706,0.0905192,-0.00183498,0.0737479
3900,2.905,16619,10929,18521,11689,0.0721235,-0.00324608,0.104245
3920,3.004,16598,10913,18498,11671,0.0393366,-0.00468111,0.176877
3940,3.287,16579,10899,18474,11651,-0.0349958,-0.00247667,0.112749
3960,3.653,16563,10887,18452,11632,-0.0445552,-0.000529696,0.028935
3980,3.964,16551,10878,18432,11613,-0.0570393,-0.00199291,0.0415164
4000,4,16542,10872,18414,11595,-0.0782081,-0.00365388,0.00791213
4020,3.943,16538,10869,18399,11580,-0.0685438,-0.0121839,0.036135
4040,3.792,16537,10868,18387,11566,-0.109507,-0.0115066,0.0175916
4060,3.536,16539,10870,18377,11555,-0.0986579,-0.0095581,-0.0636388
4080,3.302,16544,10873,18370,11547,-0.0855385,-0.00596492,-0.0633029
4100,3.12,16551,10878,18366,11541,-0.0805696,-0.00302432,-0.112153
4120,3.027,16558,10883,18364,11537,-0.0219177,-0.0026666,-0.10237
4140,2.985,16566,10888,18363,11536,-0.00819819,-0.00487328,-0.0512932
4160,2.951,16573,10893,18364,11536,0.0134668,0.000162178,-0.0434719
4180,2.901,16579,10898,18365,11537,0.0248729,0.00514808,-0.0178753
4200,2.88,16584,10901,18368,11540,0.0576549,0.0125367,0.0725267
4220,2.896,16588,10903,18370,11543,0.0687351,0.0194796,0.115423
4240,2.985,16590,10905,18373,11547,0.0669467,0.0272183,0.14364
4260,3.074,16590,10905,18376,11551,0.0570172,0.0275058,0.117924
4280,3.099,16590,10905,18379,11555,0.0244554,0.0178294,0.129982
4300,3.113,16589,10904,18382,11558,-0.00196228,0.0119838,0.0784502
4320,3.108,16588,10904,18384,11560,-0.00244045,-0.00278817,0.115089
4340,3.059,16587,10904,18387,11562,-0.0244296,-0.0103613,0.150285
4360,3.041,16587,10904,18391,11564,-0.0501891,-0.0200601,0.0822376
4380,2.98,16588,10905,18394,11565,-0.0560697,-0.0209602,0.0469884
4400,2.896,16590,10907,18398,11565,-0.0847455,-0.0267901,-0.020348
4420,2.849,16594,10909,18402,11565,-0.0793714,-0.0307072,-0.0600915
4440,2.881,16598,10913,18406,11565,-0.0813172,-0.0257695,-0.0581622
4460,2.838,16604,10916,18410,11565,-0.0602023,-0.0184365,-0.0462325
4480,2.819,16611,10921,18415,11566,-0.0481147,-0.00639566,-0.0389299
4500,2.801,16617,10925,18420,11566,-0.0420417,-0.00251974,0.00290954
4520,2.812,16624,10929,18424,11568,-0.00931452,0.00425555,0.0519383
4540,2.84,16630,10933,18429,11570,0.021915,0.0116551,0.0582365
4560,2.81,16635,10936,18435,11573,0.0321771,0.0182037,0.0924896
4580,2.793,16639,10938,18440,11578,0.0211397,0.0220004,0.0708306
4600,2.733,16642,10940,18446,11584,0.0134291,0.0131698,0.06463
4620,2.761,16644,10942,18453,11591,0.00770272,0.00989099,-0.0154319
4640,2.908,16645,10942,18460,11599,0.0154978,0.00149401,-0.0304264
4660,3.217,16645,10943,18467,11608,0.00415919,-0.00565192,-0.0677893
4680,3.609,16644,10943,18474,11617,0.00080195,-0.013525,-0.143769
4700,3.914,16644,10944,18481,11626,0.012387,-0.0268331,-0.137565
4720,3.972,16642,10944,18487,11635,0.0262562,-0.0375512,-0.172384
4740,3.816,16640,10943,18492,11641,0.0159114,-0.0398078,-0.179595
4760,3.589,16638,10943,18494,11646,0.0215606,-0.0366211,-0.14875
4780,3.35,16635,10942,18495,11649,0.0213421,-0.0266747,-0.170794
4800,3.157,16631,10940,18492,11649,0.0282065,-0.0208599,-0.12977
4820,3.067,16626,10937,18486,11645,0.0311854,-0.0117163,-0.0718944
4840,2.985,16620,10933,18478,11639,0.0224883,-0.00715185,-0.099089
4860,2.929,16613,10929,18466,11630,0.0409718,-0.00187299,0.00883157
4880,2.866,16605,10923,18452,11619,0.0323177,0.00519692,0.0716166
4900,2.811,16596,10917,18437,11607,0.0309796,0.0122606,0.091722
4920,2.854,16587,10910,18421,11594,0.0255914,0.0219817,0.174994
4940,2.91,16578,10903,18405,11581,0.00513137,0.02317,0.255393
4960,2.929,16569,10897,18391,11569,-0.0368712,0.026455,0.2396
4980,3.004,16562,10891,18379,11559,-0.0293445,0.0269735,0.249588
5000,2.999,16558,10888,18370,11552,-0.0462205,0.0250486,0.193302
5020,3.001,16555,10886,18366,11548,-0.0723435,0.0174182,0.173663
5040,3.003,16556,10887,18367,11547,-0.0735077,0.013499,0.142839
5060,2.965,16561,10890,18372,11549,-0.0737342,0.000526403,0.197362
5080,2.92,16568,10897,18382,11555,-0.107034,-0.00581933,0.0128376
5100,2.857,16579,10906,18396,11563,-0.0896644,-0.0234291,-0.0822211
5120,2.784,16593,10917,18414,11574,-0.0860851,-0.0337152,-0.00788951
5140,2.747,16608,10931,18435,11587,-0.0906447,-0.0385431,-0.251305
5160,2.765,16625,10945,18457,11601,-0.00669532,-0.0447054,-0.134402
5180,2.726,16642,10960,18481,11616,0.00614244,-0.0348115,-0.0314926
5200,2.723,16658,10975,18505,11632,0.0366484,-0.0235628,-0.0653945
5220,2.737,16674,10989,18528,11647,0.0504348,-0.00216093,-0.0337576
5240,2.761,16687,11002,18551,11662,0.07841,0.0176531,0.0109533
5260,2.748,16698,11014,18571,11676,0.111966,0.031985,0.0981999
5280,2.77,16706,11023,18591,11690,0.0957453,0.0337822,0.149946
5300,2.747,16712,11031,18608,11703,0.0537216,0.0256399,0.0853578
5320,2.733,16715,11036,18624,11715,0.00651403,0.0176279,-0.0602418
5340,2.748,16716,11040,18638,11727,-0.0130878,0.00470947,-0.0928419
5360,2.828,16716,11043,18650,11737,0.00878982,-0.00586123,-0.159795
5380,3.116,16713,11044,18661,11747,0.0144121,-0.0159397,-0.163531
5400,3.509,16710,11044,18669,11754,0.0127495,-0.0188574,-0.102398
5420,3.863,16706,11044,18675,11760,0.00950045,-0.0178858,-0.162616
5440,3.988,16702,11043,18678,11763,0.00154506,-0.0162404,-0.241302
5460,3.922,16697,11041,18678,11762,0.00346929,-0.00323936,-0.341085
5480,3.714,16691,11038,18674,11758,0.0177758,-0.00415252,-0.295105
5500,3.48,16684,11033,18665,11750,0.0122998,-0.0049654,-0.215492
5520,3.27,16676,11028,18651,11738,0.0397348,-0.00998531,-0.108773
5540,3.105,16667,11021,18634,11722,0.072526,-0.0142377,0.0231208
5560,3.004,16657,11013,18612,11702,0.062521,-0.0140859,0.0206529
5580,2.93,16646,11004,18586,11680,0.0933316,-0.000949555,0.104862
5600,2.861,16633,10993,18558,11656,0.0921629,0.0139061,0.2528
5620,2.839,16621,10982,18530,11632,0.0304772,0.0329603,0.258694
5640,2.821,16608,10971,18501,11608,-0.0307503,0.0369582,0.153255
5660,2.79,16596,10960,18475,11586,-0.0231261,0.0334385,0.0949613
5680,2.846,16586,10951,18451,11566,-0.0455912,0.0229597,0.0353933
5700,2.934,16578,10943,18432,11550,-0.0642096,0.00657434,0.00456913
5720,2.985,16572,10937,18417,11538,-0.0461333,-0.00807293,0.0960206
5740,3.024,16569,10933,18408,11530,-0.0708832,-0.0164561,0.125263
5760,3.01,16570,10932,18405,11526,-0.0556276,-0.0219125,0.0840835
5780,2.961,16573,10933,18406,11526,-0.046955,-0.0159745,0.0890702
5800,2.901,16580,10936,18411,11529,-0.0740672,-0.00348266,-0.0516684
5820,2.875,16588,10941,18419,11534,-0.0567456,0.00613167,-0.145875
5840,2.861,16597,10947,18430,11541,-0.0456668,0.0114894,-0.101997
5860,2.793,16607,10953,18441,11548,-0.0377511,0.00648874,-0.117411
5880,2.759,16616,10959,18451,11556,-0.0177073,-0.00605825,-0.210534
5900,2.779,16624,10963,18460,11562,0.0376696,-0.022648,-0.194514
5920,2.776,16630,10967,18467,11566,0.0518963,-0.0328561,-0.0808324
5940,2.745,16634,10968,18470,11569,0.0607155,-0.0338396,-0.0367625
5960,2.747,16634,10967,18471,11570,0.0658657,-0.023075,-0.100638
5980,2.752,16632,10964,18468,11569,0.105107,-0.0108511,0.0802945
6000,2.741,16627,10959,18463,11566,0.124325,0.00787036,0.292843
6020,2.787,16620,10953,18456,11562,0.0927906,0.0259209,0.357694
6040,2.797,16612,10946,18448,11558,0.0282325,0.0555872,0.349512
6060,2.791,16604,10939,18440,11553,0.0521628,0.0678986,0.458453
6080,2.811,16597,10933,18433,11550,0.012538,0.0668113,0.44499
6100,2.982,16591,10928,18428,11548,-0.0662969,0.0508581,0.210056
6120,3.313,16589,10926,18427,11548,-0.0737239,0.0171026,0.222005
6140,3.693,16589,10926,18429,11551,-0.150381,-0.00413175,0.0611472
6160,3.916,16593,10929,18435,11557,-0.116379,-0.0320283,0.0129178
6180,3.93,16601,10936,18445,11565,-0.0610435,-0.0383024,0.0296877
6200,3.753,16613,10945,18459,11577,-0.0931739,-0.0369568,-0.026788
6220,3.494,16628,10956,18476,11590,-0.093128,-0.0303536,-0.134857
6240,3.246,16645,10969,18495,11606,-0.0741112,-0.0202401,-0.179864
6260,3.032,16663,10983,18515,11623,-0.128411,-0.0147852,-0.455063
6280,2.909,16680,10995,18534,11640,-0.0406255,-0.0232793,-0.546796
6300,2.824,16696,11006,18551,11655,-0.0197969,-0.024314,-0.415328
6320,2.803,16709,11014,18564,11669,-0.0334974,-0.0192049,-0.491895
6340,2.79,16717,11018,18573,11679,0.0661038,-0.0186609,-0.370813
6360,2.808,16719,11018,18575,11685,0.0733177,-0.0163243,-0.342458
6380,2.829,16715,11012,18571,11686,0.136949,-0.00792348,-0.316095
6400,2.873,16705,11000,18560,11682,0.13758,0.000748444,-0.271934
6420,2.908,16688,10984,18542,11671,0.0685301,0.0162528,-0.260875
6440,3.004,16665,10962,18517,11655,0.099926,0.0286197,-0.159638
6460,3.066,16638,10937,18487,11633,0.101839,0.0326541,-0.0652786
6480,3.115,16606,10909,18451,11606,0.0808488,0.0385459,0.0297317
6500,3.109,16572,10880,18412,11576,0.137279,0.039208,0.212499
6520,3.08,16537,10850,18372,11542,0.110721,0.0387319,0.289413
6540,3.039,16504,10822,18331,11507,0.118257,0.0396546,0.3154
6560,2.966,16473,10797,18292,11471,0.142496,0.0279954,0.437145
6580,2.912,16446,10776,18256,11437,0.0964428,0.0121693,0.356128
6600,2.874,16424,10759,18225,11406,0.0933926,0.00422895,0.410318
6620,2.819,16409,10748,18199,11379,0.0441363,-0.00186163,0.546589
6640,2.77,16401,10743,18181,11358,-0.00265668,-0.00311907,0.392149
6660,2.706,16401,10744,18170,11343,-0.00958644,0.000274171,0.392869
6680,2.689,16408,10750,18168,11335,-0.100429,-0.00322608,0.311666
6700,2.726,16422,10762,18175,11335,-0.108494,-0.00818931,0.245015
6720,2.74,16443,10779,18190,11343,-0.135333,-0.0101098,0.178923
6740,2.719,16469,10800,18212,11357,-0.145287,-0.0174184,0.06914
6760,2.719,16499,10823,18242,11379,-0.122965,-0.0279819,-0.0213702
6780,2.735,16532,10848,18277,11407,-0.162409,-0.0351481,-0.130364
6800,2.77,16567,10874,18315,11439,-0.151693,-0.020668,-0.175988
6820,2.84,16601,10899,18356,11474,-0.129349,-0.0190524,-0.175321
6840,3.084,16633,10922,18398,11510,-0.148688,-0.0245471,-0.297727
6860,3.512,16661,10943,18437,11547,-0.13873,-0.0245997,-0.368114
6880,3.933,16686,10960,18472,11582,-0.101008,-0.023481,-0.333083
6900,3.999,16704,10972,18503,11613,-0.0530565,-0.0179806,-0.299146
6920,3.999,16716,10980,18526,11640,0.016913,-0.00147008,-0.264891
6940,3.95,16722,10983,18542,11661,0.00819877,0.00388404,-0.25673
6960,3.723,16721,10981,18550,11676,0.0679141,0.00238184,-0.218337
6980,3.445,16713,10974,18549,11684,0.103404,0.000134588,-0.218386
7000,3.214,16700,10963,18540,11684,0.110625,-0.0146572,-0.208353
7020,3.071,16682,10948,18523,11678,0.197724,-0.0194381,0.0219678
7040,2.982,16660,10931,18501,11665,0.140383,-0.0170336,0.108985
7060,2.889,16636,10912,18473,11647,0.0630809,-0.0120514,-0.0654838
7080,2.853,16611,10892,18442,11625,0.121395,0.00208903,0.111482
7100,2.849,16586,10872,18410,11599,0.08268,-0.00431056,0.0377064
7120,2.845,16562,10853,18378,11572,0.0771637,-0.0200338,-0.0766127
7140,2.93,16540,10836,18346,11544,0.102337,-0.022725,0.0558723
7160,3.021,16520,10820,18317,11517,0.0690563,-0.0377861,0.273346
7180,3.066,16504,10808,18292,11492,0.0467711,-0.0238087,0.179677
7200,3.094,16492,10798,18270,11470,-0.00369846,-0.00339444,0.0787906
7220,3.05,16484,10791,18253,11451,-0.00459583,0.00460527,0.0963914
7240,2.987,16479,10788,18241,11436,-0.0472018,0.0173898,0.0696785
7260,2.922,16478,10787,18234,11425,-0.0484228,0.0227244,0.0623936
7280,2.852,16480,10789,18231,11419,-0.046716,0.0135057,0.151135
7300,2.84,16485,10793,18232,11417,-0.12509,0.00601956,0.0749108
7320,2.825,16492,10799,18237,11419,-0.118882,0.0101442,0.0578731
7340,2.784,16501,10806,18245,11425,-0.106729,0.0203693,0.107787
7360,2.768,16511,10814,18256,11434,-0.0905527,0.0284054,0.124598
