"time,sec","ppg heart rate, bpm",wi1,wi2,wi3,wi4,"candidate heart rate, bpm",,
233.16,84.045,4.253,-3.1983,-6.78,6.1605,100.98,,
233.16,84.045,0.44249,5.3841,-3.4316,-2.2036,52.826,,
233.16,84.045,-13.737,21.54,-33.777,25.983,49.805,,
234.16,85.144,-3.7714,4.0662,-0.33455,0.78293,95.673,,
234.16,85.144,5.259,-3.6174,-6.5044,5.1795,111.69,,
234.16,85.144,-16.384,22.223,-30.688,24.792,82.855,,
234.16,85.144,0.082435,5.7816,-2.7541,-3.0853,52.094,69.489,
235.16,85.968,4.1661,-4.3463,0.0353,0.87045,50.629,,
235.16,85.968,8.949,-8.5903,-3.1788,2.5348,80.383,,
235.16,85.968,-1.212,8.5869,-8.8802,1.7715,67.474,,
235.16,85.968,-12.145,19.295,-34.163,27.215,82.855,,
236.16,85.876,-0.8653,1.774,-0.7107,0.59349,92.834,,
236.16,85.876,3.784,-2.2814,2.4347,-4.0255,65.094,,
236.16,85.876,-7.6242,12.549,-14.511,9.6067,50.446,,
236.16,85.876,-7.7115,6.9048,5.1886,-4.4788,80.383,,
237.16,84.961,-4.1868,4.8466,-2.2167,2.3014,70.221,,
237.16,84.961,-18.545,23.76,-19.675,14.065,52.917,,
237.16,84.961,1.1203,5.0399,-2.8157,-3.1324,65.552,,
237.16,84.961,8.826,-5.9995,-16.49,13.884,81.207,,
238.16,83.038,-2.4071,2.9551,-0.67387,0.91249,65.46,,
238.16,83.038,15.648,-19.112,15.033,-11.359,106.75,,
238.16,83.038,1.6743,4.3281,-5.594,-0.32598,89.996,,
238.16,83.038,9.973,-8.4825,-12.024,10.769,79.559,,
239.16,80.658,-4.024,5.0201,-2.1855,1.9404,64.545,,
239.16,80.658,17.233,-21.071,15.986,-11.735,107.48,,
239.16,80.658,1.7334,5.0242,-7.4028,0.73209,88.989,,
239.16,80.658,9.0279,-8.5105,-10.263,9.9767,78.735,,
240.16,78.735,1.5866,-1.627,1.093,-0.28177,63.171,,
240.16,78.735,13.001,-16.493,9.8434,-6.4792,70.679,,
240.16,78.735,3.3438,3.334,-4.3071,-2.3213,86.151,,
240.16,78.735,4.4849,-3.3275,-7.3533,6.2246,99.426,,
241.16,77.82,-0.01374,0.50626,-0.10938,0.39364,63.08,,
241.16,77.82,2.6394,4.3199,-3.8008,-3.1689,84.595,,
241.16,77.82,10.668,-14.276,11.996,-8.4392,69.397,,
241.16,77.82,-12.039,9.8804,11.295,-9.2094,75.806,,
242.16,77.545,-2.7907,4.6078,-3.7727,2.7391,97.137,,
242.16,77.545,10.198,-15.112,13.787,-8.722,62.531,,
242.16,77.545,2.7968,-0.1042,-0.27624,-2.4373,84.137,,
242.16,77.545,-14.333,13.252,9.7559,-8.7452,51.544,102.54,
243.16,78.094,0.50336,-0.66541,2.9244,-1.3713,63.354,,
243.16,78.094,5.4053,-0.14894,0.049941,-5.2999,83.862,,
243.16,78.094,12.222,-9.6253,-8.1137,5.6669,51.178,,
243.16,78.094,18.664,-23.368,19.029,-14.647,46.509,,
244.16,78.644,0.25516,-2.1091,3.3646,-0.17639,81.39,,
244.16,78.644,0.87487,4.5767,-2.4603,-2.56,84.137,,
244.16,78.644,-2.1356,-0.50568,8.54,-6.0563,56.213,,
244.16,78.644,10.968,-13.018,7.4717,-5.5041,49.805,,
245.16,78.827,1.5009,-3.3332,3.2568,-0.10978,80.566,,
245.16,78.827,0.71389,6.7244,-7.9614,1.0333,84.595,,
245.16,78.827,5.9329,-5.6238,0.060287,-0.49817,54.565,,
245.16,78.827,3.3641,-6.6513,11.723,-8.5511,61.249,,
246.16,78.918,-1.6171,1.58,-2.4646,1.0861,79.468,,
246.16,78.918,3.471,-2.6644,-2.1961,1.3371,56.671,,
246.16,78.918,0.7737,-7.2902,7.0113,-0.62467,56.213,,
246.16,78.918,-8.39,12.653,-19.797,15.785,62.164,,
247.16,78.735,2.9509,-4.1891,5.0683,-2.4791,78.552,,
247.16,78.735,3.8893,-3.4585,-0.92236,0.36931,56.488,,
247.16,78.735,-7.9096,13.637,-20.877,15.541,60.425,,
247.16,78.735,0.85837,4.4169,-2.0226,-3.0382,55.756,,
248.16,78.461,-0.069563,-0.7889,-0.35776,2.5393,76.538,103.73,
248.16,78.461,-1.6062,-3.021,0.55916,3.5006,55.573,,
248.16,78.461,3.7203,-3.001,-1.3881,0.60267,56.854,,
248.16,78.461,-9.2708,16.76,-26.978,19.679,70.129,,
249.16,78.644,2.2571,-2.0014,3.5714,-2.4347,101.9,,
249.16,78.644,4.7717,-4.6607,0.2729,-0.47017,53.741,84.686,
249.16,78.644,2.0729,2.8424,1.7748,-6.7635,54.016,,
249.16,78.644,-8.9298,17.434,-30.508,22.31,72.235,,
250.16,79.193,-4.0358,4.1593,-9.5775,8.1687,101.26,,
250.16,79.193,-8.3535,15.35,-27.826,21.34,73.7,,
250.16,79.193,-0.39253,-5.1386,1.6284,4.2458,107.57,,
250.16,79.193,4.1323,-3.485,-0.63013,-0.094736,83.405,,
251.16,80.017,1.5017,0.14615,0.77423,-1.0392,100.71,,
251.16,80.017,3.7843,-2.9469,-1.4883,0.55343,81.757,,
251.16,80.017,2.1345,-8.878,9.0212,-2.073,107.21,,
251.16,80.017,-7.7209,13.646,-26.68,21.057,73.883,,
252.16,80.841,0.082973,-1.541,2.1642,-2.1312,98.602,,
252.16,80.841,4.0438,-4.064,-0.47862,0.47434,46.692,,
252.16,80.841,-2.8045,-2.6009,-0.50283,5.9008,106.57,,
252.16,80.841,-9.0168,17.173,-33.387,25.255,73.517,,
253.16,81.848,0.37947,1.3976,-1.2267,0.88164,95.856,,
253.16,81.848,1.3978,1.5761,-0.93397,-2.1333,106.93,,
253.16,81.848,4.1729,-4.904,0.17363,0.5595,46.326,,
253.16,81.848,-8.1789,15.563,-28.392,21.017,72.235,,
254.16,82.306,-1.0128,0.2436,0.099523,-0.73526,92.926,,
254.16,82.306,3.7446,-4.8476,0.17105,0.845,64.636,,
254.16,82.306,-4.2636,-1.2162,0.77748,4.7206,105.47,,
254.16,82.306,-10.225,17.969,-32.645,24.953,71.503,,
255.16,81.757,-0.99574,3.6776,-4.1541,2.8772,57.129,,
255.16,81.757,1.9657,-0.050125,1.2389,-3.3285,103.36,,
255.16,81.757,-10.223,17.186,-30.767,23.805,71.96,,
255.16,81.757,6.6718,-7.2265,0.90223,-0.33162,46.6,,
256.16,80.383,0.20879,1.2719,-1.7592,1.6992,59.418,,
256.16,80.383,4.9652,-3.4529,-6.9439,5.4253,51.453,,
256.16,80.383,0.58217,4.0729,0.13443,-4.8746,101.26,,
256.16,80.383,-10.043,12.799,-11.721,8.9688,73.151,,
257.16,78.186,0.45155,-0.081557,-0.7848,1.1944,60.608,,
257.16,78.186,1.1569,2.1723,-2.5339,-0.73149,100.71,,
257.16,78.186,8.2202,-7.848,-2.9724,2.5743,48.615,,
257.16,78.186,-4.4965,7.1229,-12.276,9.6631,74.341,,
258.16,77.454,1.8475,-2.1346,2.6789,-1.649,60.15,,
258.16,77.454,-9.7732,12.529,-8.9614,6.4332,75.623,,
258.16,77.454,0.22984,2.499,6.2139,-9.0797,99.335,,
258.16,77.454,13.125,-7.684,-16.766,11.544,53.833,,
259.16,77.911,-1.9769,2.0056,1.6367,-0.90974,61.34,,
259.16,77.911,6.074,1.8983,-21.685,14.048,51.27,,
259.16,77.911,-2.8432,5.6195,8.1836,-11.113,86.517,,
259.16,77.911,30.713,-32.705,9.4919,-7.4339,100.8,,
260.16,79.376,-3.9672,4.0211,2.2148,-1.5089,96.954,,
260.16,79.376,40.552,-42.128,4.8222,-2.9662,99.243,,
260.16,79.376,1.3268,0.88724,10.447,-12.868,88.257,,
260.16,79.376,2.176,7.4926,-24.975,15.56,50.262,,
261.16,80.841,1.6179,-2.2471,3.8448,-2.4884,76.172,,
261.16,80.841,13.083,-13.546,1.3225,-0.99966,56.396,,
261.16,80.841,-7.1059,-0.4631,22.014,-14.959,47.791,,
261.16,80.841,1.9349,1.2048,5.4908,-8.7487,92.926,,
262.16,81.39,0.96567,-1.8254,4.866,-3.2869,77.179,,
262.16,81.39,10.091,-2.887,-20.171,13.506,66.01,,
262.16,81.39,17.732,-18.203,8.3975,-8.3046,56.122,,
262.16,81.39,7.415,-11.108,-3.6938,7.4507,83.13,,
263.16,80.475,0.28791,-0.60844,3.2359,-2.157,95.49,,
263.16,80.475,-8.8954,11.054,-9.3906,7.393,54.199,,
263.16,80.475,13.284,-9.2209,-15.175,11.501,66.467,,
263.16,80.475,-1.1659,5.8639,0.94346,-5.665,95.123,,
264.16,79.559,1.5111,-1.1749,0.35463,0.10146,75.348,,
264.16,79.559,6.3043,-4.284,-7.8185,5.7836,44.312,,
264.16,79.559,1.4607,4.1203,-1.7192,-3.8248,77.179,,
264.16,79.559,15.425,-18.815,13.623,-10.421,54.291,,
265.16,79.193,1.0098,-0.89331,2.6875,-2.0448,75.714,,
265.16,79.193,5.5599,0.10443,-0.75748,-5.0505,75.073,,
265.16,79.193,-17.813,21.515,-16.186,12.77,54.382,,
265.16,79.193,12.516,-8.3245,-17.488,13.587,65.094,,
266.16,79.193,1.3959,-1.3272,1.4521,-0.73694,76.08,,
266.16,79.193,17.371,-18.797,8.2134,-7.0811,55.481,,
266.16,79.193,4.4424,1.0068,-2.2796,-3.1206,57.678,,
266.16,79.193,9.4774,-5.8639,-15.64,12.214,82.031,,
267.16,79.834,-0.054237,-0.04099,1.5224,-0.64808,75.714,,
267.16,79.834,10.421,-5.1629,-2.6381,-2.5187,48.615,,
267.16,79.834,12.25,-11.176,-9.9539,9.0684,83.313,,
267.16,79.834,-13.506,19.242,-20.533,15.037,56.488,,
268.16,80.566,0.58759,-0.8394,3.1871,-2.1735,75.439,,
268.16,80.566,5.1276,-5.0615,-1.6019,1.6816,85.236,,
268.16,80.566,-9.1721,15.692,-24.611,18.497,56.488,,
268.16,80.566,2.9472,1.8995,-1.3955,-3.4851,47.058,,
269.16,81.024,-0.093709,0.29193,0.6895,-0.063823,75.439,,
269.16,81.024,5.0806,-4.3442,-1.7226,1.0561,85.327,,
269.16,81.024,1.9569,3.2111,-3.5993,-1.5414,48.248,,
269.16,81.024,-11.357,17.383,-24.84,19.15,57.404,,
270.16,81.482,-0.89884,2.5934,-1.4269,1.2213,111.6,,
270.16,81.482,1.4049,-0.049771,-0.31615,-1.2541,47.516,,
270.16,81.482,2.4346,-1.8697,-1.3076,0.89707,45.41,,
270.16,81.482,-6.745,9.7519,-11.949,9.2935,56.58,,
271.16,81.757,-0.42797,1.2739,0.19699,0.42526,92.285,,
271.16,81.757,2.9142,-2.3721,-0.74381,0.31765,56.58,,
271.16,81.757,0.69332,2.3244,-2.319,-0.6976,48.157,,
271.16,81.757,-7.0046,10.048,-12.802,10.369,66.559,,
272.16,81.482,1.1869,-1.3505,4.2682,-2.8378,109.68,,
272.16,81.482,1.3065,0.21725,-0.46478,-1.1102,50.903,,
272.16,81.482,3.2282,-3.0157,-0.39082,0.32229,56.488,,
272.16,81.482,-7.7973,11.395,-15.086,12.349,66.284,,
273.16,80.383,-1.3084,3.8684,-3.8883,2.8722,92.102,,
273.16,80.383,1.9929,-0.98079,1.273,-2.5235,54.749,,
273.16,80.383,3.1159,-2.6798,-0.8627,0.51251,55.939,,
273.16,80.383,-6.5278,12.26,-18.059,12.639,67.017,,
274.16,77.545,0.30841,-0.38135,1.4491,-0.62721,92.102,,
274.16,77.545,4.0746,-3.2303,-0.56271,-0.22269,58.044,,
274.16,77.545,2.4393,1.2866,-0.78166,-2.9434,54.382,,
274.16,77.545,-9.0101,13.161,-16.36,12.878,65.002,,
275.16,75.073,-1.1203,1.817,-1.4666,1.583,91.919,,
275.16,75.073,-4.5896,7.4152,-11.055,8.2684,64.362,,
275.16,75.073,5.5712,-6.071,2.4538,-1.905,61.066,,
275.16,75.073,1.8752,4.2692,-5.1973,-0.86156,52.46,,
276.16,73.975,1.2078,-1.09,1.8354,-1.2067,114.26,,
276.16,73.975,11.159,-15.598,18.415,-14.462,64.728,,
276.16,73.975,3.6156,-3.1508,-1.317,0.87674,45.41,,
276.16,73.975,-0.7278,8.0266,-9.2643,1.97,68.207,,
277.16,74.066,0.17394,-0.44484,0.43906,0.60641,83.954,,
277.16,74.066,1.4228,1.0008,-0.79324,-1.4449,69.489,,
277.16,74.066,3.4279,-3.1052,-3.2653,2.9687,74.615,,
277.16,74.066,-6.5925,10.444,-10.798,6.9916,66.01,,
278.16,74.707,2.9651,-3.7842,2.971,-1.3873,83.405,,
278.16,74.707,19.865,-25.125,18.537,-13.606,95.49,,
278.16,74.707,-0.82775,6.9902,-4.6733,-1.2876,66.284,84.686,
278.16,74.707,-2.4358,1.2728,6.5929,-5.4737,76.63,,
279.16,76.08,2.2734,-2.9493,2.7379,-1.2932,83.221,,
279.16,76.08,2.6443,0.71021,-1.167,-2.1481,83.771,,
279.16,76.08,-19.7,27.538,-21.675,14.107,133.76,,
279.16,76.08,1.5825,-0.55852,-7.1133,6.132,77.087,,
280.16,76.63,1.9866,-1.8432,1.337,-0.70184,83.405,,
280.16,76.63,-10.457,13.705,-10.995,7.8275,134.31,,
280.16,76.63,2.1612,-1.8466,-5.6886,5.3584,77.637,,
280.16,76.63,0.87838,6.0514,-5.882,-1.1626,84.412,,
281.16,76.813,0.99337,-1.1693,1.6989,-0.74662,82.947,,
281.16,76.813,3.0701,0.77626,-1.1944,-2.6187,83.405,,
281.16,76.813,-10.419,14.69,-13.556,9.3547,100.89,,
281.16,76.813,2.885,-2.6506,-5.0822,4.8956,78.186,,
282.16,76.08,-0.20069,0.89275,-1.1807,1.261,83.588,,
282.16,76.08,2.7358,-2.5769,-4.5155,4.3019,78.003,,
282.16,76.08,-2.0723,10.422,-9.4547,1.0407,86.609,,
282.16,76.08,-19.229,24.959,-22.365,16.48,80.566,,
283.16,75.165,3.5131,-4.8242,3.545,-1.4881,80.75,,
283.16,75.165,-10.344,14.311,-9.6859,5.9635,84.045,,
283.16,75.165,3.3948,-0.54443,0.30795,-3.0772,85.968,,
283.16,75.165,-0.17144,2.0384,-7.7988,5.9558,76.263,,
284.16,74.615,0.43256,0.35743,-2.0916,2.072,101.35,,
284.16,74.615,4.8747,-5.2369,-3.4487,3.6763,59.509,,
284.16,74.615,2.8659,-0.11562,-0.47489,-2.3033,104.55,,
284.16,74.615,-19.658,27.948,-29.126,20.705,77.911,,
285.16,74.89,-0.83307,1.8284,2.3403,-1.9605,102.08,,
285.16,74.89,3.7034,-3.1128,-4.2104,3.8413,57.495,,
285.16,74.89,0.13312,7.2276,-7.2767,-0.22162,73.242,,
285.16,74.89,-14.35,20.707,-22.037,15.767,76.63,,
286.16,75.256,-2.5276,5.2472,-1.8184,0.46198,101.62,,
286.16,75.256,-7.9935,10.671,-10.191,7.4041,48.34,,
286.16,75.256,4.3952,-3.3376,-4.5614,3.6434,72.876,,
286.16,75.256,3.9393,1.6895,-1.1782,-4.7692,105.56,,
287.16,75.806,-1.3015,2.6697,2.5973,-2.6481,100.8,,
287.16,75.806,7.028,-3.5398,-8.8917,5.88,73.7,,
287.16,75.806,1.9934,4.3573,-3.0052,-3.6276,105.01,,
287.16,75.806,-7.9497,11.235,-11.564,8.3325,74.982,,
288.16,75.714,0.29323,-0.1174,0.44151,0.16147,98.145,,
288.16,75.714,-0.814,7.0534,-2.8559,-3.3433,104.46,,
288.16,75.714,8.2706,-4.2849,-9.5211,5.6074,74.066,,
288.16,75.714,-9.0766,12.108,-11.847,8.8719,74.524,,
289.16,75.623,-1.4107,3.7769,2.2903,-3.4036,95.947,,
289.16,75.623,11.243,-11.398,-4.1428,4.8356,89.264,,
289.16,75.623,2.6497,3.7681,-6.018,-0.8041,76.447,,
289.16,75.623,-8.3493,10.781,-11.115,8.7885,54.291,,
290.16,74.982,1.6143,-1.1415,-0.25309,0.56116,95.398,,
290.16,74.982,6.0276,-5.8611,-4.3424,4.0709,90.912,,
290.16,74.982,4.8756,2.1862,-3.6483,-3.4783,102.45,,
290.16,74.982,-8.5216,12.152,-13.604,10.034,74.707,,
291.16,74.341,1.1534,-1.0332,0.57069,0.089424,93.842,,
291.16,74.341,5.6373,-1.2574,-1.1689,-3.2952,100.71,,
291.16,74.341,5.2322,-4.1132,-8.8093,7.695,88.715,,
291.16,74.341,-11.406,18.446,-15.871,9.0066,75.623,,
292.16,73.517,0.25759,0.36685,-0.50779,0.68049,94.299,,
292.16,73.517,6.3246,-2.0545,-0.92797,-3.4233,99.701,,
292.16,73.517,5.8492,-2.3522,-11.958,8.5352,74.066,,
292.16,73.517,-13.085,18.994,-13.639,7.8378,58.868,,
293.16,73.059,-0.26288,-0.049977,-0.54651,1.6081,97.137,,
293.16,73.059,1.3646,1.5793,-2.0268,-0.59936,47.241,,
293.16,73.059,4.7538,-2.9352,-6.2129,4.3723,74.066,85.693,
293.16,73.059,-10.761,14.812,-11.629,7.5997,59.692,,
294.16,72.876,-0.48203,1.1384,-1.6488,1.7949,98.328,,
294.16,72.876,1.2668,1.0028,0.63736,-2.7704,119.38,,
294.16,72.876,-8.6123,15.289,-14.973,8.2662,60.333,,
294.16,72.876,5.6458,-2.7834,-6.431,3.594,50.446,,
295.16,73.334,2.2014,-3.4804,3.731,-1.7659,59.692,,
295.16,73.334,2.2343,0.61113,-6.8629,4.3962,46.234,,
295.16,73.334,9.6917,-8.7041,-1.2535,0.052147,60.608,,
295.16,73.334,0.29256,4.0303,-2.5808,-1.6587,118.29,,
296.16,73.975,2.048,-1.8432,-1.6574,2.1744,57.953,,
296.16,73.975,0.22563,3.2534,-2.4486,-0.79011,117.55,,
296.16,73.975,0.43014,2.3029,-7.5951,4.6649,114.62,,
296.16,73.975,6.9294,-7.0617,0.29556,-0.3319,61.34,,
297.16,74.615,-2.2989,3.3441,-1.5065,1.2282,45.502,,
297.16,74.615,0.1275,3.3693,-7.5884,3.9583,62.164,,
297.16,74.615,19.121,-16.534,-4.6532,2.4436,61.981,,
297.16,74.615,1.3788,3.2939,-1.8649,-2.8057,113.07,,
298.16,75.073,-3.0707,4.0887,-1.5276,1.2507,46.875,,
298.16,75.073,1.8773,3.0363,-9.3314,4.3182,61.798,,
298.16,75.073,18.398,-17.174,-3.2965,2.5443,62.988,,
298.16,75.073,3.5417,1.9762,-2.317,-3.0606,111.33,,
299.16,75.165,-3.6269,3.4658,-0.25862,1.1528,96.405,,
299.16,75.165,-0.56857,1.644,0.99091,-1.7872,51.361,,
299.16,75.165,18.843,-17.522,-1.6091,0.80779,62.714,,
299.16,75.165,2.1823,3.1812,-8.4382,3.2464,108.03,,
300.16,75.256,-3.5946,3.3572,0.21743,0.74475,90.546,,
300.16,75.256,1.3111,0.34856,0.56247,-1.9938,52.826,,
300.16,75.256,18.874,-15.601,-6.4468,3.6934,49.164,,
300.16,75.256,0.74289,4.6905,-8.7196,3.3488,107.48,,
301.16,75.073,-3.5786,4.4188,-1.4026,1.3193,88.806,,
301.16,75.073,0.033536,1.9411,-0.30419,-1.5399,103.45,,
301.16,75.073,16.645,-15.818,-1.2041,0.96948,49.805,,
301.16,75.073,-2.1304,-2.527,8.6241,-3.998,115.17,,
302.16,74.799,-3.5013,4.0755,-1.147,1.3071,88.989,,
302.16,74.799,-1.2127,2.6545,0.65102,-1.8736,48.523,,
302.16,74.799,18.561,-19.035,0.2836,0.78853,50.446,,
302.16,74.799,2.5546,2.8229,-8.7725,3.5018,117,,
303.16,74.066,-3.2992,2.9807,0.41848,0.6121,89.081,,
303.16,74.066,-0.25699,1.7628,0.52654,-1.8021,84.595,,
303.16,74.066,18.388,-17.371,-2.7067,2.269,53.467,,
303.16,74.066,0.86704,3.8993,-7.4975,2.8663,117.65,,
304.16,73.425,-0.80607,-0.30547,2.148,-0.29575,76.996,99.976,
304.16,73.425,1.4652,0.27973,0.33308,-1.9711,85.419,,
304.16,73.425,2.4573,2.6491,-8.8345,4.0647,104.55,,
304.16,73.425,18.896,-20.854,1.5094,0.51211,55.206,,
305.16,72.51,-1.4943,0.97112,1.3053,-0.016071,46.967,,
305.16,72.51,1.1394,0.64823,0.58833,-2.3215,85.602,,
305.16,72.51,-0.26103,5.0718,-7.665,3.0505,73.334,,
305.16,72.51,23.006,-20.884,-6.0743,4.2346,55.481,,
306.16,71.777,3.7627,-3.4751,1.27,-0.17957,99.701,,
306.16,71.777,8.1003,-8.3221,-0.80433,0.92193,60.974,,
306.16,71.777,1.3229,0.23893,-0.032877,-1.689,82.581,,
306.16,71.777,-1.802,-2.3126,7.0136,-3.1529,62.256,,
307.16,71.594,0.47287,1.8126,-3.1226,1.6113,60.974,,
307.16,71.594,2.9577,-0.65753,-6.3996,3.8894,48.34,,
307.16,71.594,1.6483,1.7872,-1.9168,-1.6502,104.46,,
307.16,71.594,10.003,-11.596,1.6262,0.081448,60.791,,
308.16,71.96,0.54128,0.62149,-1.6911,1.3353,95.856,,
308.16,71.96,2.0163,-0.65261,0.90185,-2.1671,54.382,,
308.16,71.96,5.1757,1.7693,-12.042,5.0024,102.36,,
308.16,71.96,11.067,-12.824,0.99012,0.83134,61.157,,
309.16,73.059,1.458,1.1837,-3.7245,1.7962,60.608,,
309.16,73.059,2.4241,0.27085,-1.7863,-1.2124,50.72,,
309.16,73.059,0.97118,0.75727,-6.4882,4.5252,48.157,,
309.16,73.059,9.4995,-10.802,0.79993,0.55624,58.868,,
310.16,74.432,1.6897,0.60434,-3.0903,1.5363,59.601,,
310.16,74.432,1.7417,0.97159,-1.9638,-1.0357,74.615,,
310.16,74.432,0.29427,1.7373,-6.898,4.6973,98.694,,
310.16,74.432,10.153,-11.358,0.8033,0.39764,56.763,,
311.16,75.714,0.91153,1.258,-2.7883,1.3921,59.692,,
311.16,75.714,0.81976,2.0893,-7.6507,4.592,48.248,,
311.16,75.714,0.21093,2.9935,-2.0011,-1.3775,75.531,,
311.16,75.714,22.15,-23.122,1.1156,-0.15,54.108,,
312.16,76.447,1.5357,-1.1564,-0.43773,0.83827,101.81,,
312.16,76.447,0.50935,3.188,-2.567,-1.0712,105.65,,
312.16,76.447,2.0791,1.0859,-9.5527,6.3722,66.65,,
312.16,76.447,11.54,-12.83,3.4477,-2.2441,52.643,,
313.16,76.721,0.86687,-0.20168,-0.71309,0.83806,103,,
313.16,76.721,0.18649,2.881,-1.0298,-2.0423,106.66,,
313.16,76.721,7.2312,-3.8042,-9.3168,5.9103,52.917,,
313.16,76.721,-8.673,11.776,-8.4851,5.4447,72.51,,
314.16,76.904,-2.1108,3.9552,-2.1359,1.6968,89.081,,
314.16,76.904,0.23313,2.4287,-0.0084691,-2.7308,129.73,,
314.16,76.904,22.49,-26.405,12.559,-8.6423,73.608,,
314.16,76.904,-5.8994,1.1701,11.237,-6.5687,54.199,,
315.16,76.904,1.5449,-1.8809,2.3033,-1.213,88.806,,
315.16,76.904,0.78878,2.6471,-1.0317,-2.4219,128.54,,
315.16,76.904,25.228,-30.785,16.76,-11.534,73.334,,
315.16,76.904,16.084,-6.3515,-25.077,15.589,66.284,,
316.16,77.087,1.4406,-2.1246,2.2984,-0.84831,89.264,,
316.16,77.087,0.60054,2.7988,-0.83118,-2.4851,121.86,,
316.16,77.087,24.129,-31.795,23.617,-16.295,73.517,,
316.16,77.087,-8.8515,4.6304,10.692,-6.5762,65.094,,
317.16,78.094,-0.36446,-0.51588,1.7182,-0.085239,89.63,,
317.16,78.094,1.8884,1.7547,-2.1105,-1.3324,71.32,,
317.16,78.094,-10.567,7.6643,7.9891,-5.1736,63.08,,
317.16,78.094,-14.998,24.56,-27.609,18.323,103.73,,
318.16,79.376,0.68994,-2.4365,3.4811,-1.0168,115.45,,
318.16,79.376,0.69816,3.7706,-4.2869,0.11192,71.594,,
318.16,79.376,-9.9245,13.857,-13.551,9.8079,103.55,,
318.16,79.376,10.474,-7.0409,-9.4286,6.0749,61.798,,
319.16,80.475,0.82018,-1.3665,1.9854,-0.67563,90.271,,
319.16,80.475,1.4766,1.6211,-0.37745,-2.6472,71.045,,
319.16,80.475,9.1068,-4.8302,-11.185,7.0178,61.707,,
319.16,80.475,-23.208,30.461,-21.666,14.711,103.82,,
320.16,80.841,2.8064,-2.7606,1.485,-0.77032,91.736,,
320.16,80.841,1.0615,2.2862,0.078156,-3.4406,115.81,,
320.16,80.841,24.255,-31.758,20.611,-13.493,76.172,,
320.16,80.841,10.104,-4.3312,-13.025,7.2853,61.157,,
321.16,80.566,0.27643,-0.82355,0.51414,0.79981,113.71,,
321.16,80.566,4.1738,5.1205,-7.0243,-1.9783,93.75,,
321.16,80.566,10.403,-6.9032,-9.9817,6.4836,58.136,,
321.16,80.566,-9.4169,13.466,-12.434,8.4435,77.637,,
322.16,79.651,-0.30158,-1.3187,4.1248,-1.765,115.17,,
322.16,79.651,4.4997,4.7159,-7.5189,-1.3875,93.567,,
322.16,79.651,10.211,-4.0524,-21.114,15.341,88.348,,
322.16,79.651,12.895,-15.843,7.3275,-4.4623,47.516,,
323.16,79.102,-1.8593,1.0632,3.7091,-2.1928,74.982,,
323.16,79.102,-6.8221,-0.47252,21.687,-14.963,88.165,,
323.16,79.102,12.903,-14.515,4.0155,-2.3922,93.842,,
323.16,79.102,9.1988,-0.65305,-7.2243,-1.3013,115.81,,
324.16,79.102,0.71832,-0.29155,0.27267,0.07237,93.109,,
324.16,79.102,1.2557,1.9223,0.49353,-3.7156,73.517,,
324.16,79.102,12.298,-16.909,10.528,-6.0022,48.065,,
324.16,79.102,-9.1894,3.8702,11.885,-6.6131,86.517,,
325.16,79.102,-1.3088,1.0402,0.82184,0.2188,81.207,,
325.16,79.102,3.2082,0.48976,-0.051535,-3.5952,117,,
325.16,79.102,-9.8608,13.643,-8.9878,5.225,87.891,,
325.16,79.102,-15.227,4.8491,22.344,-12.188,51.361,,
326.16,79.376,-1.3507,1.3096,-0.065893,-0.66213,85.144,,
326.16,79.376,-2.6119,-4.5774,2.5618,4.4807,117.55,,
326.16,79.376,-16.268,13.701,4.3754,-1.7341,46.509,,
326.16,79.376,-0.39268,4.8254,-11.945,7.5776,86.517,,
327.16,79.742,0.70109,-0.85146,1.4042,-0.48855,86.06,,
327.16,79.742,14.281,-13.421,-0.063574,-0.87156,45.685,,
327.16,79.742,3.4301,5.9722,-9.9377,0.62333,118.29,,
327.16,79.742,5.6716,-0.75909,-17.647,12.967,54.016,,
328.16,80.383,0.83526,-0.97782,0.96028,-0.05029,88.257,,
328.16,80.383,0.29294,6.1671,-1.8994,-4.4684,118.1,,
328.16,80.383,2.4939,1.6144,-10.55,6.5555,52.643,,
328.16,80.383,14.077,-12.916,-0.60539,-0.62093,46.051,,
329.16,81.116,-1.3445,-0.83788,1.1161,-0.32822,60.333,,
329.16,81.116,2.1076,-8.3342,2.8651,3.553,116,138.52,
329.16,81.116,-12.51,10.672,2.4979,-0.6188,45.227,,
329.16,81.116,2.1299,4.8477,-19.659,12.791,54.565,,
330.16,82.123,1.9109,-0.94573,0.37565,0.069946,99.609,,
330.16,82.123,14.666,-14.505,3.6953,-3.941,57.22,,
330.16,82.123,-0.21371,7.1508,-2.4989,-4.3991,113.98,,
330.16,82.123,-11.761,1.9292,24.027,-14.373,53.925,,
331.16,82.397,0.083341,1.7774,-1.8234,1.3772,99.518,,
331.16,82.397,3.0149,0.57431,-0.81535,-2.8357,113.34,,
331.16,82.397,-0.54569,5.2245,-12.726,8.0428,56.58,,
331.16,82.397,15.956,-13.626,-5.5425,3.2519,104.28,,
332.16,81.482,-1.3366,2.5241,-1.8457,2.0782,79.102,,
332.16,81.482,-0.14987,3.6082,-10.836,7.3206,73.608,,
332.16,81.482,2.0671,1.8108,-2.0413,-1.8073,112.79,,
332.16,81.482,14.75,-12.803,-4.6732,2.7921,104.37,,
