"time,sec","ppg heart rate, bpm",wi1,wi2,wi3,wi4,"candidate heart rate, bpm",,
635.16,73.151,9.9036,-8.1336,-14.588,12.907,52.917,,
636.16,73.975,2.2362,-1.5237,0.27634,-0.18927,110.96,,
636.16,73.975,4.9066,-2.1146,1.2371,-4.145,76.355,,
636.16,73.975,4.4679,-1.7758,-9.554,6.8491,52.002,,
636.16,73.975,25.561,-32.888,17.297,-10.158,111.88,,
637.16,75.439,0.24144,0.75095,-1.1301,0.95562,48.157,,
637.16,75.439,2.9461,-0.50353,1.8502,-4.3333,113.07,,
637.16,75.439,-6.0786,2.4449,11.529,-7.916,51.453,,
637.16,75.439,27.94,-38.008,22.384,-12.364,74.615,,
638.16,76.721,-0.60248,0.78666,-0.97534,1.5682,75.256,,
638.16,76.721,1.6456,1.1496,-0.39674,-2.2266,111.88,,
638.16,76.721,4.1805,-1.9361,-7.8656,5.6287,100.34,,
638.16,76.721,22.786,-28.592,16.722,-10.919,69.946,,
639.16,77.454,-1.7327,1.6728,0.21212,0.61521,74.524,,
639.16,77.454,-5.7914,4.6559,2.7943,-1.8883,99.152,,
639.16,77.454,1.4323,0.75546,1.397,-3.4804,110.78,,
639.16,77.454,10.912,-17.259,16.439,-10.155,80.658,,
640.16,77.911,-0.16386,-0.16083,1.4035,-0.31148,73.608,,
640.16,77.911,1.054,1.3504,0.41828,-2.7633,109.31,,
640.16,77.911,6.2847,-5.1091,-2.7625,1.7205,99.152,,
640.16,77.911,-10.174,16.309,-17.146,11.326,81.116,,
641.16,78.094,-0.97479,2.563,-1.8921,1.0964,97.87,,
641.16,78.094,-15.7,23.119,-20.843,13.301,81.848,,
641.16,78.094,6.7536,0.073931,-1.9559,-5.0709,76.263,,
641.16,78.094,6.8928,-5.6016,-5.5139,4.2623,55.389,,
642.16,78.186,-2.576,3.5831,-1.9064,1.6978,95.856,,
642.16,78.186,-8.7469,10.187,-6.5409,4.9534,82.031,,
642.16,78.186,-0.48176,2.7292,-0.22065,-2.0835,75.256,,
642.16,78.186,3.08,-0.54841,-6.8777,4.4254,57.037,,
643.16,78.644,-2.498,3.6847,-2.253,1.8595,95.123,,
643.16,78.644,9.4399,-10.015,3.1804,-2.4281,68.481,,
643.16,78.644,-0.70994,3.5576,-7.7887,4.8574,54.382,,
643.16,78.644,0.48986,1.9078,0.035474,-2.4539,75.439,,
644.16,79.468,-1.8566,2.6229,-0.54045,0.57491,94.94,,
644.16,79.468,0.97997,1.2332,-0.98375,-1.371,109.04,,
644.16,79.468,6.7966,-4.7742,-3.8946,2.0655,63.354,,
644.16,79.468,10.266,-16.228,21.811,-16.196,80.75,,
645.16,80.658,-1.8613,2.4501,-0.39581,0.61503,95.398,,
645.16,80.658,6.8705,-5.4245,-3.4051,2.1583,63.263,,
645.16,80.658,0.92335,1.3216,-1.0838,-1.1973,109.68,,
645.16,80.658,-9.9567,15.484,-19.081,13.795,77.271,,
646.16,81.39,-0.59289,0.84464,0.73687,-0.19366,98.145,,
646.16,81.39,0.48671,2.0112,-1.862,-0.65126,109.13,,
646.16,81.39,5.9397,-3.7653,-5.6797,3.6771,63.263,,
646.16,81.39,-11.978,17.26,-19.683,14.816,75.806,,
647.16,81.665,-2.1276,3.5754,-2.9664,2.4094,101.07,,
647.16,81.665,-4.1699,6.7683,-9.8408,7.3866,47.241,,
647.16,81.665,-0.37097,2.8638,-3.5457,1.0208,62.988,,
647.16,81.665,6.4775,-5.519,-1.5521,0.7164,62.531,,
648.16,80.841,-0.81704,1.8898,-1.5386,1.335,101.72,,
648.16,80.841,-0.81429,2.9677,-2.8282,0.62749,60.608,,
648.16,80.841,-13.169,16.678,-15.489,12.457,61.89,,
648.16,80.841,-5.8278,1.4148,12.914,-8.8154,110.78,,
649.16,79.01,-1.4234,2.3879,-1.0941,0.96356,101.72,,
649.16,79.01,-1.729,4.2998,-3.8502,1.2233,57.129,,
649.16,79.01,-16.17,21.152,-21.466,17.003,51.361,,
649.16,79.01,12.967,-8.1798,-12.657,8.1906,60.059,,
650.16,75.256,-3.3575,5.0522,-3.7244,2.881,86.517,,
650.16,75.256,-1.4624,4.7835,-4.0757,0.66717,56.763,,
650.16,75.256,20.618,-27.22,28.257,-21.78,53.375,,
650.16,75.256,-19.935,14.741,12.931,-7.9264,59.692,,
651.16,72.51,0.85962,-0.85254,1.8798,-1.1601,80.017,,
651.16,72.51,-0.02806,1.5092,-0.40462,-1.1536,57.312,,
651.16,72.51,-7.0624,9.4376,-8.6495,6.7417,57.037,,
651.16,72.51,9.3074,-5.3902,-10.301,6.7379,111.79,,
652.16,71.503,-1.539,2.3523,-1.1021,1.12,83.038,,
652.16,71.503,-0.96241,2.7794,-1.8153,-0.054736,57.77,,
652.16,71.503,12.285,-15.014,12.316,-9.8337,68.024,,
652.16,71.503,-10.083,6.4871,9.0399,-5.7614,111.88,,
653.16,71.045,-2.8114,4.1879,-2.4941,2.6403,82.947,,
653.16,71.045,-0.92036,3.0236,-2.4922,0.3733,57.953,,
653.16,71.045,-13.447,16.029,-15.035,12.718,69.305,,
653.16,71.045,8.657,-3.9254,-13.885,9.4649,98.694,,
654.16,71.136,-2.3842,2.3271,3.3975,-2.0477,83.496,,
654.16,71.136,1.4644,0.3246,-0.17183,-1.6954,57.953,,
654.16,71.136,9.9698,-7.4545,-7.2031,5.2133,72.876,,
654.16,71.136,-5.0293,8.0013,-9.7235,6.9909,70.587,,
655.16,71.503,-3.8823,5.2027,1.6881,-1.7898,84.229,,
655.16,71.503,0.9573,3.6463,-5.3029,0.22885,81.024,,
655.16,71.503,5.451,-0.59752,-14.381,10.197,71.869,,
655.16,71.503,-12.946,15.31,-11.768,9.409,72.327,,
656.16,72.144,0.44971,1.8624,-0.11176,-0.85805,97.595,,
656.16,72.144,1.0866,3.3344,-3.1785,-1.7447,80.383,,
656.16,72.144,4.6525,-3.051,-3.8432,2.3201,71.228,,
656.16,72.144,-6.54,9.3858,-8.8711,6.2039,71.869,,
657.16,72.51,-4.6871,4.1524,3.3377,-1.5665,99.243,,
657.16,72.51,-1.9214,-2.1611,12.596,-9.3498,69.946,,
657.16,72.51,13.763,-17.547,11.535,-7.7053,72.327,,
657.16,72.51,5.7697,-2.1512,-0.39241,-3.0381,76.721,,
658.16,72.876,0.8215,0.28104,-2.4559,2.1313,99.152,,
658.16,72.876,5.2281,-3.7981,-4.8456,3.2431,72.052,,
658.16,72.876,-13.106,14.659,-14.288,12.749,77.271,,
658.16,72.876,-5.802,12.216,-10.814,4.4487,72.052,,
659.16,72.968,0.87024,0.2396,-2.0345,1.718,98.694,,
659.16,72.968,4.8187,-3.3969,-4.2108,2.6293,72.327,,
659.16,72.968,9.0315,-9.2048,10.485,-10.469,78.369,,
659.16,72.968,-9.6676,14.813,-12.151,7.0796,72.51,,
660.16,73.151,-0.0076125,-0.023075,0.77548,0.025603,97.687,,
660.16,73.151,-0.12892,3.2687,1.0429,-4.0854,74.707,,
660.16,73.151,10.723,-7.8964,-6.4487,3.8623,71.96,,
660.16,73.151,-7.1661,10.126,-9.9021,7.1307,99.792,,
661.16,73.334,-0.26994,0.25938,-0.20881,0.98673,82.397,,
661.16,73.334,-1.1831,5.2847,-2.4291,-1.2686,74.249,,
661.16,73.334,-8.2564,10.597,-8.3108,6.0659,100.71,,
661.16,73.334,4.3827,-2.5758,-4.7602,3.0228,68.756,,
662.16,73.517,0.93496,-1.4669,2.3275,-1.0119,98.328,,
662.16,73.517,-2.0319,7.8931,-6.2714,0.61973,74.066,,
662.16,73.517,-15.256,22.973,-34.284,26.953,95.856,,
662.16,73.517,19.456,-20.465,4.3272,-3.3182,70.221,,
663.16,73.608,-1.6219,1.8274,-1.9941,2.5812,77.82,,
663.16,73.608,1.2677,3.0682,-1.0203,-2.8874,73.608,,
663.16,73.608,-12.468,17.643,-19.009,13.941,74.524,,
663.16,73.608,9.3348,-6.3055,-11.031,8.1654,69.031,,
664.16,74.066,1.1695,-0.11006,-0.69654,0.43543,96.954,,
664.16,74.066,4.4767,-3.9144,4.4904,-5.2596,77.82,,
664.16,74.066,19.453,-19.699,-2.686,2.9121,70.404,,
664.16,74.066,-20.979,33.199,-35.348,23.384,77.271,,
665.16,74.066,3.4764,-3.4731,1.6801,-0.92878,96.954,,
665.16,74.066,7.6398,-7.0246,-3.3677,2.6605,71.777,,
665.16,74.066,3.4168,-1.6707,0.91014,-2.7296,81.39,,
665.16,74.066,-29.309,43.14,-42.207,29.023,75.806,,
666.16,74.249,0.53875,-0.64497,2.1743,-1.3076,97.046,,
666.16,74.249,7.9419,-7.8762,6.4215,-6.5488,85.785,,
666.16,74.249,-12.024,17.79,-17.447,11.892,75.806,,
666.16,74.249,20.033,-20.105,-5.0872,5.4127,74.066,,
667.16,74.524,2.391,-2.9714,3.7353,-2.4088,97.687,,
667.16,74.524,5.8039,-5.1551,4.7338,-5.4745,86.06,,
667.16,74.524,15.626,-22.021,18.228,-12.073,68.939,,
667.16,74.524,-15.913,13.721,11.078,-9.1532,76.721,,
668.16,75.165,-5.9023,8.5877,-8.1751,6.9436,67.749,,
668.16,75.165,6.7969,-5.8758,4.6116,-5.4262,85.968,,
668.16,75.165,15.693,-21.757,18.219,-12.155,87.524,,
668.16,75.165,-13.883,11.518,12.588,-10.319,76.263,,
669.16,76.813,-0.38806,0.22733,2.5228,-1.617,68.115,,
669.16,76.813,4.0983,-2.6919,2.9385,-4.3803,87.708,,
669.16,76.813,14.426,-11.699,-12.601,10.283,75.897,,
669.16,76.813,-14.507,20.309,-16.857,11.201,66.284,,
670.16,79.102,-0.0077453,-0.67863,3.8791,-2.4765,68.024,,
670.16,79.102,13.738,-11.23,-10.636,8.6498,73.975,,
670.16,79.102,5.9005,-5.0667,4.5311,-5.4023,87.616,,
670.16,79.102,-15.548,21.867,-17.945,11.849,84.686,123.41,
671.16,81.482,0.21543,-0.81339,2.6376,-1.2936,67.841,,
671.16,81.482,4.3016,-2.4413,1.7372,-3.4904,91.644,,
671.16,81.482,-11.587,17.668,-18.497,12.584,61.615,,
671.16,81.482,8.0497,-5.1205,-16.514,13.858,66.467,,
672.16,83.221,3.4747,-3.5212,4.8345,-4.1974,67.932,,
672.16,83.221,3.5458,-2.4529,1.6065,-3.1627,67.017,,
672.16,83.221,-7.4822,13.533,-18.897,13.277,78.186,,
672.16,83.221,8.3557,-7.772,-2.4783,1.9527,44.037,,
673.16,84.32,0.84233,-0.44722,0.94899,-0.57577,67.566,,
673.16,84.32,3.9418,-1.7138,0.2169,-2.5409,67.566,,
673.16,84.32,-9.9631,13.954,-12.691,8.8833,48.248,,
673.16,84.32,-8.0818,4.4526,13.077,-9.6376,45.41,,
674.16,84.686,0.81096,-0.43565,0.55196,-0.15462,84.32,,
674.16,84.686,0.30252,2.6326,-3.3541,0.43451,50.354,,
674.16,84.686,7.9881,-7.0944,-1.6411,0.72236,53.925,,
674.16,84.686,-11.165,16.523,-23.252,18.333,70.77,,
675.16,84.686,1.2705,-0.96099,1.1127,-0.65814,84.778,,
675.16,84.686,1.0376,1.2907,-1.1199,-1.2313,52.826,,
675.16,84.686,9.4533,-10.297,6.7565,-6.1198,54.199,,
675.16,84.686,5.4072,-2.5989,-10.469,7.8091,51.819,,
676.16,84.32,2.537,-2.4901,0.77841,-0.088052,84.32,,
676.16,84.32,5.7817,-4.1538,-2.7358,0.92983,52.094,,
676.16,84.32,-0.19533,2.8542,-0.92571,-1.5831,54.474,,
676.16,84.32,-13.417,17.879,-18.226,14.079,48.431,,
677.16,83.496,0.99321,-1.5214,2.046,-0.7621,67.2,,
677.16,83.496,1.3696,1.895,-1.8062,-1.3291,55.939,,
677.16,83.496,-9.0257,10.973,-8.4779,6.6961,49.072,,
677.16,83.496,4.4748,-1.3626,-10.782,7.8644,50.537,,
678.16,82.214,2.4562,-2.5651,1.8782,-1.0221,67.2,,
678.16,82.214,1.8708,0.74516,-1.0509,-1.5485,53.833,,
678.16,82.214,-12.68,17.39,-16.283,12.085,83.954,,
678.16,82.214,6.4672,-4.1353,-8.5331,6.146,50.354,,
679.16,81.116,5.6833,-5.9525,4.6622,-3.7223,80.292,,
679.16,81.116,17.845,-21.211,14.172,-11.553,64.545,,
679.16,81.116,-1.2596,9.1935,-13.574,5.6231,86.243,,
679.16,81.116,-2.6542,2.1509,11.061,-10.792,51.453,,
680.16,80.017,0.71805,-1.0718,3.2139,-2.132,64.27,,
680.16,80.017,4.3689,-8.2622,11.274,-7.6189,85.693,,
680.16,80.017,-6.6905,7.0496,-1.1598,0.65176,107.3,,
680.16,80.017,-3.2875,-0.71901,-2.6384,6.8096,75.989,,
681.16,78.918,-0.11222,0.21329,0.57298,0.1007,63.354,,
681.16,78.918,0.47025,2.609,-1.0394,-1.9964,43.762,,
681.16,78.918,4.326,-1.4715,-8.2467,5.4809,106.75,,
681.16,78.918,14.731,-16.732,8.5492,-6.6076,87.25,105.1,
682.16,77.911,0.58544,-0.48474,1.2262,-0.55422,47.424,,
682.16,77.911,1.9671,-0.14262,-7.6068,5.88,95.49,,
682.16,77.911,6.6931,-0.40017,-1.2833,-5.0024,99.152,,
682.16,77.911,12.698,-15.352,8.301,-5.6887,88.074,,
683.16,77.179,-2.8046,5.6972,-6.3183,4.8376,45.959,,
683.16,77.179,-8.1506,11.244,-9.9258,6.6667,86.7,,
683.16,77.179,1.5077,0.78181,0.34243,-2.6832,62.347,,
683.16,77.179,6.7911,-5.24,-6.2232,4.6519,94.574,,
684.16,76.263,1.9796,-1.2698,-0.10727,0.1622,47.791,,
684.16,76.263,5.6295,-4.1635,-5.1862,3.6126,92.102,,
684.16,76.263,1.5004,1.0771,-0.31201,-2.3508,88.806,,
684.16,76.263,-7.0654,10.615,-11.256,7.8332,87.891,,
685.16,75.623,2.1207,-1.3136,-0.482,0.45057,51.178,,
685.16,75.623,0.94161,1.2797,-1.9352,-0.4386,44.861,,
685.16,75.623,5.7514,-5.4,-3.487,3.044,90.179,,
685.16,75.623,-5.8131,9.9219,-13.628,9.7276,47.424,,
686.16,75.165,2.0636,-1.6094,-0.24613,0.57292,50.629,,
686.16,75.165,6.137,-4.5814,-5.2339,3.5962,77.82,,
686.16,75.165,1.5037,0.15055,0.81934,-2.4894,48.065,,
686.16,75.165,-6.9119,11.879,-14.247,9.5451,47.15,,
687.16,74.89,2.6181,-2.8118,3.4305,-2.4699,52.643,,
687.16,74.89,1.0705,1.6982,0.65438,-3.6075,108.58,,
687.16,74.89,18.201,-22.833,10.391,-5.8884,87.891,,
687.16,74.89,-3.5409,-1.3605,11.963,-7.2028,55.115,,
688.16,75.165,0.54449,0.92682,-0.46882,-0.23102,68.573,,
688.16,75.165,3.0401,0.44817,2.162,-6.0674,110.32,,
688.16,75.165,-1.0022,4.6081,-10.262,6.6324,78.644,,
688.16,75.165,17.767,-20.826,7.4433,-4.3841,51.27,,
689.16,75.714,1.1176,-0.53429,2.0273,-1.843,65.369,,
689.16,75.714,0.71227,1.1669,1.3742,-3.5169,111.05,,
689.16,75.714,3.0619,0.14091,-8.48,5.4206,77.545,,
689.16,75.714,25.617,-31.095,14.317,-8.9861,49.896,,
690.16,76.63,-0.74024,1.891,0.69764,-1.0842,64.911,,
690.16,76.63,1.6871,-0.053716,1.9434,-3.8537,112.88,,
690.16,76.63,15.228,-18.063,6.647,-3.7488,81.757,,
690.16,76.63,-1.2939,-2.3412,9.2568,-5.7315,77.179,,
691.16,77.637,0.49335,0.42254,1.1204,-1.255,64.178,,
691.16,77.637,1.7613,-0.033921,1.5803,-3.5738,114.9,,
691.16,77.637,-0.71725,-2.5965,9.6282,-6.4399,77.362,,
691.16,77.637,16.614,-19.689,7.8546,-4.7752,82.031,,
692.16,78.827,0.36807,0.64729,1.1229,-1.3864,58.502,,
692.16,78.827,0.55728,1.2714,1.2528,-3.3794,115.91,,
692.16,78.827,0.093399,3.6465,-10.621,6.9929,77.82,,
692.16,78.827,16.51,-19.6,8.58,-5.5169,47.241,,
693.16,79.285,0.50207,0.40089,1.3614,-1.4885,57.404,,
693.16,79.285,2.0777,0.37374,0.55691,-3.2332,115.91,,
693.16,79.285,3.9132,-1.8389,-7.211,5.2765,77.82,,
693.16,79.285,33.704,-40.189,18.883,-12.472,82.947,,
694.16,79.376,-0.53461,1.6804,0.99683,-1.3987,71.136,,
694.16,79.376,3.1134,-1.5034,1.9306,-3.8465,115.63,,
694.16,79.376,4.0605,-1.6583,-7.742,5.488,79.193,,
694.16,79.376,34.804,-42.519,20.939,-13.228,83.771,,
695.16,79.559,-0.32584,1.3879,-0.29186,0.023184,70.953,,
695.16,79.559,2.5749,0.047206,0.81784,-3.5704,115.26,,
695.16,79.559,1.7969,0.88601,-9.0872,6.4479,79.834,,
695.16,79.559,40.545,-47.351,21.187,-14.402,89.63,,
696.16,79.926,-3.3531,4.645,1.4015,-1.9206,71.503,,
696.16,79.926,3.0611,0.77583,-11.867,8.2369,99.884,,
696.16,79.926,13.718,-7.6082,5.1624,-11.591,129,,
696.16,79.926,48.639,-58.878,29.119,-18.686,98.694,,
697.16,80.566,0.54351,-0.089399,8.0044,-7.2069,99.06,,
697.16,80.566,1.5861,0.45179,-7.9272,6.2527,101.26,,
697.16,80.566,0.22621,5.3368,0.57158,-6.4638,70.862,,
697.16,80.566,14.772,-16.331,7.8079,-6.262,73.7,,
698.16,81.39,0.35184,1.2092,-2.7256,1.919,100.89,,
698.16,81.39,-6.3044,8.1548,-11.412,9.4973,100.43,,
698.16,81.39,6.6848,-5.7498,-2.4,1.3317,105.1,,
698.16,81.39,1.4085,3.4311,-0.99337,-4.1483,71.228,,
699.16,82.947,0.84717,0.64732,-1.5808,0.83715,102.08,,
699.16,82.947,-1.1159,-3.933,3.6245,1.8058,71.411,,
699.16,82.947,6.9807,-5.7439,-2.2737,0.93756,105.38,,
699.16,82.947,-5.6237,6.8934,-12.068,10.845,101.81,,
700.16,84.32,1.5321,-1.0811,0.90869,-0.59164,104.55,,
700.16,84.32,-2.6699,0.7709,0.44424,1.5477,48.798,,
700.16,84.32,-3.0692,2.8297,4.392,-4.138,105.47,,
700.16,84.32,12.521,-16.005,19.192,-16.1,62.622,,
701.16,86.151,0.016611,1.0032,-1.9712,1.7513,106.2,,
701.16,86.151,3.8862,-2.5006,-6.1767,4.716,105.93,,
701.16,86.151,3.519,-0.81498,0.19145,-2.9583,49.805,,
701.16,86.151,-15.683,18.821,-19.126,16.04,65.002,,
702.16,87.982,-0.013695,0.22868,-1.0103,1.5708,93.292,,
702.16,87.982,-2.2326,-2.5147,1.3267,3.1287,48.798,,
702.16,87.982,-3.1035,5.2721,-9.7549,7.6242,67.108,,
702.16,87.982,5.4184,-4.2758,-1.736,0.51083,59.967,,
703.16,89.539,0.082086,0.32965,-0.50955,0.88866,92.468,,
703.16,89.539,-1.6106,-1.1453,1.7891,0.93029,47.974,,
703.16,89.539,5.0325,-4.0976,-2.4771,1.4978,58.777,,
703.16,89.539,-3.9094,5.5637,-10.096,8.535,62.531,,
704.16,90.271,-1.1918,0.11839,1.3364,0.40692,91.736,,
704.16,90.271,-3.8322,1.6914,0.39318,1.3454,95.306,,
704.16,90.271,4.138,-4.7358,-1.4221,1.9617,55.481,,
704.16,90.271,-3.3489,6.5591,-12.957,9.9612,81.207,,
705.16,90.179,-1.6103,1.879,-2.5237,3.0475,92.102,,
705.16,90.179,3.7298,-1.4079,0.028574,-2.149,93.933,121.86,
705.16,90.179,-8.3525,13.495,-24.082,18.966,58.868,,
705.16,90.179,4.1417,-3.8028,-3.8716,3.5253,56.488,,
706.16,89.722,0.15996,0.3005,-1.1165,1.4466,94.94,,
706.16,89.722,2.4686,0.18251,-2.2934,-0.2928,92.01,,
706.16,89.722,4.0288,-3.8464,-2.5132,2.234,89.081,,
706.16,89.722,-3.8575,5.8615,-9.7126,7.7697,56.671,,
707.16,89.264,0.61345,1.0162,-3.2648,2.4219,76.904,,
707.16,89.264,3.6496,-1.9907,1.2514,-3.0847,90.546,,
707.16,89.264,4.8265,-4.2204,-3.7918,3.0692,90.82,,
707.16,89.264,-9.2268,15.624,-22.787,16.388,55.206,,
708.16,89.081,-3.6834,4.0251,4.6544,-3.7464,75.714,,
708.16,89.081,1.79,0.43992,-1.5966,-0.75291,89.539,,
708.16,89.081,14.612,-13.696,-4.4589,4.1231,94.391,,
708.16,89.081,-3.7791,6.687,-12.444,9.7911,55.389,,
709.16,88.989,2.9504,-3.2644,4.7977,-3.7656,94.391,,
709.16,88.989,-12.9,18.152,-20.734,16.086,55.481,,
709.16,88.989,2.1788,0.83009,-1.8957,-1.2268,89.264,,
709.16,88.989,9.1302,-7.5896,-8.4361,6.975,105.74,,
710.16,88.623,-0.84187,0.84585,0.56189,0.21214,79.285,,
710.16,88.623,5.2853,0.014709,-0.75885,-4.4444,88.44,,
710.16,88.623,16.539,-13.278,-11.264,8.214,103.45,,
710.16,88.623,-3.6734,7.659,-14.162,10.261,55.481,,
711.16,87.891,0.0095796,-0.051051,-0.8686,0.12887,82.764,,
711.16,87.891,-0.61148,-3.1568,3.8127,-0.091088,87.433,,
711.16,87.891,-3.6688,6.7379,-13.342,10.369,57.037,,
711.16,87.891,-21.146,16.961,12.014,-7.9577,103.64,,
712.16,86.792,3.669,-3.0676,-0.51516,0.66728,89.813,,
712.16,86.792,4.0407,-1.1145,-10.761,7.7333,70.404,,
712.16,86.792,14.352,-15.198,6.554,-5.924,57.587,,
712.16,86.792,0.74601,2.894,-2.9872,-0.61152,88.165,,
713.16,85.144,3.1645,-3.8328,3.7314,-2.3311,89.264,,
713.16,85.144,13.11,-16.006,10.039,-7.4116,58.685,,
713.16,85.144,1.8683,1.2848,-1.2537,-1.9099,51.819,,
713.16,85.144,13.906,-8.015,-20.192,14.553,91.553,,
714.16,83.771,2.833,-3.0716,3.3675,-2.3936,89.722,,
714.16,83.771,11.459,-14.75,12.369,-9.335,60.242,,
714.16,83.771,2.7172,0.8359,-2.7302,-0.88088,53.925,,
714.16,83.771,16.928,-13.611,-14.8,11.656,90.454,,
715.16,82.306,2.2074,-4.4047,8.8685,-6.0513,90.179,,
715.16,82.306,14.223,-16.652,8.7654,-6.6746,61.157,,
715.16,82.306,16.825,-8.4239,-21.884,14.11,59.418,,
715.16,82.306,1.1636,2.3734,-1.1359,-2.4872,56.122,,
716.16,81.116,6.7187,-5.3319,-0.51843,-0.16729,89.996,,
716.16,81.116,13.555,-16.451,9.5329,-6.9428,67.291,,
716.16,81.116,1.2232,1.7255,-0.68185,-2.4806,57.037,,
716.16,81.116,-6.7176,2.7061,13.17,-9.0524,88.531,,
717.16,80.383,-2.1001,1.4965,3.3845,-2.0505,89.355,,
717.16,80.383,18.366,-10.499,-21.792,14.465,76.08,,
717.16,80.383,1.6741,1.4534,-1.5386,-1.6488,58.777,,
717.16,80.383,15.248,-19.087,13.714,-10.027,68.573,,
718.16,79.834,-0.20124,1.0222,-3.4267,3.3867,88.348,,
718.16,79.834,3.5825,0.14262,-12.44,8.5665,72.418,83.771,
718.16,79.834,7.5977,-1.2146,-1.6744,-4.47,60.333,,
718.16,79.834,38.333,-40.199,10.96,-9.1232,80.475,,
719.16,79.468,4.2576,-3.1538,-2.0156,1.6409,81.39,,
719.16,79.468,3.4285,-0.10116,-8.891,5.3464,72.235,,
719.16,79.468,16.682,-17.626,7.0846,-6.3333,100.25,,
719.16,79.468,-4.6195,10.084,-3.1952,-2.0011,60.242,,
720.16,79.193,1.935,-1.7426,-0.60947,1.1761,80.2,,
720.16,79.193,3.0576,-0.39982,-8.9871,6.2416,83.588,,
720.16,79.193,-0.56306,6.6254,-4.4391,-1.3218,76.447,,
720.16,79.193,13.115,-14.537,6.6671,-5.3799,98.694,,
721.16,79.102,3.339,-2.1537,-1.309,0.88634,78.461,,
721.16,79.102,4.2002,-1.3818,-7.8258,4.8123,83.954,,
721.16,79.102,2.5879,-0.32452,1.1581,-3.5043,98.145,,
721.16,79.102,34.315,-40.09,17.342,-11.847,78.003,,
722.16,79.01,1.5405,-0.42826,-1.0492,0.73136,77.454,,
722.16,79.01,-0.21371,2.4416,-0.52611,-1.8318,95.856,,
722.16,79.01,1.5752,1.3203,-9.2981,6.3871,83.862,,
722.16,79.01,31.177,-34.684,11.119,-7.8228,77.454,,
723.16,79.01,-1.833,1.7954,0.907,-0.090995,79.376,,
723.16,79.01,10.647,-10.881,2.2017,-1.9205,96.863,,
723.16,79.01,2.0549,2.2941,-2.9106,-1.2799,95.947,,
723.16,79.01,4.0898,-0.0044711,-13.294,9.6454,97.961,,
724.16,79.193,-2.4329,2.232,1.0005,-0.064259,80.841,,
724.16,79.193,8.7183,-9.4594,2.6612,-1.8029,70.862,,
724.16,79.193,1.5046,2.2046,-2.247,-1.1609,96.588,,
724.16,79.193,2.7886,0.34474,-10.397,7.7799,94.757,,
725.16,93.567,-0.76459,0.89354,1.2725,-0.66727,80.658,,
725.16,93.567,1.4439,-0.15655,0.059413,-1.472,96.313,,
725.16,93.567,3.2904,0.97338,-11.2,7.5846,76.355,,
725.16,93.567,8.4931,-9.4247,2.2275,-1.2844,98.419,,
726.16,94.025,-1.6704,2.4566,-2.3495,2.3621,93.201,,
726.16,94.025,-3.9974,2.0815,6.1192,-4.14,71.045,,
726.16,94.025,8.7451,-10.287,4.3214,-2.6889,99.426,,
726.16,94.025,4.7962,-1.5604,0.14376,-3.0531,98.145,,
727.16,94.849,-0.50158,0.5693,1.1098,-0.41639,68.939,,
727.16,94.849,-0.45288,1.3126,0.56029,-1.5414,43.762,123.23,
727.16,94.849,3.3214,-0.47106,-6.3419,3.9197,70.313,,
727.16,94.849,8.9721,-10.141,3.7565,-2.8381,98.785,,
728.16,95.398,-1.4257,1.5082,0.95384,-0.28836,69.305,,
728.16,95.398,1.7556,0.35459,-4.8733,3.1795,70.679,,
728.16,95.398,1.9833,0.36835,-0.41605,-2.0465,47.424,,
728.16,95.398,8.1673,-9.2651,3.0898,-2.035,99.792,,
729.16,76.447,-1.0914,1.3331,0.89004,-0.37843,68.481,,
729.16,76.447,2.9506,-0.89948,-5.4042,3.6885,70.77,,
729.16,76.447,2.3583,-0.035871,0.1686,-2.6623,49.347,,
729.16,76.447,7.6032,-8.892,3.1552,-1.8536,100.43,,
730.16,76.263,-0.092307,0.042688,1.5191,-0.73196,68.024,,
730.16,76.263,2.4093,-0.043574,-5.6961,3.6973,72.876,,
730.16,76.263,1.1462,1.4304,-0.4318,-2.2811,123.41,,
730.16,76.263,7.3468,-7.9474,1.7918,-1.2856,51.086,,
731.16,76.813,0.049079,-0.26078,2.0712,-1.1742,68.298,,
731.16,76.813,1.6514,0.40944,-4.6382,3.001,47.882,,
731.16,76.813,0.49629,1.2875,-0.92737,-0.94504,68.665,,
731.16,76.813,11.531,-13.228,5.4029,-4.0044,49.072,,
732.16,77.911,-0.21804,0.20377,1.3994,-0.63326,69.031,,
732.16,77.911,-2.5751,0.0093294,5.8185,-3.521,47.699,,
732.16,77.911,1.4143,0.48581,-0.34556,-1.6225,68.573,,
732.16,77.911,7.5146,-8.2183,2.5694,-1.9438,50.537,,
733.16,78.918,0.093884,-0.23481,1.9935,-1.1442,93.201,,
733.16,78.918,-0.9302,-0.99335,4.9532,-3.4084,87.158,,
733.16,78.918,-3.7165,7.6614,-3.4878,-0.47263,68.115,,
733.16,78.918,12.807,-11.925,1.8229,-2.8394,48.798,,
734.16,81.39,1.1409,-1.2888,2.6644,-1.918,93.292,,
734.16,81.39,1.352,-0.42389,0.3238,-1.6166,47.882,,
734.16,81.39,0.62274,2.0003,-6.126,4.0092,50.72,,
734.16,81.39,15.859,-17.013,3.8515,-3.0402,49.438,,
735.16,84.595,-0.33578,0.52875,1.2197,-0.65413,93.933,,
735.16,84.595,0.15137,1.6166,-0.2594,-1.6662,70.129,,
