Time(mS),ppg,LPF1,LPF2,LPF3,LPF4,Acc x(m/s2),Acc y(m/s2),Acc z(m/s2)
184700,-2017,27778,19973,10137,17071,0.0261247,-0.17478,-0.279491
184720,-2017,27804,19986,10131,17063,0.0129015,-0.0705426,-0.367873
184740,-2017,27845,20009,10139,17075,-0.0332413,0.0240047,-0.407296
184760,-2022,27903,20042,10162,17108,0.0896466,-0.174763,-0.530661
184780,-2022,27974,20085,10200,17160,-0.0696905,-0.194624,-0.346298
184800,-2017,28053,20133,10247,17222,-0.0194125,-0.14319,-0.165328
184820,-2018,28131,20182,10295,17285,0.0266093,0.0755217,0.184314
184840,-2022,28200,20227,10339,17341,-0.026867,0.136861,0.0952479
184860,-2022,28256,20264,10377,17389,0.0577731,-0.184054,-0.310487
184880,-2018,28299,20292,10410,17433,-0.0321228,-0.195933,-0.198501
184900,-2017,28326,20310,10437,17470,0.0371699,-0.0572889,-0.0871279
184920,-2022,28333,20315,10455,17494,0.0350459,0.226397,0.325343
184940,-2022,28317,20305,10459,17498,0.00952014,0.239452,0.54558
184960,-2017,28281,20284,10448,17483,0.0652197,-0.238729,-0.332609
184980,-2018,28227,20250,10423,17447,-0.210752,-0.236745,-0.488243
185000,-2022,28157,20207,10385,17392,0.0674815,0.056957,0.607294
185020,-2022,28078,20158,10336,17326,0.0106646,0.124759,0.570081
185040,-2018,27997,20106,10284,17255,-0.111887,0.200702,0.525069
185060,-2022,27918,20054,10229,17184,0.0473348,0.0247772,0.852032
185080,-2022,27846,20005,10175,17114,-0.0379767,-0.00032888,0.585581
185100,-2018,27785,19962,10125,17050,0.146405,0.120273,-0.0913701
185120,-2018,27740,19930,10082,16996,0.0344841,-0.0940363,0.0765409
185140,-2022,27714,19910,10049,16954,0.217716,-0.0318271,0.111044
185160,-2018,27707,19903,10027,16927,-0.162087,-0.0566362,0.451651
185180,-2017,27720,19908,10017,16916,-0.0238893,0.136812,1.49361
185200,1859,27747,19921,10017,16919,0.113896,0.0609163,1.4665
185220,2047,27785,19942,10025,16933,-0.309321,0.0743995,0.222972
185240,2047,27840,19972,10041,16960,0.199783,0.44163,1.33129
185260,2031,27889,20000,10061,16988,0.191718,-0.231563,0.267823
185280,2047,27940,20032,10086,17019,-0.114714,-0.595886,-0.811994
185300,2024,27990,20064,10113,17052,-0.381327,0.106208,0.500501
185320,2024,28037,20096,10143,17085,-0.271737,0.375315,1.39572
185340,2024,28079,20126,10171,17117,-0.128951,0.121565,0.347104
185360,2024,28114,20150,10197,17145,0.122869,-0.3212,-1.304
185380,2024,28139,20168,10219,17169,0.00414029,-0.0848395,-0.337347
185400,2024,28158,20181,10237,17189,-0.140428,0.0693765,-0.639525
185420,-2035,28171,20192,10255,17208,-0.207947,0.177274,-0.828211
185440,-2017,28182,20202,10273,17226,0.0727015,0.017957,-1.21873
185460,-2017,28191,20211,10291,17242,0.165168,-0.223224,-1.42688
185480,-2017,28198,20218,10307,17257,0.0564301,-0.183785,-1.35117
185500,-2017,28203,20224,10320,17270,0.218215,0.0204906,-1.30761
185520,-2017,28205,20227,10329,17281,0.0719411,0.170053,-0.986154
185540,-2017,28205,20228,10335,17289,0.0800962,-0.037092,-1.26352
185560,-2017,28202,20226,10337,17294,0.0432714,-0.185073,-1.35481
185580,-2022,28194,20222,10336,17294,0.00270612,-0.123095,-0.93185
185600,-2022,28182,20216,10329,17287,0.153897,0.0179953,-0.403368
185620,-2018,28166,20207,10317,17272,0.123142,0.0749964,-0.364934
185640,-2022,28146,20195,10300,17251,0.0797103,0.0615388,-0.520213
185660,-2017,28122,20182,10278,17225,-0.0803491,0.0165292,-0.0180248
185680,-2017,28095,20165,10252,17194,-0.100024,-0.00189619,0.0280749
185700,-2022,28063,20144,10222,17160,-0.0628278,0.169456,0.502282
185720,-2022,28027,20120,10188,17123,0.0205151,0.284587,0.76735
185740,-2018,27987,20092,10153,17084,0.039831,0.0831562,0.426559
185760,-2017,27946,20063,10118,17044,-0.0228895,-0.148865,0.211881
185780,-2022,27907,20036,10085,17007,-0.156629,0.0245786,0.468965
185800,-2022,27872,20011,10057,16975,-0.063412,0.277517,0.829585
185820,-2017,27843,19991,10035,16952,-0.0342955,0.298652,0.852281
185840,-2018,27819,19974,10019,16938,-0.00462138,0.135123,0.431844
185860,-2022,27798,19958,10008,16932,0.0550471,-0.0901058,0.271687
185880,-2022,27778,19943,10003,16933,-0.0223351,-0.0453856,0.38381
185900,1832,27761,19929,10002,16940,-0.0124816,0.161665,0.502696
185920,2047,27752,19922,10010,16955,-0.0517871,0.301991,0.720562
185940,2047,27753,19924,10027,16979,0.11241,0.122023,0.412173
185960,2031,27765,19936,10053,17013,0.0180789,-0.143296,-0.000385357
185980,2047,27789,19956,10087,17055,0.0343353,-0.119082,-0.184681
186000,2024,27820,19981,10124,17101,0.0660914,0.152567,0.43005
186020,2024,27856,20008,10162,17149,0.073642,0.0813799,0.370235
186040,2024,27896,20037,10201,17196,0.0418073,-0.1463,-0.268543
186060,2024,27941,20068,10239,17242,-0.0513649,-0.126721,0.115261
186080,2024,27992,20104,10279,17287,-0.0722662,-0.0204043,0.419986
186100,2024,28050,20145,10318,17330,-0.0631209,0.102748,0.385894
186120,2024,28110,20187,10355,17369,-0.041002,0.104658,0.300077
186140,-2022,28169,20226,10385,17401,0.0632741,-0.0538186,0.163084
186160,-1976,28221,20259,10406,17423,-0.00516976,-0.214827,0.00693699
186180,-2017,28263,20282,10418,17437,-0.108232,-0.299941,-0.415651
186200,-2017,28295,20297,10422,17442,-0.022298,0.0170965,-0.0853605
186220,-2022,28317,20306,10420,17441,-0.0357637,0.0901489,0.143675
186240,-2022,28329,20307,10412,17432,0.159113,-0.0961156,-0.162708
186260,-2017,28327,20301,10395,17412,0.0419956,-0.249898,-0.422125
186280,-2022,28311,20285,10369,17382,-0.0423347,-0.149572,-0.293975
186300,-2022,28282,20260,10335,17342,-0.0154943,0.178722,0.289938
186320,-2018,28242,20229,10297,17299,-0.0336248,0.0650388,-0.0292535
186340,-2021,28196,20194,10259,17257,0.122961,-0.142308,-0.415452
186360,-2022,28148,20159,10224,17217,-0.0138057,-0.0918823,0.0824607
186380,-2018,28101,20126,10192,17180,-0.0045596,-0.0321968,0.264991
186400,-2018,28054,20095,10161,17144,-0.0165418,0.141125,0.310641
186420,-2022,28008,20066,10132,17107,-0.0368607,0.141389,0.138573
186440,-2022,27964,20039,10103,17072,0.0230051,-0.0159188,0.0746012
186460,-2017,27925,20015,10077,17040,-0.0150509,-0.17702,0.0735145
186480,-2017,27892,19995,10058,17016,0.0184083,-0.110338,0.101693
186500,-2017,27868,19982,10047,17004,-0.037587,0.135643,0.412434
186520,-2018,27855,19974,10044,17002,-0.0701921,0.030906,0.193066
186540,-2017,27848,19971,10047,17008,0.0111951,-0.220553,-0.196521
186560,-2022,27844,19970,10052,17015,-0.0330749,-0.239798,-0.233866
186580,-2022,27840,19968,10055,17021,0.0556966,-0.131255,-0.168502
186600,1832,27834,19965,10058,17026,0.0227599,0.0858739,0.0249402
186620,2047,27827,19962,10061,17032,-0.0395387,0.0503523,-0.0636586
186640,2047,27821,19958,10067,17041,0.10083,-0.0933634,-0.262577
186660,2031,27817,19955,10076,17054,-0.0104626,-0.177184,-0.3021
186680,2047,27815,19955,10085,17068,0.0507841,-0.0076094,-0.000299648
186700,2024,27814,19955,10094,17081,0.0402131,0.290788,0.448056
186720,2024,27813,19956,10102,17092,-0.057519,0.187243,0.267938
186740,2024,27812,19957,10106,17096,0.0661672,-0.0626622,0.00901997
186760,2024,27811,19958,10107,17098,-0.0900951,-0.222386,-0.541872
186780,2024,27813,19960,10107,17099,-0.0313202,-0.0343944,-0.105423
186800,2024,27820,19965,10110,17103,0.0514936,0.194158,0.30409
186820,-2017,27833,19974,10114,17110,-0.00967808,0.132179,0.0279655
186840,-1974,27852,19986,10119,17119,-0.00649878,-0.0680055,-0.142418
186860,-2017,27876,20001,10126,17129,-0.155124,-0.158029,-0.105314
186880,-2017,27903,20018,10131,17139,-0.000428124,-0.0316245,0.103599
186900,-2018,27928,20033,10136,17146,0.0157371,0.0613833,-0.167609
186920,-2022,27951,20046,10138,17150,0.0340141,0.0860351,-0.419589
186940,-2022,27968,20056,10137,17151,0.0640851,-0.128868,-0.266631
186960,-2018,27982,20063,10136,17152,-0.0743138,-0.178816,-0.448151
186980,-2018,27995,20069,10136,17154,0.0243039,0.0215842,-0.323878
187000,-2022,28007,20075,10138,17158,0.105629,0.17614,0.0568445
187020,-2022,28017,20080,10142,17164,0.105869,0.0908643,-0.0812262
187040,-2018,28022,20081,10144,17168,0.0369942,-0.127331,-0.323603
187060,-2017,28021,20078,10145,17169,0.0272891,-0.108117,-0.309
187080,-2022,28012,20070,10142,17166,-0.0166998,0.0367023,-0.0830539
187100,-2022,27998,20059,10139,17162,0.0235165,0.136647,0.137334
187120,-2018,27982,20047,10137,17162,0.0118641,0.0203455,-0.111471
187140,-2021,27969,20037,10140,17167,-0.0272913,-0.183245,-0.328099
187160,-2022,27959,20028,10148,17178,-0.00584133,-0.185108,-0.146953
187180,-2021,27951,20021,10159,17194,-0.0234318,0.0281661,0.155659
187200,-2022,27942,20014,10169,17209,-0.106606,0.125944,0.145182
187220,-2022,27929,20005,10176,17220,-0.00809486,-0.0184618,0.0386903
187240,-2018,27912,19994,10181,17226,-0.0597069,-0.159259,-0.0455769
187260,-2018,27894,19983,10184,17229,-0.0611107,-0.0851051,-0.0535395
187280,-2022,27879,19976,10189,17235,0.0872909,0.104112,0.167202
187300,1835,27868,19973,10197,17243,-0.0172294,0.288613,0.590217
187320,2047,27861,19973,10205,17251,0.0899257,0.103364,0.305993
187340,2047,27854,19973,10212,17256,-0.0320309,-0.112362,-0.0938007
187360,2031,27844,19971,10212,17253,-0.0487155,-0.0101791,0.151168
187380,2047,27829,19967,10205,17240,0.0812473,0.193584,0.496835
187400,2024,27811,19960,10193,17219,0.00165385,0.220527,0.466143
187420,2024,27792,19952,10177,17196,0.0922935,0.0328465,0.108174
187440,2024,27775,19945,10162,17174,-0.0232002,-0.126952,0.182638
187460,2024,27762,19939,10148,17155,-0.0865148,-0.0348195,0.338564
187480,2024,27752,19934,10135,17139,0.018577,0.103287,0.436494
187500,2024,27742,19927,10121,17123,-0.000498421,0.131796,0.392737
187520,2024,27730,19918,10105,17105,0.0990806,-0.0663844,0.0985981
187540,-1974,27716,19908,10088,17087,-0.0424344,-0.151105,-0.0283788
187560,-1976,27702,19897,10072,17072,-0.0381096,-0.106314,-0.0928057
187580,-2018,27691,19889,10062,17062,0.00960367,0.0366002,0.209438
187600,-2017,27686,19886,10058,17061,-0.0805233,0.0629049,0.0847183
187620,-2017,27690,19887,10063,17070,-0.0240147,-0.0617774,-0.191737
187640,-2022,27700,19894,10074,17086,-0.119058,-0.206128,-0.2609
187660,-2022,27713,19903,10089,17106,-0.0715402,-0.20094,-0.457425
187680,-2017,27730,19916,10107,17127,0.0101804,0.0640311,-0.228434
187700,-2017,27750,19930,10127,17149,-0.0550196,0.149265,-0.185076
187720,-2022,27772,19947,10148,17171,0.0201349,-0.0184552,-0.551705
187740,-2022,27795,19964,10171,17193,-0.0481641,-0.274352,-1.05916
187760,-2018,27821,19984,10195,17216,0.0218516,-0.105609,-0.940428
187780,-2022,27848,20004,10219,17241,0.125039,0.205408,-0.329751
187800,-2022,27876,20023,10242,17264,0.0415325,0.10953,-0.465121
187820,-2017,27901,20040,10262,17283,-0.0111991,-0.100075,-0.745892
187840,-2018,27921,20054,10276,17295,-0.106267,-0.131307,-0.677993
187860,-2022,27934,20064,10283,17299,-0.0197724,0.0111843,-0.27649
187880,-2022,27942,20070,10285,17296,0.0857706,0.145346,-0.283632
187900,-2018,27943,20073,10282,17289,-0.0167913,0.18278,-0.14359
187920,-2018,27938,20071,10274,17278,0.0558608,0.0371821,-0.107167
187940,-2022,27929,20064,10263,17264,-0.0628721,-0.0921902,-0.181023
187960,-2022,27915,20055,10249,17247,-0.0130943,-0.0458883,-0.246405
187980,-2021,27899,20044,10232,17227,0.0538532,0.238016,0.283645
188000,-2018,27881,20033,10215,17206,0.0855306,0.246156,0.511012
188020,2047,27860,20020,10196,17180,0.0792524,-0.0391318,0.371766
188040,2047,27832,20003,10171,17148,0.00122548,-0.112926,0.102262
188060,2031,27799,19979,10143,17115,-0.0123546,-0.100684,0.20604
188080,2047,27761,19950,10115,17083,-0.0616707,0.152447,0.767146
188100,2024,27721,19918,10086,17053,0.110866,0.203948,0.924182
188120,2024,27682,19887,10059,17025,0.122367,-0.0343256,0.628259
188140,2024,27650,19860,10040,17005,-0.0433663,-0.0884359,0.476496
188160,2024,27625,19840,10027,16992,-0.00345734,-0.016042,0.769424
188180,2024,27602,19822,10018,16983,-0.0515147,0.267035,1.09466
188200,2024,27572,19798,10006,16975,-0.0190145,0.205764,1.18182
188220,-1976,27548,19776,9999,16975,0.0719272,-0.0601353,0.588603
188240,-1976,27529,19758,9999,16985,-0.225028,-0.0583168,0.465421
188260,-2017,27523,19752,10013,17012,0.00384678,0.0410946,0.790484
188280,-2017,27536,19764,10045,17060,0.0270009,0.172474,0.750726
188300,-2022,27570,19795,10095,17126,-0.0434439,-0.0100108,0.0806581
188320,-2022,27622,19842,10160,17205,-0.193158,-0.226143,-0.250468
188340,-2018,27685,19900,10232,17293,-0.210892,-0.231187,0.0323996
188360,-2022,27756,19964,10307,17383,0.0812235,-0.0894945,-0.217221
188380,-2022,27835,20031,10383,17472,-0.000674311,0.0984323,-0.555639
188400,-2018,27921,20105,10461,17562,0.0641323,0.0110871,-0.368173
188420,-2018,28018,20187,10541,17651,0.0160194,-0.271154,-0.914961
188440,-2022,28122,20275,10622,17734,-0.182542,-0.324771,-1.40272
188460,-2018,28225,20361,10692,17801,0.122999,-0.276492,-1.3104
188480,-2017,28314,20435,10741,17840,0.112611,0.033804,-0.838674
188500,-2017,28381,20487,10763,17848,0.0530551,0.125027,-0.549743
188520,-2017,28420,20512,10754,17821,0.159215,-0.067662,-0.864536
188540,-2018,28429,20510,10716,17760,0.0072036,-0.209577,-0.793677
188560,-2018,28409,20484,10653,17673,0.0491973,-0.177519,-0.768599
188580,-2022,28365,20440,10573,17566,0.00241438,0.108997,-0.418892
188600,-2022,28299,20377,10479,17445,0.0722223,0.104105,-0.0138074
188620,-2018,28208,20298,10372,17312,0.0616003,-0.0578499,0.0835475
188640,-2018,28098,20204,10256,17172,-0.0289212,-0.0639609,-0.038784
188660,-2022,27975,20101,10137,17034,0.0648792,0.127695,0.448281
188680,-2018,27848,19994,10022,16905,-0.0364915,0.262308,0.776357
188700,-2018,27725,19892,9920,16793,-0.0224216,0.0365363,0.372631
188720,-2022,27613,19801,9836,16702,-0.0430968,-0.0609588,0.48346
188740,1963,27521,19728,9774,16638,-0.0172344,0.0374629,0.801183
188760,2047,27453,19674,9736,16601,0.0237181,0.145324,0.922565
188780,2031,27407,19639,9718,16588,-0.0516363,0.246558,0.91618
188800,2047,27386,19623,9719,16595,0.0484087,0.161496,0.958959
188820,2024,27389,19623,9736,16621,-0.0043422,-0.054601,0.857999
188840,2024,27416,19641,9767,16661,-0.0533478,-0.0421432,0.722852
188860,2024,27464,19674,9809,16713,-0.0393289,0.143494,0.911721
188880,2024,27527,19718,9857,16770,-0.0850821,0.284268,1.18735
188900,-2017,27600,19770,9909,16827,0.0653058,0.0233753,0.725627
188920,-1960,27678,19824,9958,16882,-0.0208501,-0.173371,0.0426915
188940,-2017,27757,19880,10004,16931,-0.0631137,-0.0690131,0.0278449
188960,-2018,27835,19934,10045,16976,-0.0751041,0.105311,0.231853
188980,-2018,27912,19987,10083,17017,-0.148077,0.164044,0.157157
189000,-2022,27987,20037,10118,17055,0.00755825,-0.0904104,-0.326231
189020,-2022,28059,20085,10150,17089,-0.0421655,-0.26564,-0.687983
189040,-2018,28124,20129,10178,17118,-0.0382884,-0.241403,-0.697774
189060,-2018,28178,20165,10200,17140,-0.0344351,-0.0572511,-0.916505
189080,-2022,28221,20194,10215,17155,-0.0471861,0.0704445,-0.746969
189100,-2022,28253,20213,10224,17164,0.0870041,-0.178501,-1.2618
189120,-2018,28274,20225,10228,17169,0.0120717,-0.231069,-1.2183
189140,-2018,28286,20232,10231,17173,0.0931891,-0.200048,-1.17817
189160,-2022,28294,20235,10235,17179,0.14828,-0.0465065,-1.15907
189180,-2022,28297,20236,10239,17187,0.00362008,0.147754,-0.663367
189200,-2018,28294,20233,10242,17191,0.11251,-0.118621,-0.878198
189220,-2021,28283,20227,10242,17191,-0.0156492,-0.17855,-0.860555
189240,-2022,28266,20217,10237,17185,0.0234516,-0.0638415,-0.595372
189260,-2018,28246,20205,10230,17176,0.0639066,0.15115,-0.15673
189280,-2022,28226,20193,10223,17168,-0.00748669,0.183568,0.220111
189300,-2022,28208,20184,10219,17163,0.037909,-0.0397268,-0.00423047
189320,-2018,28196,20178,10218,17162,-0.091898,-0.0857488,-0.0519407
189340,-2018,28190,20176,10222,17166,0.0551634,-0.0914039,0.116653
189360,-2022,28188,20178,10227,17171,0.0382068,0.158008,0.501525
189380,-2022,28190,20181,10233,17176,0.00490476,0.239852,0.776277
189400,1839,28192,20185,10238,17179,0.017493,0.00168002,0.360551
189420,2047,28195,20188,10241,17183,-0.109475,-0.0954941,0.40712
189440,2047,28200,20192,10246,17190,-0.0197288,-0.0255914,0.733568
189460,2031,28207,20196,10252,17201,0.0439562,0.15576,0.866061
189480,2047,28215,20200,10262,17214,-0.0315986,0.2079,0.818552
189500,2024,28224,20204,10274,17231,0.0208657,0.0346549,0.587832
189520,2024,28233,20210,10288,17248,-0.0372568,-0.05966,0.424019
189540,2024,28241,20214,10300,17263,0.0339727,-0.00716984,0.268463
189560,2024,28245,20216,10309,17273,0.112304,0.174819,0.480567
189580,2024,28244,20214,10313,17276,0.004872,0.168965,0.597537
189600,-2017,28238,20210,10311,17273,0.0595907,-0.0498559,0.259417
189620,-1960,28229,20203,10307,17266,-0.0445608,-0.121942,0.0388025
189640,-2017,28218,20196,10300,17256,0.00235569,-0.012373,0.110776
189660,-2022,28206,20187,10292,17244,0.00964567,0.230386,0.467049
189680,-2017,28192,20178,10281,17228,-0.0207628,0.139388,0.216453
189700,-2021,28173,20164,10261,17201,-0.00366062,-0.160582,-0.3612
189720,-2022,28153,20150,10239,17172,-0.0934826,-0.208457,-0.391044
189740,-2022,28130,20134,10211,17138,-0.0596153,-0.00316099,-0.172586
189760,-2018,28104,20115,10180,17101,-0.0470728,0.215104,0.0201124
189780,-2017,28077,20094,10149,17067,-0.0724588,0.0809909,-0.270038
189800,-2022,28051,20075,10121,17038,-0.00609069,-0.185219,-0.573168
189820,-2022,28028,20057,10097,17014,-0.0535166,-0.242602,-0.800287
189840,-2018,28007,20041,10077,16994,-0.0222455,-0.100351,-0.814786
189860,-2021,27988,20027,10059,16977,0.0415211,0.180949,-0.329332
189880,-2022,27971,20015,10044,16963,0.026392,0.0719436,-0.395789
189900,-2018,27956,20005,10032,16954,0.0336347,-0.160321,-0.69466
189920,-2017,27942,19996,10024,16949,0.00248744,-0.175488,-0.81049
189940,-2022,27930,19988,10021,16951,0.0399898,-0.0730563,-0.625563
189960,-2022,27922,19983,10023,16959,0.0576919,0.14857,-0.173619
189980,-2018,27916,19980,10029,16971,0.0364427,0.170515,-0.0708159
190000,-2018,27913,19979,10037,16985,0.0312441,-0.00188077,-0.193221
190020,-2022,27911,19981,10046,16998,0.00658076,-0.108371,-0.327044
190040,-2022,27911,19983,10054,17009,0.0292077,0.0460859,-0.000888622
190060,-2018,27909,19984,10060,17017,0.0181909,0.293898,0.408684
190080,1857,27905,19983,10064,17022,0.031042,0.150002,0.196092
190100,2047,27899,19981,10065,17022,-0.0157876,-0.022638,0.145548
190120,2047,27894,19979,10063,17019,-0.0884707,0.012911,0.276481
190140,2031,27889,19977,10059,17011,0.0326058,0.117419,0.463155
190160,2047,27881,19973,10050,16997,-0.0150102,0.176478,0.627212
190180,2024,27872,19967,10037,16976,-0.00504062,0.003656,0.292907
190200,2024,27859,19959,10021,16952,-0.0630753,-0.150559,0.235867
190220,2024,27845,19949,10002,16925,-0.0125095,-0.206934,0.196716
190240,2024,27829,19936,9982,16897,0.0475017,-0.0976354,0.196576
190260,2024,27810,19923,9961,16869,0.0360352,0.0920825,0.428897
190280,2024,27792,19908,9939,16842,0.0485511,0.0527924,0.399297
190300,2024,27774,19895,9920,16819,0.104682,-0.253873,-0.0892986
190320,-2017,27757,19882,9904,16801,0.0105959,-0.165526,-0.263453
190340,-1993,27742,19870,9892,16790,0.138861,0.275627,0.849827
190360,-2017,27730,19861,9885,16784,0.0141157,0.25408,1.01711
190380,-2022,27720,19854,9881,16784,-0.112114,0.0168529,0.697183
190400,-2022,27715,19851,9882,16790,0.00148578,-0.102057,-0.106483
190420,-2018,27714,19852,9887,16799,-0.271785,-0.186232,-0.0558669
190440,-2017,27717,19856,9895,16812,0.105454,-0.0797805,0.176303
190460,-2017,27726,19864,9907,16829,-0.0480015,0.167472,0.305651
190480,-2017,27741,19877,9923,16850,-0.0994964,0.214396,0.593415
190500,-2021,27763,19895,9944,16875,-0.152236,-0.175127,-0.130693
190520,-2022,27793,19918,9968,16905,-0.196333,-0.26632,-0.0291931
190540,-2018,27829,19946,9997,16938,0.271657,-0.0100067,-0.311978
190560,-2018,27870,19976,10027,16972,-0.0127005,0.152355,-0.486563
190580,-2022,27916,20009,10058,17006,0.071828,-0.00308962,-0.191671
190600,-2022,27965,20043,10091,17043,0.0430624,-0.168367,-0.227204
190620,-2018,28019,20080,10126,17085,-0.0998774,-0.177063,-0.665689
190640,-2017,28077,20119,10165,17132,0.0967213,-0.0211392,-0.127016
190660,-2022,28137,20159,10206,17182,0.12469,0.135124,0.329883
190680,-2022,28196,20198,10249,17234,-0.0358199,-0.0485174,0.174302
190700,-2018,28251,20234,10289,17283,-0.0218102,-0.212039,-0.19204
190720,-2018,28297,20263,10323,17325,-0.0552008,-0.128278,-0.199011
190740,-2022,28331,20284,10349,17357,-0.066116,0.027481,0.197678
190760,1832,28352,20296,10367,17379,-0.0337107,0.162443,0.213201
190780,2047,28359,20300,10377,17393,-0.0257807,-0.0557649,0.0365643
190800,2047,28353,20294,10378,17395,0.0159467,-0.150722,-0.200409
190820,2031,28333,20279,10370,17386,-0.0521936,-0.0993023,-0.216104
190840,2047,28297,20254,10350,17362,-0.0586021,0.170114,0.0629523
190860,2024,28245,20217,10317,17320,-0.0286321,0.286109,0.461069
190880,2024,28179,20172,10272,17264,0.0110917,-0.0404462,-0.0748452
190900,2024,28103,20121,10218,17198,-0.0551217,-0.112819,-0.407087
190920,2024,28022,20066,10159,17125,0.0654692,-0.0331944,-0.197656
190940,2024,27940,20010,10099,17052,0.0778827,0.0841819,-0.151409
190960,2024,27862,19955,10040,16982,-0.055333,0.0963757,-0.145099
190980,2024,27790,19905,9986,16919,0.0469224,-0.0961719,-0.222005
191000,-2017,27729,19862,9939,16865,-0.0998694,-0.142529,-0.325287
191020,-1976,27681,19828,9901,16823,-0.00598369,-0.163212,-0.328791
191040,-2017,27648,19804,9876,16796,0.125372,-0.0123296,-0.174437
191060,-2017,27632,19791,9865,16788,-0.0382104,-0.00163727,-0.329018
191080,-2022,27633,19790,9869,16799,0.0660184,-0.125844,-0.24463
191100,-2022,27650,19798,9887,16826,-0.0194879,-0.191234,-0.438202
191120,-2018,27680,19815,9917,16868,-0.0078943,-0.138699,-0.599291
191140,-2021,27719,19838,9957,16920,0.0584778,0.085814,-0.0286742
191160,-2022,27765,19868,10003,16979,0.0460654,0.150332,0.182816
191180,-2022,27828,19910,10065,17056,-0.00411021,-0.0988332,-0.23351
191200,-2017,27883,19947,10119,17121,-0.0415169,-0.138532,-0.56508
191220,-2018,27935,19983,10171,17182,0.00325408,0.0797824,-0.0493931
191240,-2022,27980,20014,10216,17235,-0.0199105,0.230483,0.143762
191260,-2022,28015,20038,10252,17275,-0.0794792,0.198914,0.0498194
191280,-2018,28038,20055,10275,17299,0.0662497,0.146449,0.343276
191300,-2018,28048,20065,10286,17306,-0.0931539,-0.130948,-0.259274
191320,-2022,28046,20066,10285,17299,-0.0896937,-0.0332837,-0.457963
191340,-2017,28033,20061,10273,17280,0.138591,0.37819,0.675469
191360,-2018,28012,20049,10252,17251,-0.00746214,0.267996,0.495596
191380,-2022,27983,20030,10223,17214,0.00753738,-0.0711858,0.0487017
191400,-2017,27946,20006,10188,17170,-0.0962841,-0.20041,-0.145869
191420,-2017,27902,19977,10147,17122,0.00452787,0.112362,0.285409
191440,-2017,27855,19945,10104,17070,0.0891148,0.205929,0.275065
191460,-2017,27809,19914,10062,17022,0.156679,-0.0307224,0.0352688
191480,-2017,27769,19888,10028,16984,0.127982,0.0289213,0.247131
191500,1920,27740,19868,10004,16958,-0.092903,-0.0219246,0.156576
191520,2047,27722,19855,9991,16946,-0.0327975,0.0591041,0.494534
191540,2047,27715,19849,9987,16945,0.0401441,0.148344,0.663095
191560,2031,27715,19848,9989,16951,-0.0120081,0.0478542,0.456839
191580,2047,27724,19854,9998,16964,0.0257374,-0.0911543,0.447522
191600,2024,27744,19868,10016,16986,-0.0973049,-0.195413,0.136551
191620,2024,27777,19894,10044,17020,-0.0780571,-0.0955664,0.165706
191640,2024,27825,19931,10083,17066,-0.0493732,0.13873,0.374477
191660,2024,27879,19972,10126,17116,-0.0687559,0.0429994,0.233975
191680,2024,27932,20011,10166,17162,-0.0119258,-0.184447,-0.0540538
191700,2024,27976,20043,10197,17198,-0.0238671,-0.238145,-0.371789
191720,-1995,28005,20064,10215,17219,0.112452,-0.136444,-0.413455
191740,-2017,28019,20076,10222,17228,0.00743956,0.0639183,-0.201373
191760,-2017,28026,20082,10224,17232,-0.0580222,-0.0163697,-0.316536
191780,-2017,28028,20086,10227,17237,0.0566664,-0.207199,-0.472269
191800,-2022,28022,20085,10226,17237,-0.0157243,-0.15658,-0.631344
191820,-2022,28000,20070,10212,17222,0.130521,0.0185125,-0.299685
191840,-2017,27953,20036,10179,17185,0.0836655,0.164557,0.0207764
191860,-2018,27882,19983,10129,17130,0.0170921,0.0497077,-0.0893823
191880,-2022,27796,19918,10068,17064,0.0425267,-0.17724,-0.458803
191900,-2022,27708,19854,10012,17004,-0.0148251,-0.140163,-0.483409
191920,-2018,27634,19801,9971,16961,0.096444,0.111746,-0.0568161
191940,-2018,27580,19767,9951,16941,-0.0150205,0.285654,0.275313
191960,-2022,27546,19749,9949,16938,0.0573143,0.084955,0.194295
191980,-2022,27528,19744,9954,16943,-0.0372163,-0.161498,0.000862092
192000,-2017,27521,19745,9961,16948,-0.112683,-0.12215,-0.122559
192020,-2022,27527,19754,9971,16957,-0.00462229,0.0812678,0.236304
192040,-2022,27555,19777,9994,16982,-0.0671916,0.212718,0.456942
192060,-2018,27613,19822,10039,17033,0.0446813,0.0580832,0.164429
192080,-2018,27701,19890,10107,17109,0.0302272,-0.112369,-0.0629666
192100,-2022,27810,19972,10185,17195,-0.0260751,-0.0994376,-0.00861922
192120,-2018,27922,20055,10258,17273,0.0211566,0.0646304,0.166471
192140,-2018,28022,20125,10312,17328,-0.076051,0.166797,0.241837
192160,-2022,28098,20174,10340,17353,0.0143853,0.0385229,0.190583
192180,-2022,28146,20199,10343,17351,0.0210067,-0.1199,-0.0765866
192200,1839,28167,20202,10327,17330,0.0320035,-0.112136,-0.13278
192220,2047,28165,20188,10300,17298,0.141801,0.0957414,0.180809
192240,2047,28141,20161,10263,17254,-0.0267827,0.205375,0.38388
192260,2031,28092,20118,10213,17192,0.0645834,-0.0754474,0.0590888
192280,2047,28018,20060,10147,17110,-0.0309099,-0.173194,-0.0707011
192300,2024,27921,19986,10065,17009,0.044475,-0.1139,0.131413
