Time(mS),ppg,LPF1,LPF2,LPF3,LPF4,Acc x(m/s2),Acc y(m/s2),Acc z(m/s2)
0,-1976,23310,15047,7497,17167,0.0516378,-0.131347,-0.14231
20,-2017,23316,15057,7502,17164,-0.0694328,0.0574964,0.23177
40,-2017,23318,15064,7503,17156,0.170952,0.0803372,0.114865
60,-2017,23319,15068,7502,17146,0.0430159,-0.0155901,-0.930974
80,-2017,23318,15072,7501,17133,0.125625,0.198274,-0.18101
100,-2017,23318,15076,7498,17116,0.00720776,-0.11216,-0.390941
120,-2017,23316,15079,7492,17092,-0.07973,0.0740926,-0.847899
140,-2022,23312,15081,7482,17063,-0.0735618,0.0585065,-0.279124
160,-2018,23306,15082,7469,17029,-0.26481,0.199782,0.238937
180,-2022,23300,15082,7454,16993,0.369971,0.56182,0.901281
200,-2017,23294,15082,7438,16955,0.183707,0.167938,0.435005
220,-2017,23290,15084,7423,16917,-0.0389732,0.0354081,0.484053
240,-2022,23288,15088,7408,16879,0.215061,0.286368,0.767538
260,-2018,23287,15094,7393,16838,-0.0239724,0.599898,1.25299
280,-2022,23286,15101,7376,16795,0.212808,0.0767273,0.97021
300,-2018,23284,15108,7358,16749,-0.0313821,-0.828513,-1.0946
320,-2022,23281,15115,7338,16700,-0.04518,-0.475225,-0.413497
340,-2022,23277,15121,7317,16650,0.093628,-0.269405,-0.338327
360,-2017,23275,15128,7296,16601,0.161182,-0.629739,-2.03753
380,-2022,23276,15138,7278,16552,0.125523,-0.580063,-2.59554
400,-2017,23279,15151,7262,16503,-0.405323,-0.0530828,-0.994994
420,-2022,23285,15167,7247,16452,-0.111541,0.833451,0.954384
440,-2018,23294,15188,7228,16387,-0.39491,1.10857,1.28882
460,1835,23302,15207,7210,16329,-0.220533,0.610029,1.45958
480,2031,23311,15227,7193,16270,0.425122,0.135498,1.28404
500,2047,23324,15250,7177,16214,-0.391039,0.313825,0.852058
520,2031,23341,15276,7164,16163,0.0369344,0.0169053,0.541166
540,2047,23364,15305,7156,16117,0.208469,-1.1589,-0.809052
560,2024,23391,15339,7151,16075,-0.403106,-1.0819,-0.684045
580,2024,23423,15376,7149,16037,0.0890987,-0.184676,0.262808
600,2024,23458,15415,7149,16003,0.146233,-0.130883,-0.753063
620,2024,23495,15456,7150,15973,0.0490067,-0.603893,-2.15666
640,2024,23534,15497,7153,15949,0.362281,-0.161315,-1.70254
660,2024,23576,15539,7157,15929,0.221583,0.286795,-1.47588
680,2024,23618,15581,7164,15913,0.162209,0.87956,-0.625067
700,2024,23662,15623,7172,15900,-0.0300063,0.963849,0.643882
720,-2017,23703,15664,7179,15887,-0.0266384,0.539024,1.79234
740,-1960,23742,15702,7184,15872,0.0491344,0.130453,1.21558
760,-2017,23775,15736,7185,15853,-0.0284124,-0.19713,0.328894
780,-2017,23803,15763,7183,15833,-0.106535,-0.626638,-0.00695289
800,-2018,23825,15786,7178,15812,-0.481732,-0.735891,-0.484353
820,-2022,23843,15804,7172,15792,-0.131017,-0.19463,0.52562
840,-2018,23858,15818,7167,15773,0.374613,-0.175686,0.476391
860,-2022,23870,15829,7162,15756,-0.208298,-0.438069,-1.05147
880,-2018,23878,15837,7158,15739,-0.0579325,0.171079,0.484444
900,-2022,23882,15842,7153,15723,0.0813113,0.46087,1.52444
920,-2017,23884,15844,7148,15711,-0.0775668,0.412323,0.753108
940,-2022,23883,15844,7144,15702,0.11978,0.26439,0.4853
960,-2022,23881,15841,7141,15698,-0.379621,-0.448751,0.615345
980,-2018,23879,15837,7141,15698,0.0163377,-0.522426,0.228964
1000,-2022,23876,15834,7143,15703,-0.00349719,-0.348114,-0.516795
1020,-2017,23872,15831,7146,15711,-0.219155,-0.490888,-1.08989
1040,-2017,23867,15826,7149,15721,-0.0111273,-0.168771,-0.142764
1060,-2017,23860,15821,7152,15732,0.0307144,0.229918,1.10903
1080,-2017,23850,15812,7154,15745,0.20693,-0.0454847,-0.0234984
1100,-2017,23839,15802,7156,15761,-0.0195375,-0.197393,-1.99957
1120,-2018,23828,15792,7159,15782,0.137312,0.413865,-0.132269
1140,-2022,23819,15782,7168,15809,0.0936552,0.522446,0.70772
1160,-2022,23814,15776,7182,15843,0.05551,0.207974,-0.358619
1180,-2018,23813,15771,7200,15881,-0.02277,0.0745333,-0.711346
1200,-2022,23814,15769,7220,15922,-0.259329,-0.333054,-0.00415178
1220,1857,23819,15768,7244,15966,-0.102169,-0.269893,0.688055
1240,2047,23827,15770,7270,16013,-0.0245635,0.252331,-0.383749
1260,2047,23840,15774,7299,16064,0.117084,0.426502,-0.100603
1280,2031,23860,15783,7334,16119,-0.0716169,-0.146381,-0.340079
1300,2047,23885,15795,7371,16176,-0.26593,-0.194817,-0.181514
1320,2024,23912,15811,7408,16230,0.131029,-0.0294802,-0.083711
1340,2024,23940,15827,7442,16277,-0.0939493,0.198398,-0.0825705
1360,2024,23968,15845,7472,16317,0.224803,0.217094,1.01989
1380,2024,23995,15862,7498,16350,-0.0487402,0.0563452,-0.373271
1400,2024,24018,15876,7518,16373,0.000840378,0.0204205,-0.308483
1420,2024,24035,15887,7530,16386,0.100846,-0.1814,0.065517
1440,2024,24045,15892,7534,16388,0.273461,0.338197,0.506377
1460,-2017,24046,15892,7527,16375,-0.136934,0.344605,1.43616
1480,-1960,24036,15884,7507,16345,0.00410001,0.0796616,1.15426
1500,-2017,24012,15868,7475,16296,0.209,-0.0494907,0.818492
1520,-2022,23975,15842,7429,16230,0.0785902,-0.904685,-0.372712
1540,-2022,23925,15808,7372,16149,-0.110969,-0.623312,-0.460944
1560,-2017,23867,15766,7306,16059,-0.0159226,0.0644061,-0.0131482
1580,-2022,23804,15720,7237,15966,-0.294695,0.144272,0.779474
1600,-2018,23739,15674,7167,15873,0.162252,-0.0939455,0.331763
1620,-2022,23672,15626,7097,15779,0.141153,-0.219447,-0.43503
1640,-2022,23603,15577,7027,15687,-0.215442,-0.378658,-0.123301
1660,-2022,23534,15528,6957,15598,0.0463673,-0.388078,0.215799
1680,-2017,23465,15478,6891,15516,-0.369506,0.0827237,0.106289
1700,-2018,23399,15430,6831,15444,-0.187299,0.219407,0.335652
1720,-2022,23340,15386,6780,15386,0.224219,-0.22636,0.465303
1740,-2018,23293,15351,6744,15346,-0.206245,-0.107881,0.985227
1760,-2022,23260,15327,6722,15325,0.306313,-0.437442,-0.157184
1780,-2017,23240,15312,6714,15321,-0.0393761,-0.437588,-1.46331
1800,-2018,23233,15308,6719,15332,-0.123726,-0.0295765,-0.863244
1820,-2022,23240,15314,6737,15358,0.0756945,0.108118,-0.539643
1840,-2018,23261,15329,6767,15399,0.346805,0.135009,-0.385329
1860,-2022,23297,15354,6810,15455,0.0830634,-0.207864,-1.04844
1880,-2018,23351,15393,6867,15528,0.129808,-0.399908,-0.718687
1900,-2018,23424,15445,6940,15617,-0.00508369,0.0411875,-0.215897
1920,-2022,23534,15524,7044,15743,-0.076429,0.085061,-0.877469
1940,1960,23639,15601,7140,15858,0.0125686,0.00302783,-0.515238
1960,2047,23749,15682,7238,15976,-0.257743,0.111239,0.181263
1980,2031,23859,15762,7333,16090,-0.0713904,0.134965,0.700215
2000,2047,23962,15838,7421,16195,0.271762,-0.328933,-0.218535
2020,2047,24056,15907,7501,16290,-0.227734,-0.226807,-0.774327
2040,2024,24137,15969,7570,16371,-0.0728658,0.327558,0.699582
2060,2024,24202,16019,7624,16434,0.0735701,-0.164364,-0.494262
2080,2024,24247,16056,7661,16474,-0.305661,-0.297677,-1.61188
2100,2024,24270,16078,7678,16491,0.0571349,0.577041,1.18519
2120,2024,24271,16084,7676,16485,0.254076,0.431395,1.90582
2140,-1960,24249,16072,7656,16457,-0.0872032,-0.346293,-0.0200269
2160,-1958,24208,16046,7620,16409,-0.0411762,-0.247476,-0.375923
2180,-2017,24150,16008,7571,16345,-0.100796,0.0265718,0.769184
2200,-2017,24081,15960,7512,16269,0.00597814,-0.101247,0.19932
2220,-2017,24002,15906,7446,16184,-0.0960588,-0.193342,0.134143
2240,-2017,23917,15847,7375,16093,-0.0718494,-0.287167,-0.0338237
2260,-2017,23831,15786,7301,16001,0.122041,0.09568,0.303436
2280,-2017,23746,15725,7229,15911,-0.0214741,0.000575814,-0.357761
2300,-2017,23665,15666,7161,15827,0.217798,-0.38196,-2.15823
2320,-2017,23592,15612,7099,15750,-0.0668555,0.697879,0.205495
2340,-2017,23524,15562,7043,15679,0.0304228,1.18157,2.24906
2360,-2017,23463,15517,6989,15612,-0.0224341,0.115471,0.638537
2380,-2017,23407,15477,6939,15549,-0.0600132,-0.516408,-0.511941
2400,-2017,23358,15442,6893,15491,0.224114,-0.0948978,0.437426
2420,-2017,23318,15414,6854,15442,-0.100073,0.044919,-0.041389
2440,-2017,23289,15393,6824,15403,-0.259551,0.0983773,-0.0949811
2460,-2017,23272,15381,6805,15374,0.0297946,0.217284,0.569044
2480,-2017,23268,15379,6794,15356,-0.019224,0.0272175,0.248949
2500,-2017,23277,15386,6793,15347,-0.253256,-0.0941975,-0.192632
2520,-2017,23295,15400,6799,15347,-0.0556833,-0.130536,-0.527928
2540,-2017,23320,15419,6809,15351,-0.0594679,0.555745,0.102366
2560,-2017,23348,15440,6821,15359,-0.0341257,0.639201,0.334219
2580,-2017,23380,15464,6838,15371,0.0831545,0.117302,-0.178305
2600,-2017,23415,15491,6858,15389,-0.180121,-0.0379951,-0.797135
2620,-2022,23455,15521,6883,15412,-0.13414,-0.0803681,-0.383706
2640,1963,23498,15553,6911,15438,0.104753,-0.0355873,0.135733
2660,2047,23543,15587,6940,15466,0.0191002,-0.123551,-0.370135
2680,2031,23586,15621,6969,15493,-0.00278178,-0.0533701,-0.216396
2700,2047,23627,15652,6996,15519,0.063009,0.0400737,-0.0739662
2720,2047,23662,15680,7020,15542,0.00656726,0.0943563,-0.135367
2740,2024,23692,15703,7041,15564,0.292129,-0.0636837,-0.810349
2760,2024,23718,15724,7060,15585,0.0775509,-0.0675153,-1.02887
2780,2024,23741,15741,7078,15607,-0.0354376,0.146358,0.00098475
2800,2024,23761,15757,7096,15628,0.193636,0.0536269,0.278858
2820,2024,23777,15770,7111,15648,-0.0416392,-0.274265,-0.672755
2840,2024,23789,15781,7125,15666,-0.0703126,-0.312817,-0.908262
2860,2024,23794,15786,7135,15681,0.0164007,0.0792531,0.271596
2880,-1976,23793,15787,7142,15693,-0.0330138,0.134812,0.513127
2900,-1976,23785,15783,7143,15700,0.0933781,-0.0216529,0.389988
2920,-2018,23773,15775,7140,15703,0.0802574,0.0726806,0.169872
2940,-2017,23757,15767,7135,15701,-0.138559,0.277881,1.12655
2960,-2022,23741,15757,7129,15697,0.107919,0.293043,1.60928
2980,-2018,23723,15747,7121,15688,-0.0154449,-0.562725,0.0114776
3000,-2017,23702,15735,7109,15675,-0.098675,-1.39173,-2.45002
3020,-2017,23678,15720,7094,15656,-0.268017,-0.467536,-1.9095
3040,-2017,23653,15702,7075,15635,0.0966466,0.786042,0.94375
3060,-2017,23627,15683,7055,15611,0.400806,0.615634,1.69531
3080,-2017,23601,15665,7035,15586,0.383968,0.363381,0.937703
3100,-2022,23577,15646,7015,15561,-0.0124699,0.409212,0.866314
3120,-2022,23552,15629,6996,15536,-0.163167,0.128777,1.71346
3140,-2017,23529,15612,6978,15513,0.160981,-0.0122661,1.24206
3160,-2022,23506,15594,6963,15492,0.0443752,-0.0866597,1.0338
3180,-2017,23485,15577,6948,15475,0.1288,-0.196446,1.08955
3200,-2017,23465,15561,6937,15461,0.250429,-0.700259,-0.230897
3220,-2022,23449,15548,6929,15452,0.0681037,-1.343,-2.1866
3240,-2018,23438,15539,6926,15447,-0.116443,-0.647343,-1.8809
3260,-2022,23430,15533,6925,15444,0.0294781,0.675112,0.661449
3280,-2017,23426,15532,6928,15444,-0.193912,0.771068,1.79288
3300,-2022,23427,15533,6933,15449,-0.255772,-0.198635,0.885689
3320,-2017,23433,15537,6941,15459,0.0202522,-0.507375,-0.285393
3340,-2022,23445,15545,6952,15476,-0.0711231,-0.0613374,0.0613987
3360,-2022,23463,15557,6969,15499,-0.302208,0.38866,0.686268
3380,1859,23489,15575,6991,15529,-0.34503,0.373194,0.538747
3400,2047,23521,15597,7016,15563,-0.08679,-0.0991031,-0.157844
3420,2047,23564,15627,7048,15607,-0.0334656,-0.490375,-0.591747
3440,2031,23602,15653,7076,15647,0.0952954,-0.400373,-0.973164
3460,2047,23639,15678,7105,15689,0.118929,-0.0403959,-0.716072
3480,2024,23677,15702,7135,15734,0.0413753,0.0367971,-0.901236
3500,2024,23716,15727,7167,15783,0.16003,0.217802,-1.07816
3520,2024,23755,15752,7203,15833,0.134096,0.418857,-0.817406
3540,2024,23793,15778,7239,15883,0.122626,0.256047,-0.816107
3560,2024,23829,15802,7274,15931,0.129397,0.151763,-0.84969
3580,2024,23861,15823,7307,15977,0.145906,0.124416,-0.797637
3600,-2017,23888,15840,7338,16021,0.0250432,0.00986823,-0.681433
3620,-1960,23909,15853,7365,16063,-0.158761,0.0220778,-0.659412
3640,-2017,23925,15860,7389,16102,-0.0912493,0.1971,-0.254171
3660,-2017,23935,15865,7411,16140,0.106464,0.189009,0.139611
3680,-2018,23939,15865,7429,16174,0.0309531,0.157842,0.145902
3700,-2022,23936,15861,7443,16201,-0.0726407,0.123326,0.0602305
3720,-2017,23926,15851,7450,16222,-0.0654547,0.0224115,0.0210356
3740,-2022,23906,15835,7449,16237,-0.121628,0.168775,0.277245
3760,-2018,23879,15811,7442,16245,-0.00305382,0.178998,0.46092
3780,-2022,23843,15782,7428,16246,-0.0203588,0.16284,0.569452
3800,-2017,23803,15750,7410,16242,-0.0980537,0.156436,0.510282
3820,-2022,23759,15715,7389,16233,0.024912,0.0974847,0.200547
3840,-2022,23714,15679,7366,16221,-0.0209722,0.221412,0.154501
3860,-2018,23668,15642,7343,16206,-0.0255833,0.319061,0.298935
3880,-2022,23623,15606,7320,16191,0.0387634,0.0798477,-0.0403458
3900,-2018,23581,15571,7297,16176,-0.00896771,0.026111,0.0675605
3920,-2022,23543,15538,7276,16164,-0.0109244,0.0711582,0.284487
3940,-2022,23511,15510,7260,16156,-0.0367813,0.0590627,0.107379
3960,-2018,23487,15488,7249,16151,0.0729351,0.157984,0.182868
3980,-2022,23470,15472,7243,16150,0.0155225,0.118525,0.185171
4000,-2017,23461,15462,7241,16152,0.0470239,0.218292,0.12881
4020,-2017,23458,15457,7243,16156,0.0676114,0.145638,-0.157786
4040,-2017,23460,15455,7247,16162,0.00100364,0.0139788,-0.195231
4060,-2017,23468,15457,7254,16171,0.0657312,0.0890706,0.0149563
4080,-2017,23481,15464,7263,16182,0.000974262,0.151897,-0.0619869
4100,-2018,23499,15475,7274,16193,-0.0338801,0.140204,-0.0814362
4120,1835,23522,15490,7286,16203,0.0397396,0.233899,0.242647
4140,2031,23546,15507,7298,16211,0.0393989,0.316171,0.464401
4160,2047,23572,15525,7308,16216,-0.0229316,0.14129,0.114998
4180,2031,23597,15542,7316,16220,-0.0545377,-0.00648937,-0.273111
4200,2047,23623,15559,7322,16223,-0.0763085,0.0349122,-0.294699
4220,2024,23650,15577,7328,16226,0.00234534,0.157886,-0.102641
4240,2024,23677,15596,7333,16226,-0.0144736,0.0715627,-0.136889
4260,2024,23703,15614,7335,16222,0.0253538,0.0483767,-0.0708245
4280,2024,23729,15633,7335,16213,0.0902369,0.135302,-0.0844523
4300,2024,23752,15649,7329,16200,-0.061548,0.242504,-0.0191104
4320,2024,23771,15663,7320,16181,0.0569684,0.359594,0.285263
4340,2024,23788,15676,7307,16157,0.0261509,0.202077,-0.0254695
4360,-2018,23803,15687,7293,16131,-0.000427571,0.0896992,-0.0335733
4380,-1972,23817,15698,7277,16102,0.0685917,0.031512,-0.0281202
4400,-2017,23831,15710,7261,16069,-0.0351642,-0.00159773,-0.343986
4420,-2021,23844,15722,7243,16033,0.00601751,0.0366769,-0.101088
4440,-2017,23856,15733,7224,15995,0.148095,0.136861,-0.11281
4460,-2022,23867,15743,7203,15956,0.031687,0.275857,-0.123689
4480,-2017,23877,15752,7186,15920,-0.00846486,0.206412,-0.0706374
4500,-2022,23888,15763,7172,15890,0.0472344,0.0604879,-0.425063
4520,-2021,23901,15775,7164,15864,0.00197985,0.27055,0.193896
4540,-2022,23915,15788,7160,15844,0.058963,0.321731,0.586456
4560,-2022,23928,15802,7157,15826,-0.168794,0.212937,0.474904
4580,-2018,23940,15814,7155,15813,0.0141416,-0.0787038,0.395687
4600,-2022,23949,15823,7155,15805,0.0917003,-0.243445,-0.0519749
4620,-2021,23957,15831,7159,15803,-0.0636626,0.159557,0.0620515
4640,-2022,23962,15837,7164,15806,-0.0277894,0.220092,0.359284
4660,-2018,23965,15842,7172,15813,-0.0466328,-0.211998,-0.00206431
4680,-2018,23966,15846,7179,15821,0.0437676,-0.0711538,-0.00575947
4700,-2022,23962,15846,7183,15829,0.13412,0.0868827,0.136147
4720,-2017,23953,15842,7184,15835,-0.0861129,-0.0148096,-0.161373
4740,-2022,23941,15835,7183,15842,0.00770002,0.176421,0.219389
4760,-2017,23926,15825,7181,15850,0.166248,0.204145,0.294413
4780,-2017,23911,15813,7181,15860,-0.0346682,0.194087,0.164149
4800,-2022,23895,15802,7181,15870,0.0230024,-0.161382,-0.121085
4820,-2017,23878,15791,7180,15877,-0.0418056,-0.444839,-0.387263
4840,-2022,23860,15779,7176,15881,-0.034196,-0.169451,-0.112346
4860,-2018,23840,15767,7170,15881,0.0236079,0.026136,0.253203
4880,2016,23820,15754,7163,15878,-0.158704,-0.276,-0.0804325
4900,2047,23797,15738,7153,15875,-0.0469196,-0.16559,0.131723
4920,2031,23780,15726,7147,15871,0.188273,0.125866,0.343707
4940,2047,23764,15715,7141,15866,0.0503382,0.0549158,0.0887421
4960,2024,23750,15705,7135,15858,-0.0379364,-0.129533,-0.120494
4980,2024,23736,15695,7126,15845,0.0184949,-0.098846,0.0350996
5000,2024,23723,15686,7116,15831,0.103821,-0.0613822,0.0565518
5020,2024,23712,15676,7105,15817,-0.0258899,-0.189584,-0.276037
5040,2024,23704,15668,7098,15806,-0.0234532,-0.436033,-0.394098
5060,2024,23702,15663,7095,15802,0.133108,-0.363299,-0.166635
5080,-2024,23704,15661,7097,15802,0.0261837,-0.0953007,0.0167883
5100,-2017,23709,15662,7102,15807,0.00906674,-0.224494,-0.246862
5120,-2017,23717,15664,7109,15814,-0.0502032,-0.341115,-0.27585
5140,-2021,23726,15667,7119,15827,0.0278597,-0.243685,0.28972
5160,-2017,23738,15672,7133,15845,0.0309025,-0.383688,0.113789
5180,-2022,23752,15679,7151,15873,-0.169558,-0.496866,-0.206625
5200,-2017,23771,15689,7175,15909,-0.0210002,-0.202225,0.32431
5220,-2022,23792,15702,7203,15951,0.122321,-0.0267074,0.533323
5240,-2022,23815,15716,7234,15997,-0.028381,-0.19292,-0.0670049
5260,-2018,23836,15730,7265,16043,-0.0183503,-0.378423,-0.204203
5280,-2022,23857,15743,7296,16089,-0.0325625,-0.293603,0.113478
5300,-2018,23876,15757,7326,16136,-0.0224781,-0.13032,0.197568
5320,-2022,23895,15769,7356,16184,0.024864,-0.101237,0.262537
5340,-2018,23915,15783,7386,16233,-0.0879646,-0.0601472,0.654177
5360,-2022,23936,15797,7417,16281,0.0433333,-0.0815021,0.608574
5380,-2018,23958,15813,7448,16328,0.0237879,-0.167854,-0.187481
5400,-2018,23979,15830,7478,16370,-0.156342,-0.142209,-0.507255
5420,-2022,23998,15846,7506,16406,-0.1476,-0.0415691,-0.135117
5440,-2021,24015,15861,7530,16437,-0.103704,0.0937281,0.461882
5460,-2022,24029,15874,7550,16463,0.124447,-0.0534272,0.376015
5480,-2021,24040,15884,7566,16481,-0.160587,-0.247882,-0.850647
5500,1960,24047,15892,7577,16492,-0.205082,-0.123926,-0.965505
5520,2047,24050,15898,7584,16494,-0.0448234,0.154533,-0.0675239
5540,2031,24047,15900,7583,16485,-0.0927811,0.193538,-0.133873
5560,2047,24038,15898,7576,16465,-0.181003,-0.0110537,-0.826668
5580,2047,24023,15891,7561,16438,-0.13951,-0.226565,-1.01414
5600,2024,24002,15878,7540,16405,-0.0111126,-0.164289,-0.976264
5620,2024,23978,15861,7514,16370,0.0443829,0.0820334,-0.674752
5640,2024,23951,15842,7487,16333,-0.0236077,0.265453,-0.0604726
5660,2024,23922,15820,7457,16295,-0.0442498,0.367448,0.782714
5680,-2017,23891,15798,7426,16255,0.232442,0.236981,0.31266
5700,-1974,23858,15774,7395,16216,0.145708,-0.336927,-1.38517
5720,-2017,23825,15749,7365,16179,0.036354,-0.334901,-0.929006
5740,-2022,23791,15724,7335,16147,0.179161,0.00993362,-0.0589291
5760,-2022,23758,15697,7307,16117,0.2847,-0.0687732,-0.447234
5780,-2018,23723,15669,7281,16091,0.162928,-0.0979515,-0.73116
5800,-2022,23690,15643,7258,16068,0.14042,-0.0358728,-0.336134
5820,-2017,23659,15619,7239,16051,0.0747806,0.143337,0.585307
5840,-2022,23631,15599,7225,16038,0.0963497,0.277305,1.04561
5860,-2022,23605,15581,7213,16026,-0.0497086,0.132087,0.834492
5880,-2018,23580,15563,7201,16016,-0.201487,-0.00164568,0.975242
5900,-2022,23560,15548,7193,16010,-0.1307,-0.0129642,1.35035
5920,-2018,23545,15538,7189,16009,-0.161471,-0.102453,1.12604
5940,-2022,23537,15532,7189,16010,-0.141317,-0.0993312,1.0506
5960,-2022,23532,15532,7192,16012,-0.13371,-0.0108381,1.11858
5980,-2017,23531,15535,7196,16014,-0.0940095,0.0669352,0.842383
6000,-2017,23532,15540,7199,16016,-0.00624981,-0.0690201,0.375157
6020,-2017,23533,15544,7202,16017,-0.192366,-0.110271,0.38609
6040,-2017,23535,15548,7204,16015,-0.0979653,-0.0113388,0.676862
6060,-2017,23534,15550,7202,16008,0.0327248,-0.0064524,0.275541
6080,-2017,23533,15553,7198,15997,-0.130116,-0.032005,-0.275774
6100,-2022,23534,15557,7194,15982,0.0322226,-0.0160308,-0.240283
6120,-2017,23537,15563,7191,15968,-0.00323966,-0.0218759,-0.129654
6140,-2022,23542,15570,7189,15953,0.0123334,-0.0029068,-0.244824
6160,-2018,23552,15579,7189,15942,0.0970529,-0.0326252,-0.655397
6180,-2022,23566,15589,7192,15936,-0.0359932,-0.0115847,-0.757569
6200,-2018,23583,15601,7197,15931,0.0815739,0.0345208,-0.489365
6220,-2018,23601,15614,7200,15923,0.0602629,-0.046402,-0.442962
6240,-2022,23618,15627,7202,15911,0.0234832,-0.0976119,-0.469269
6260,-2021,23636,15642,7202,15897,0.0938348,-0.00734857,-0.493338
6280,-2022,23653,15655,7202,15885,0.0154467,0.142374,-0.591755
6300,-2017,23669,15667,7201,15873,0.0542143,-0.00500775,-0.849072
6320,1920,23680,15675,7198,15861,-0.0692391,-0.159967,-0.783952
6340,2047,23686,15679,7191,15846,0.0671197,-0.110525,-0.47989
6360,2047,23686,15678,7178,15825,0.0176385,-0.0281571,-0.443226
6380,2031,23676,15671,7155,15790,-0.069055,0.252045,0.263872
6400,2047,23661,15662,7129,15753,0.187841,0.0567877,0.021482
6420,2024,23642,15650,7102,15714,-0.0599965,-0.0528908,-0.632462
6440,2024,23625,15638,7076,15680,-0.139369,0.110065,-0.261543
6460,2024,23613,15628,7058,15659,0.0459777,0.0718074,-0.0522794
6480,2024,23607,15622,7046,15647,0.0527423,0.0425399,0.0614205
6500,2024,23606,15620,7040,15642,0.0573606,0.133462,0.23603
6520,2024,23610,15623,7037,15640,-0.0838579,0.0114783,0.0975788
6540,2024,23619,15630,7037,15640,-0.0471383,0.0865921,0.354744
6560,2024,23631,15640,7042,15645,0.166216,0.145219,0.262964
6580,-1995,23650,15655,7052,15658,-0.027243,0.354368,0.661412
6600,-1976,23673,15673,7070,15679,0.0223218,0.293704,1.06856
6620,-2018,23700,15693,7092,15707,-0.0713236,-0.178893,0.186281
6640,-2017,23729,15716,7118,15736,0.0258856,-0.177906,-0.387828
6660,-2022,23756,15738,7142,15763,0.0516534,0.0231701,-0.0220457
6680,-2021,23780,15758,7163,15785,-0.141001,0.0633864,0.166597
6700,-2018,23800,15776,7180,15802,0.0527429,0.0893869,0.373067
6720,-2022,23817,15791,7196,15817,0.0742225,0.0634005,0.297012
6740,-2018,23834,15805,7213,15832,-0.124703,0.0385329,0.194263
6760,-2022,23852,15820,7230,15848,-0.0453273,0.035306,0.366481
6780,-2017,23871,15836,7249,15865,-0.0347866,0.0398666,0.520933
6800,-2017,23891,15853,7267,15878,0.0860593,-0.0384933,0.340002
6820,-2022,23909,15868,7281,15888,-0.0458329,-0.0996108,0.0383301
6840,-2017,23924,15881,7291,15893,-0.0100743,-0.0468051,0.106323
6860,-2022,23934,15889,7295,15893,0.17831,-0.0834215,0.0368454
6880,-2018,23938,15893,7296,15889,0.0283757,-0.0429873,-0.272604
6900,-2018,23938,15893,7293,15882,-0.0495863,-0.0116599,-0.247251
6920,-2022,23932,15889,7287,15870,-0.0433517,-0.0811875,-0.104647
6940,-2018,23920,15881,7275,15852,-0.0231619,-0.128625,-0.227799
6960,-2022,23900,15868,7258,15827,0.00539455,-0.0912935,-0.138938
6980,-2017,23871,15848,7232,15794,-0.0752191,-0.0388015,0.0202423
7000,-2017,23832,15820,7197,15752,-0.00285906,-0.0226258,0.0403124
7020,-2017,23784,15785,7155,15703,-0.0442968,0.0342088,-0.0147297
7040,1839,23730,15745,7109,15650,-0.0829586,0.0840138,-0.0644057
7060,2047,23673,15703,7060,15595,0.00505057,-0.0378876,-0.0201861
7080,2047,23613,15659,7011,15538,0.0178743,-0.209821,-0.402581
7100,2031,23554,15616,6961,15481,0.0550496,-0.171017,-0.454227
7120,2047,23495,15573,6912,15426,0.0351704,-0.0225668,0.0153356
7140,2024,23437,15530,6864,15374,0.0239658,-0.0344611,-0.154803
7160,2024,23383,15487,6820,15327,-0.0317902,0.0182967,-0.236546
7180,2024,23333,15449,6781,15289,0.0497276,0.0692477,-0.0214963
7200,2024,23292,15415,6750,15260,-0.0151006,-0.10254,-0.359451
7220,2024,23260,15390,6729,15243,-0.0189665,-0.0668559,-0.213919
7240,2024,23239,15373,6719,15238,0.0560789,-0.0399586,0.113303
7260,2024,23231,15364,6720,15245,-0.0147383,-0.0665917,0.0358911
7280,-1976,23233,15363,6730,15264,0.0245154,-0.111186,-0.200934
7300,-1990,23243,15367,6746,15292,0.0510593,-0.030488,-0.0429714
7320,-2017,23260,15377,6767,15325,-0.0356465,0.152076,0.347424
7340,-2022,23282,15391,6791,15362,0.0276279,0.0277056,0.102922
7360,-2022,23309,15410,6818,15399,-0.0296685,-0.0343638,-0.0388063
7380,-2017,23342,15432,6847,15439,0.00115369,0.0530013,0.46095
7400,-2022,23380,15458,6878,15480,0.139578,-0.049672,0.372759
7420,-2018,23422,15487,6912,15523,-0.0157976,-0.126392,0.0358844
7440,-2022,23467,15518,6946,15568,-0.0116652,-0.00244824,0.35557
7460,-2017,23514,15549,6981,15614,0.025993,0.0698641,0.552107
7480,-2022,23560,15579,7016,15660,-0.0103903,-0.046057,0.175626
7500,-2018,23605,15608,7049,15704,0.00529606,-0.11543,0.13186
7520,-2017,23648,15637,7084,15747,-0.0517757,-0.0709191,0.231187
7540,-2022,23692,15665,7120,15795,-0.0528583,-0.0628006,0.319149
7560,-2022,23738,15695,7161,15851,0.0449688,-0.0937357,0.238273
7580,-2022,23786,15725,7207,15914,-0.023109,-0.0386594,0.314229
7600,-2018,23835,15757,7257,15982,-0.0786161,0.0645716,0.536813
7620,-2018,23883,15788,7307,16052,-0.0697969,-0.0184174,0.23366
7640,-2022,23928,15818,7355,16119,-0.105792,-0.172383,-0.0933522
7660,-2017,23969,15846,7402,16184,-0.0443809,-0.132928,0.159968
7680,-2022,24007,15872,7445,16246,-0.0494861,-0.16202,0.288549
