"time,sec","ppg heart rate, bpm",wi1,wi2,wi3,wi4,"candidate heart rate, bpm",
24.16,75.806,-0.5597,-10.328,22.05,-11.32,76.355,
25.16,76.538,-0.038727,1.4224,-0.17361,-0.42826,119.75,
25.16,76.538,-1.195,5.5991,-0.29541,-4.2465,115.91,
25.16,76.538,13.558,1.5362,-22.648,7.5493,76.996,
25.16,76.538,-20.39,21.166,-12.51,11.755,111.51,
26.16,77.179,0.45641,0.081854,1.0831,-0.8344,111.69,
26.16,77.179,-0.98775,5.0194,-0.13745,-3.9974,115.63,
26.16,77.179,-18.837,24.164,-19.926,14.756,77.545,
26.16,77.179,12.149,1.7078,-17.761,3.9952,76.721,
27.16,77.911,0.60653,1.1972,-0.76455,-0.25615,96.954,
27.16,77.911,2.3994,3.1308,-1.3798,-4.2938,115.17,
27.16,77.911,10.023,-4.2588,-8.4337,2.661,76.172,
27.16,77.911,-13.887,23.003,-21.42,12.315,77.82,
28.16,79.01,-0.33424,2.2779,-1.4846,0.32372,95.398,
28.16,79.01,-0.1029,5.0329,-0.7426,-4.3272,113.89,
28.16,79.01,18.342,-25.652,21.753,-14.401,78.827,
28.16,79.01,12.109,0.83114,-19.666,6.6859,76.08,
29.16,79.926,1.2853,1.547,-1.7515,-0.30474,93.109,
29.16,79.926,2.1683,4.7173,-2.9083,-4.1676,113.53,
29.16,79.926,11.475,-5.2582,-9.7233,3.4671,74.707,
29.16,79.926,-19.753,31.218,-29.278,17.84,79.468,
30.16,81.39,1.1086,-0.48213,0.9869,-0.81368,88.165,
30.16,81.39,1.8765,4.1552,-1.5851,-4.5203,114.17,
30.16,81.39,-17.738,25.113,-20.059,12.875,80.75,
30.16,81.39,8.4678,-2.1304,-9.8743,3.5539,73.425,
31.16,82.672,0.91977,-0.43061,1.0898,-0.80916,85.876,
31.16,82.672,2.0036,2.822,-2.0599,-2.8556,114.62,
31.16,82.672,-12.914,17.258,-16.714,12.587,81.665,
31.16,82.672,6.0591,-3.644,-5.0404,2.6514,54.199,
32.16,83.588,-2.3072,2.7815,-2.1964,0.93399,83.862,
32.16,83.588,6.0087,1.114,-4.6078,-2.6047,55.939,
32.16,83.588,0.69085,-2.7119,-6.5843,8.5274,118.56,
32.16,83.588,14.603,-30.365,32.537,-17.003,83.313,
33.16,84.229,0.61102,-0.34583,0.39683,0.13009,83.221,
33.16,84.229,5.4357,-1.471,-6.193,2.1811,54.749,
33.16,84.229,-2.2906,-3.6973,0.4579,5.5124,117.65,
33.16,84.229,-13.156,23.41,-27.591,17.409,83.862,
34.16,84.32,-2.3552,1.7841,-0.88748,0.69855,82.123,
34.16,84.32,6.6157,-1.5845,-5.9571,0.75208,56.122,
34.16,84.32,-0.41792,-6.3004,2.451,4.2239,117.65,
34.16,84.32,14.944,-24.038,31.661,-22.753,84.229,
35.16,84.137,2.7134,-2.1862,1.5816,-1.3572,80.658,
35.16,84.137,4.7891,1.2202,-8.0329,1.8428,76.904,
35.16,84.137,-14.236,26.733,-32.263,20.123,83.588,
35.16,84.137,-0.54024,-4.1195,0.37247,4.2917,117.65,
36.16,83.679,-2.9296,2.4941,-1.7911,1.4737,69.305,
36.16,83.679,6.2427,-4.0433,-4.4351,2.0523,59.692,
36.16,83.679,12.145,-22.674,28.935,-18.67,82.855,
36.16,83.679,-2.484,-5.2356,3.0085,4.7674,116.91,
37.16,83.13,1.7308,-2.4427,2.7939,-1.319,73.425,
37.16,83.13,-8.3551,21.476,-26.876,14.061,81.94,
37.16,83.13,-4.195,4.9495,3.3638,-4.057,69.763,
37.16,83.13,4.3708,2.2199,-2.6632,-3.9829,116.55,
38.16,82.581,2.5254,-2.1069,2.2223,-1.8807,73.883,
38.16,82.581,6.2792,-0.73826,-6.3637,0.6958,116.91,
38.16,82.581,12.776,-22.358,26.323,-17.041,81.757,
38.16,82.581,-0.65908,-5.7617,0.87537,5.5841,74.615,
39.16,81.665,-2.675,2.6218,-2.7914,2.0806,73.883,
39.16,81.665,12.81,-25.356,29.192,-16.952,81.94,
39.16,81.665,-2.8116,-4.9874,2.131,5.7486,75.897,
39.16,81.665,6.7804,-3.1384,-6.5938,2.8641,101.99,
40.16,80.75,-2.7802,2.0021,-1.3222,1.3384,74.158,
40.16,80.75,7.9464,-5.1948,-5.4679,2.5741,102.54,
40.16,80.75,-3.6361,-4.9805,2.0075,6.6847,75.714,
40.16,80.75,11.659,-23.721,30.667,-18.786,82.031,
41.16,80.017,-3.7542,2.9785,-1.6283,1.6595,74.158,
41.16,80.017,7.9567,-2.2276,-5.7188,-0.24882,114.53,
41.16,80.017,15.956,-29.717,39.325,-25.779,81.757,
41.16,80.017,-0.53863,-6.7985,1.3578,5.9771,74.707,
42.16,79.376,-1.7335,0.35318,-0.26799,0.88421,74.158,
42.16,79.376,8.4067,1.3779,-5.4405,-4.4368,109.5,
42.16,79.376,2.8535,-6.2113,-3.1743,6.5285,75.165,
42.16,79.376,17.823,-24.263,26.137,-19.767,81.116,
43.16,79.102,-0.75321,0.18,0.95295,0.38472,73.608,
43.16,79.102,16.569,2.0396,-8.9716,-9.4522,69.305,
43.16,79.102,-3.3393,6.3157,3.1579,-6.1652,75.623,
43.16,79.102,14.919,-24.727,28.491,-18.709,80.2,
44.16,78.461,-2.3467,0.062855,0.27863,1.2408,74.432,
44.16,78.461,-9.6487,-2.3767,2.9436,9.2064,70.038,
44.16,78.461,3.9164,-4.0162,-6.8387,6.9023,76.172,
44.16,78.461,-16.086,26.524,-29.522,19.131,78.735,
45.16,78.369,-2.4381,-0.87697,0.69642,1.8673,74.615,
45.16,78.369,8.1643,2.6164,-8.4888,-2.4584,68.756,
45.16,78.369,-1.689,5.496,2.0862,-5.9982,75.348,
45.16,78.369,9.887,-9.8778,12.702,-12.792,77.82,
46.16,78.094,1.5012,-2.8481,2.8844,-2.2963,74.89,
46.16,78.094,8.2696,-20.407,29.306,-16.917,77.087,
46.16,78.094,1.6654,-7.0276,-0.56904,5.9649,74.799,
46.16,78.094,17.369,-0.79604,-8.6598,-7.7622,94.666,
47.16,78.003,-3.3057,0.7916,-0.31814,2.0662,75.348,
47.16,78.003,-7.3441,-4.5858,8.6198,3.4349,65.277,
47.16,78.003,12.011,-10.678,12.782,-14.229,78.094,
47.16,78.003,3.0733,-6.4566,-2.4018,5.7559,74.707,
48.16,78.003,1.757,-2.0885,2.9574,-1.8632,76.172,
48.16,78.003,-10.802,12.399,-14.648,13.187,78.278,
48.16,78.003,2.7503,-7.3854,-1.2706,5.9077,74.615,
48.16,78.003,15.675,3.3367,-12.127,-6.7805,64.545,
49.16,77.82,-1.9409,1.6656,-1.5132,1.0126,93.018,
49.16,77.82,12.223,-10.288,10.773,-12.803,78.278,
49.16,77.82,0.63259,-5.4219,-2.6369,7.3717,118.19,
49.16,77.82,12.085,5.8397,-15.736,-2.134,63.171,
50.16,77.637,-2.2607,1.181,0.19987,0.10928,75.806,
50.16,77.637,0.22622,-4.6644,-1.9312,6.2472,118.38,
50.16,77.637,13.212,3.3681,-11.991,-4.754,120.3,
50.16,77.637,10.828,-12.439,13.137,-11.587,77.637,
51.16,77.545,-2.9944,-0.54958,1.4641,1.3397,74.799,
51.16,77.545,3.5186,2.4103,-8.8331,2.6486,80.109,
51.16,77.545,12.387,-10.2,11.036,-13.304,77.362,
51.16,77.545,1.5818,-7.8074,-0.26212,6.5759,119.11,
52.16,77.728,-2.9228,0.8539,0.99593,0.30176,74.432,
52.16,77.728,9.0898,-1.1747,-9.0034,0.92517,86.609,
52.16,77.728,11.427,-13.506,15.557,-13.524,77.179,
52.16,77.728,-1.096,-5.7455,-0.67985,7.5332,74.982,
53.16,78.094,-0.25696,1.1838,-3.0951,1.3943,73.517,
53.16,78.094,11.536,-13.419,15.114,-13.332,78.094,
53.16,78.094,-19.462,0.85696,15.379,3.0146,90.82,
53.16,78.094,1.0592,-6.5081,-1.8146,7.2959,74.799,
54.16,78.735,1.5614,-0.43273,2.2321,-2.6228,73.7,
54.16,78.735,3.5537,-5.9971,1.2011,1.3823,73.975,
54.16,78.735,-12.855,14.79,-21.706,20.172,79.102,
54.16,78.735,14.655,0.44905,-12.561,-2.5871,91.736,
55.16,79.559,-2.0464,1.1222,-2.1215,2.2851,74.615,
55.16,79.559,3.128,-5.8724,-1.0862,3.916,110.05,
55.16,79.559,17.817,-23.67,25.821,-20.209,79.559,
55.16,79.559,14.452,3.0435,-11.639,-5.9645,91.736,
56.16,80.109,-1.7467,1.6607,-3.1003,2.4314,75.439,
56.16,80.109,1.0859,-6.0249,-1.2344,6.2754,111.51,
56.16,80.109,20.764,-26.571,25.666,-20.108,80.383,
56.16,80.109,17.966,-2.9595,-10.78,-4.1654,95.215,
57.16,81.116,-1.0149,0.61283,-1.658,1.2937,76.263,
57.16,81.116,9.6128,-13.246,13.18,-9.6422,81.757,
57.16,81.116,1.7048,-6.0943,-1.15,5.613,77.271,
57.16,81.116,-18.068,0.59844,13.322,4.1484,52.643,
58.16,82.214,0.84865,-1.438,1.9631,-0.60663,76.538,
58.16,82.214,-23.653,26.612,-19.075,16.301,96.497,
58.16,82.214,12.557,0.82931,-15.718,2.4478,53.009,
58.16,82.214,-7.2689,-0.46264,-6.7546,14.438,79.01,
59.16,83.679,1.5607,-1.9056,3.5336,-2.4313,77.179,
59.16,83.679,-1.0293,5.0521,1.4941,-5.6447,76.813,
59.16,83.679,21.972,-31.821,29.254,-19.68,97.961,
59.16,83.679,17.539,-1.7012,-12.514,-3.2587,70.496,
60.16,85.236,0.49023,-0.58061,2.8903,-2.0372,76.996,
60.16,85.236,-0.43755,4.1799,2.112,-6.0187,96.039,
60.16,85.236,17.783,-27.578,27.172,-17.584,99.426,
60.16,85.236,16.905,-0.94113,-12.778,-3.0838,48.431,
61.16,86.243,-0.3393,2.0046,-2.5188,0.084441,76.172,
61.16,86.243,0.60513,-4.4822,-0.69447,4.4388,74.89,
61.16,86.243,11.549,-20.575,25.663,-16.931,85.236,
61.16,86.243,-19.635,4.2989,10.602,4.6581,61.249,
62.16,86.426,0.047655,-0.67458,2.3827,-0.98833,73.975,
62.16,86.426,0.13665,-3.9396,-0.51949,4.4249,69.397,
62.16,86.426,13.221,0.374,-12.166,-1.2743,62.073,
62.16,86.426,-13.55,19.242,-14.967,9.4761,100.89,
63.16,85.876,0.13736,0.46898,-1.9552,0.56311,69.672,
63.16,85.876,13.845,0.27468,-17.091,3.1533,86.975,
63.16,85.876,16.42,-24.401,18.85,-10.93,52.643,
63.16,85.876,-6.8071,-6.0807,-1.4004,14.307,67.749,
64.16,84.503,-0.85868,1.5648,-2.5769,1.0914,67.017,
64.16,84.503,-0.50655,3.3379,2.618,-5.4839,99.518,
64.16,84.503,7.8113,-23.514,26.442,-10.993,85.327,
64.16,84.503,20.275,-4.54,-6.2613,-9.4864,54.199,
65.16,83.221,-1.668,1.4246,-1.9265,1.3948,66.101,
65.16,83.221,11.209,-20.556,17.994,-8.8994,84.869,
65.16,83.221,-7.3615,-4.1619,-0.35492,12.029,100.07,
65.16,83.221,11.4,-1.919,-14.527,5.012,53.101,
66.16,82.214,-1.0397,0.20498,-1.9629,2.0293,65.369,
66.16,82.214,-5.1009,-5.0477,-0.037094,10.532,100.43,
66.16,82.214,9.1292,-0.11123,-12.822,3.915,51.636,
66.16,82.214,10.441,-17.707,13.892,-6.7965,84.045,
67.16,82.031,-1.0135,-0.29897,-2.2178,2.7925,65.094,
67.16,82.031,-3.4106,-7.3506,1.874,9.3838,100.98,
67.16,82.031,9.1932,2.6003,-15.074,3.4837,53.833,
67.16,82.031,12.771,-18.346,13.431,-8.0361,82.672,
68.16,81.757,-1.2881,0.87393,-3.1327,2.8,64.819,
68.16,81.757,-7.8405,-4.4996,2.8321,9.8204,103.55,
68.16,81.757,9.1334,-17.793,16.723,-8.383,81.757,
68.16,81.757,10.554,-5.2763,-9.5756,4.556,53.009,
69.16,81.757,-1.2837,0.94509,-3.4227,3.0223,65.094,
69.16,81.757,-4.8672,-7.2499,2.5642,9.9014,105.47,
69.16,81.757,7.8468,-18.327,20.582,-10.478,79.834,
69.16,81.757,13.571,-5.4754,-9.0042,1.0605,69.58,
70.16,81.39,0.63298,-1.3731,3.5762,-2.0879,65.552,
70.16,81.39,-6.6833,9.1736,-8.5444,6.2559,79.376,
70.16,81.39,1.0758,4.3638,-1.4433,-4.0638,46.967,
70.16,81.39,11.592,-1.6329,-13.008,3.303,68.298,
71.16,80.566,0.96686,-1.4798,2.3005,-1.0067,64.636,
71.16,80.566,9.9844,-24.692,25.198,-10.677,63.721,
71.16,80.566,10.528,2.4498,1.4517,-14.471,105.93,
71.16,80.566,17.598,-14.777,-5.7556,2.9579,81.116,
72.16,79.102,-0.84496,2.5037,-3.7445,1.3157,64.27,
72.16,79.102,15.594,-30.69,30.188,-15.337,61.066,
72.16,79.102,15.887,-3.5637,-11.249,-0.92597,53.65,
72.16,79.102,-1.36,-3.7153,-2.1954,7.2827,130.28,
73.16,76.813,1.0348,0.18648,0.13137,-0.55352,62.988,
73.16,76.813,9.1324,-3.9539,-0.71838,-4.5434,128.27,
73.16,76.813,1.8351,-7.3923,-2.7001,8.2919,129.36,
73.16,76.813,7.8079,-36.854,44.4,-15.365,57.861,
74.16,74.799,-0.44742,1.3387,-0.21231,0.12001,61.249,
74.16,74.799,-1.7279,-3.9403,0.70489,5.046,128.36,
74.16,74.799,8.3008,-6.0787,-0.22784,-1.9297,127.62,
74.16,74.799,-8.1805,26.334,-36.324,18.231,58.044,
75.16,74.249,-1.1106,2.6093,-1.1695,0.45394,91.37,
75.16,74.249,7.3373,-5.204,-0.72866,-1.2882,127.35,
75.16,74.249,-1.546,-3.4472,0.5067,4.6083,127.62,
75.16,74.249,-8.669,22.889,-29.263,14.999,59.143,
76.16,73.975,-0.37374,0.98031,0.52648,-0.34656,60.425,
76.16,73.975,-1.8115,-2.5495,-0.72087,5.1876,126.8,
76.16,73.975,6.9192,-3.8636,-2.3365,-0.62189,126.98,
76.16,73.975,-4.5445,11.972,-14.579,7.2018,75.623,
77.16,74.707,-1.0095,2.6775,-1.5118,0.63326,60.883,
77.16,74.707,-1.2564,-3.9514,0.85988,4.4569,126.07,
77.16,74.707,7.4871,-4.9344,-1.3206,-1.1356,91.37,
77.16,74.707,-8.1771,21.739,-27.635,13.997,76.08,
78.16,75.531,-0.56904,2.829,-2.2276,0.75396,126.16,
78.16,75.531,-2.1433,-3.0271,0.62719,4.6501,126.34,
78.16,75.531,6.1768,-4.8622,-1.5827,0.3437,104.37,
78.16,75.531,-8.1608,23.249,-29.913,14.692,75.989,
79.16,75.897,-0.95075,3.2204,-2.4173,0.93835,62.347,
79.16,75.897,-2.0198,-2.8213,0.39067,4.5522,127.17,
79.16,75.897,6.3336,-5.2568,-0.80935,-0.15638,104.92,
79.16,75.897,-7.3333,21.439,-28.176,13.928,75.897,
80.16,75.623,-0.11951,0.62112,0.57598,-0.29687,64.27,
80.16,75.623,7.7072,-5.2814,-2.5646,0.21437,105.01,
80.16,75.623,2.551,3.6834,-0.12647,-6.1551,128.81,
80.16,75.623,-5.879,15.519,-18.716,9.1059,76.447,
81.16,75.348,0.57274,-2.1635,3.3892,-1.0089,64.362,
81.16,75.348,-5.0173,15.116,-18.542,8.5925,75.714,
81.16,75.348,-1.3713,-6.1292,1.7385,5.7492,130.83,
81.16,75.348,9.9993,-7.577,-1.1185,-1.2632,104.74,
82.16,74.432,-1.2656,-0.5082,1.0613,-0.090184,46.326,
82.16,74.432,9.9074,-5.7113,-3.0307,-1.2566,104.74,
82.16,74.432,-2.1124,-1.7193,-4.4341,8.3104,130.83,
82.16,74.432,-11.857,34.434,-38.905,16.331,75.256,
83.16,74.249,1.1851,0.34192,-0.076074,-0.66413,119.84,
83.16,74.249,0.75891,2.3942,2.2806,-5.5821,130.37,
83.16,74.249,10.156,1.7589,-16.837,4.8306,101.17,
83.16,74.249,-19.628,28.648,-22.996,14.068,74.066,
84.16,74.066,1.7475,0.1717,-0.81011,-0.31312,118.29,
84.16,74.066,0.074541,3.5678,2.4284,-6.1807,117.65,
84.16,74.066,11.068,0.057332,-15.592,4.2376,76.447,
84.16,74.066,-18.487,27.854,-21.18,11.874,74.158,
85.16,74.524,-2.7537,1.5748,-1.621,2.034,121.49,
85.16,74.524,0.54781,-6.4562,0.86148,5.1931,116.36,
85.16,74.524,10.27,-6.0462,-4.2362,-0.09685,109.95,
85.16,74.524,-7.6228,14.902,-16.57,9.4218,73.975,
86.16,75.165,1.0284,0.27045,0.75638,-1.2677,98.145,
86.16,75.165,3.4995,0.35132,3.613,-7.6252,115.91,
86.16,75.165,8.7142,-3.5362,-8.06,2.8889,76.263,
86.16,75.165,-18.093,31.605,-27.603,14.117,95.581,
87.16,75.623,1.4585,0.91057,-0.87235,-0.72084,124.05,
87.16,75.623,3.5825,-0.34174,4.5937,-8.0128,115.26,
87.16,75.623,6.6598,-2.4695,-7.4793,3.1925,76.263,
87.16,75.623,-16.598,32.041,-28.733,13.212,95.581,
88.16,75.623,-2.0371,0.80917,-1.5739,2.0273,95.49,
88.16,75.623,-1.8108,-2.0236,-3.3179,7.3319,114.62,
88.16,75.623,-25.585,37.012,-26.57,15.29,95.032,
88.16,75.623,19.186,-5.69,-16.208,2.6323,75.989,
89.16,75.531,-1.4799,-0.78687,0.25141,1.2376,93.292,
89.16,75.531,-3.7167,-2.9525,0.15052,6.6981,114.26,
89.16,75.531,9.7932,-1.6934,-13.343,5.2304,76.355,
89.16,75.531,-16.372,19.493,-12.32,9.2343,95.398,
90.16,74.982,-1.5519,2.6394,-4.5879,2.7323,88.989,
90.16,74.982,-6.9571,-0.53694,10.961,-3.6616,55.023,
90.16,74.982,3.8901,2.0504,0.063776,-6.1128,114.62,
90.16,74.982,-25.178,30.939,-16.077,10.637,95.856,
91.16,74.707,2.2083,-1.519,0.95774,-0.88611,86.151,
91.16,74.707,3.6466,0.29775,0.75472,-4.8435,145.75,
91.16,74.707,-14.434,21.16,-13.844,7.3853,81.299,
91.16,74.707,8.406,-0.1972,-14.468,6.2098,54.199,
92.16,74.158,2.2267,-1.4769,-0.68223,0.69013,84.412,
92.16,74.158,5.2257,-3.0768,-4.9577,2.5131,119.29,
92.16,74.158,-4.6596,-2.2624,-1.1541,8.0546,117,
92.16,74.158,15.528,-30.993,37.17,-21.754,74.982,
93.16,74.249,0.73158,-1.3813,1.6411,-0.19962,82.947,
93.16,74.249,2.8308,-5.379,-0.87685,3.3389,118.74,
93.16,74.249,4.5103,-13.382,17.938,-9.1725,75.256,
93.16,74.249,7.438,0.22526,-2.7577,-4.9027,117.28,
94.16,74.432,2.2251,-1.8994,1.5488,-1.1068,81.299,
94.16,74.432,8.5897,-1.0869,-2.6766,-4.9714,117,
94.16,74.432,1.8895,-5.3765,-0.7529,4.1527,118.38,
94.16,74.432,4.907,-14.552,19.655,-10.12,75.256,
95.16,74.799,0.73038,1.8214,-3.0514,1.2677,80.75,
95.16,74.799,6.7908,0.53981,-5.4919,-2.0097,117.28,
95.16,74.799,0.44012,-3.4371,-1.7739,4.7227,118.01,
95.16,74.799,-11.329,23.916,-28.115,15.408,76.08,
96.16,75.165,-0.19317,2.9382,-4.1869,2.1972,69.305,
96.16,75.165,2.4945,-4.0381,-2.5508,3.9922,69.855,
96.16,75.165,9.5547,-24.959,30.012,-14.332,76.355,
96.16,75.165,6.6043,1.3911,-3.5576,-4.5121,116.36,
97.16,75.623,2.4491,-2.9073,3.2259,-2.0173,75.989,
97.16,75.623,3.9659,-12.521,16.507,-8.1343,46.143,
97.16,75.623,6.8746,0.94619,-2.7434,-5.2153,116.36,
97.16,75.623,3.5585,-6.8164,1.1296,2.0347,68.756,
98.16,76.263,1.5163,0.51761,-0.57905,-0.68561,75.165,
98.16,76.263,8.2236,-1.1966,-1.985,-5.2085,116.36,
98.16,76.263,1.8039,-4.7641,-0.91134,3.8958,70.862,
98.16,76.263,4.4682,-14.197,20.089,-10.4,60.242,114.62
99.16,76.538,-3.0808,2.5566,-2.2685,2.0485,74.707,
99.16,76.538,8.6016,-0.29862,-4.3645,-4.1378,81.116,
99.16,76.538,4.908,-15.277,20.502,-10.282,61.34,
99.16,76.538,-1.6468,6.1497,-0.087135,-4.3694,72.51,
100.16,76.904,-2.6142,1.283,0.16721,0.41369,74.249,
100.16,76.904,8.7587,-0.58598,-3.7428,-4.6263,81.573,
100.16,76.904,-1.2985,5.2391,1.5076,-5.3303,73.242,
100.16,76.904,4.6463,-15.885,21.914,-10.737,64.27,
101.16,77.362,1.7259,-1.598,-0.61027,1.2307,73.7,
101.16,77.362,-1.8583,3.4085,4.134,-5.4347,73.883,
101.16,77.362,8.6432,-1.2814,-1.0334,-6.4234,75.806,
101.16,77.362,7.9269,-23.326,31.101,-15.783,80.2,
102.16,77.454,-0.91581,1.6219,-1.5439,0.07863,74.066,
102.16,77.454,-0.33406,3.9931,3.2619,-6.8372,73.7,
102.16,77.454,4.9654,-17.887,25.139,-12.326,80.75,
102.16,77.454,11.585,-3.6102,-2.4621,-5.5449,53.65,
103.16,77.637,-0.31688,0.18158,-1.003,0.36502,73.7,
103.16,77.637,-4.0238,6.4411,2.1421,-4.5777,75.439,
103.16,77.637,12.362,-25.297,36.869,-24.012,79.376,
103.16,77.637,17.607,8.2852,-18.69,-7.1601,52.826,
104.16,77.545,-0.22798,2.2821,-3.4497,0.63428,74.066,
104.16,77.545,5.6665,-26.608,40.026,-19.314,77.087,
104.16,77.545,-4.2236,6.2963,2.5693,-4.6096,75.623,
104.16,77.545,22.127,-0.34608,-5.0904,-16.592,67.383,
105.16,77.728,0.84685,-0.61272,-0.57003,-0.42895,74.249,
105.16,77.728,-4.219,5.0471,3.6804,-4.5836,75.623,
105.16,77.728,16.165,-0.64284,0.61061,-16.01,133.67,
105.16,77.728,1.001,24.385,-41.098,15.804,51.178,
106.16,77.545,-0.2512,0.68412,-1.4552,0.25388,74.89,
106.16,77.545,-4.4029,5.1759,3.8738,-4.6452,75.073,
106.16,77.545,-0.52293,25.755,-39.929,14.846,76.355,
106.16,77.545,-19.588,2.3442,1.1473,16.074,134.22,
107.16,77.179,-0.82047,1.0709,-1.6489,0.62699,75.531,
107.16,77.179,11.68,-18.9,24.143,-17.08,76.996,
107.16,77.179,-2.3985,5.5425,2.9779,-6.1113,74.341,
107.16,77.179,18.247,3.0827,-11.895,-9.3959,79.834,
108.16,76.721,-1.3539,2.3279,-2.3947,0.65846,76.08,
108.16,76.721,-3.3614,5.917,2.7321,-5.1956,74.249,
108.16,76.721,10.151,-21.639,30.127,-18.873,77.179,
108.16,76.721,18.538,2.9426,-12.16,-9.2714,79.102,
109.16,76.263,-5.5912,3.7371,-1.8452,3.0038,118.47,
109.16,76.263,0.42352,-4.5798,-4.224,8.2307,119.2,
109.16,76.263,11.253,-17.247,25.963,-20.434,76.904,
109.16,76.263,14.908,3.0083,-13.755,-4.5854,78.735,
110.16,76.08,-2.6269,2.4886,-1.6724,1.0562,118.38,
110.16,76.08,-2.9602,4.6448,3.3436,-4.8686,118.65,
110.16,76.08,10.72,-20.566,28.017,-18.422,76.447,
110.16,76.08,15.275,5.5564,-10.967,-9.9325,138.34,
111.16,75.897,1.7197,-0.55189,1.7333,-2.1308,74.89,
111.16,75.897,1.408,6.5592,-0.46996,-7.5765,76.63,
111.16,75.897,10.638,-5.8038,-1.7104,-3.1829,78.369,
111.16,75.897,-2.8845,8.6226,-17.962,12.309,74.615,
112.16,76.538,-1.7832,1.3838,0.34856,-0.72901,74.432,
112.16,76.538,10.895,-3.9926,-5.8354,-1.1593,76.813,
112.16,76.538,-1.3919,-7.4643,0.7125,8.0693,76.538,
