"time,sec","ppg heart rate, bpm",wi1,wi2,wi3,wi4,"candidate heart rate, bpm",
153.16,90.088,2.4578,-1.3799,-0.26267,-0.11868,97.137,125.24
153.16,90.088,3.6553,-3.8417,2.1149,-2.4993,65.186,
153.16,90.088,0.58672,0.82569,-0.29689,-1.1438,126.53,
153.16,90.088,9.1162,-1.0924,-15.384,7.5997,90.637,
154.16,89.905,1.6752,-1.1455,0.7318,-0.56945,100.16,
154.16,89.905,-0.67328,1.3362,0.60115,-1.2911,125.52,
154.16,89.905,-1.8477,3.251,-4.3042,3.5032,65.826,
154.16,89.905,12.11,-5.706,-9.4467,2.8242,50.354,
155.16,89.722,1.9245,-1.2507,0.58086,-0.54897,101.53,
155.16,89.722,5.4282,-4.5702,0.73965,-2.0775,51.453,
155.16,89.722,0.15756,1.2958,-0.43689,-1.0443,125.24,
155.16,89.722,8.4317,0.48041,-16.693,8.3175,90.546,
156.16,89.447,1.908,-0.57095,-0.9594,0.41448,114.26,
156.16,89.447,-0.10289,1.5106,-0.2619,-1.1411,123.14,
156.16,89.447,8.2789,-4.3015,-4.2159,-0.034047,53.833,
156.16,89.447,-0.61741,2.8624,-5.6305,3.5928,89.63,
157.16,89.172,1.9745,-0.41194,-1.6804,0.93332,46.509,
157.16,89.172,0.71881,1.1178,-0.6391,-1.1803,132.57,
157.16,89.172,8.2249,-2.2866,-9.954,3.997,88.257,
157.16,89.172,5.3152,-5.6384,3.9766,-3.9761,91.095,
158.16,89.172,1.3488,-0.78158,0.52807,-0.3533,114.99,
158.16,89.172,4.1749,-3.8811,1.5178,-2.2218,91.278,
158.16,89.172,1.4189,0.65895,-1.2184,-0.88958,120.85,
158.16,89.172,5.4415,-1.0624,-7.9613,3.7403,88.348,
159.16,89.264,2.3058,-1.4095,0.023605,-0.21698,113.89,
159.16,89.264,1.3889,0.20199,-0.12348,-1.5439,119.48,
159.16,89.264,6.5789,-2.4814,-6.8632,2.6733,55.298,
159.16,89.264,-3.2962,5.4879,-6.0357,4.7536,89.081,
160.16,89.355,1.9259,-0.7941,-0.49542,0.13011,114.99,
160.16,89.355,1.2593,0.77117,-1.2225,-0.87419,120.12,
160.16,89.355,4.0807,-3.767,1.7258,-2.3804,87.891,
160.16,89.355,4.7393,-1.2966,-7.5206,4.1022,90.546,
161.16,89.355,2.5839,-1.7129,-0.0021225,-0.19323,112.15,
161.16,89.355,1.8795,0.074155,-0.58295,-1.4211,120.57,
161.16,89.355,-4.5813,6.1355,-5.137,4.5321,87.341,
161.16,89.355,6.1539,-2.1185,-7.5734,3.4825,92.651,
162.16,89.172,2.0267,-1.0001,-0.70979,0.44869,111.69,
162.16,89.172,-4.3712,3.3819,-0.95169,2.2885,85.419,114.9
162.16,89.172,5.5087,-1.7103,-8.0319,4.2203,92.194,
162.16,89.172,1.7559,2.5765,-4.6702,0.60782,89.172,
163.16,88.806,1.7555,-0.99621,-0.39358,0.39431,111.51,
163.16,88.806,5.6926,-1.9113,-7.5903,3.7659,90.271,
163.16,88.806,3.5703,-3.2238,2.2774,-2.951,86.06,
163.16,88.806,1.9786,2.4924,-4.5384,0.41933,89.63,
164.16,88.257,2.6165,-1.2035,-2.0878,1.4125,111.97,
164.16,88.257,4.4516,-1.2079,-6.5717,3.102,88.715,
164.16,88.257,-0.019386,3.6957,-3.1155,-0.11033,89.172,
164.16,88.257,4.4716,-4.067,2.5364,-3.2035,86.7,
165.16,88.257,3.1376,-1.9572,-0.79218,0.31816,93.201,
165.16,88.257,-2.692,0.26707,5.9766,-3.4117,88.44,
165.16,88.257,9.4169,-8.746,3.8025,-5.3151,86.884,
165.16,88.257,2.6392,1.6838,-2.47,-1.6968,88.531,
166.16,88.715,2.2805,-1.4547,-0.25738,0.13171,88.257,
166.16,88.715,7.5534,-6.5314,1.8547,-3.7625,86.06,
166.16,88.715,0.85904,2.1414,-1.6181,-1.11,87.341,
166.16,88.715,2.592,0.15405,-6.8428,4.1895,90.729,
167.16,89.539,-1.7103,0.86411,0.80853,-0.76765,118.47,
167.16,89.539,-11.568,10.039,-0.35205,2.3402,85.236,
167.16,89.539,1.9331,1.4349,-8.6352,5.3467,90.637,
167.16,89.539,-3.5656,0.18405,-0.75518,4.1267,67.932,
168.16,91.003,2.4385,-1.4242,-0.90426,0.63315,119.02,
168.16,91.003,9.643,-7.79,0.50737,-3.0927,70.679,
168.16,91.003,-0.43686,2.5193,1.0001,-2.8563,84.32,
168.16,91.003,-0.93211,-2.0655,7.5768,-4.7168,91.644,
169.16,93.384,-0.71042,1.1526,-0.47909,0.84845,81.848,
169.16,93.384,6.251,-4.78,-1.0127,-0.39457,91.553,
169.16,93.384,-0.92289,-2.2629,7.8284,-4.7602,94.299,
169.16,93.384,1.2856,0.96283,2.2753,-4.5998,66.01,
170.16,95.673,2.3108,-1.0621,-1.4286,0.94636,80.383,
170.16,95.673,3.6811,-0.54898,-6.1796,2.9106,96.222,
170.16,95.673,4.3363,-4.5851,2.4856,-2.533,57.495,
170.16,95.673,0.16473,2.2931,0.65346,-2.9854,66.101,
171.16,96.68,0.84969,-0.19685,-0.33089,0.47193,79.376,
171.16,96.68,4.9083,-4.3183,0.53974,-1.2456,55.023,
171.16,96.68,0.65808,1.9407,1.2071,-3.8181,67.2,
171.16,96.68,-2.1396,-0.9606,6.3626,-3.3029,96.039,
172.16,96.497,-0.73982,0.48918,-0.2557,-0.27534,77.728,
172.16,96.497,-5.1113,4.458,-0.21351,0.989,52.551,
172.16,96.497,-1.167,-2.1395,0.0033011,3.2003,79.193,
172.16,96.497,1.646,1.4652,-6.7134,3.7287,95.49,
173.16,95.215,-1.8486,2.2826,-2.7013,1.6659,76.08,
173.16,95.215,-1.0928,2.9746,-4.7842,3.4751,82.947,
173.16,95.215,-1.2983,-1.269,2.0306,0.50822,76.63,
173.16,95.215,-5.1273,3.3953,3.1396,-1.3248,52.917,
174.16,93.109,1.3955,-0.59561,0.074658,-0.10161,74.615,
174.16,93.109,0.3205,1.5415,-0.16954,-1.7546,74.432,
174.16,93.109,11.754,-8.1758,-2.7053,-1.2307,53.925,
174.16,93.109,4.3611,3.5458,-19.637,12.08,90.179,
175.16,91.37,2.571,-2.2907,1.4717,-1.1556,74.066,
175.16,91.37,9.5208,-7.5255,-1.1432,-1.7487,53.558,
175.16,91.37,1.5834,0.86034,-1.7886,-0.6426,73.883,
175.16,91.37,-2.2416,-1.5106,8.0961,-4.7327,90.363,
176.16,90.363,2.5583,-2.0196,0.68332,-0.50913,73.883,
176.16,90.363,10.85,-10.43,1.9299,-3.0456,73.059,
176.16,90.363,0.064744,2.3727,1.7771,-4.2889,73.517,
176.16,90.363,5.3226,-0.1087,-9.078,3.9877,90.179,
177.16,90.088,-0.48123,0.54858,0.26951,0.45404,73.242,
177.16,90.088,0.29358,1.447,-0.33315,-1.3393,73.059,
177.16,90.088,6.9228,-5.9207,0.77061,-1.8441,53.467,
177.16,90.088,6.4085,2.8144,-17.557,8.8009,89.996,
178.16,90.271,-4.402,4.2823,0.39152,1.1637,73.242,
178.16,90.271,5.7757,-5.1507,1.0114,-1.4363,51.636,
178.16,90.271,0.63928,0.96365,-0.12299,-1.4968,73.425,
178.16,90.271,5.489,2.2116,-15.597,8.382,89.905,
179.16,90.546,-1.7924,2.0799,0.16741,1.0297,73.7,
179.16,90.546,0.45648,0.8951,0.40265,-1.7483,73.883,
179.16,90.546,12.382,-8.8234,-3.3994,-0.1752,51.544,
179.16,90.546,1.896,5.4584,-15.732,8.8642,89.813,
180.16,90.546,1.1945,-0.59887,0.18403,-0.01022,74.615,
180.16,90.546,0.90266,1.0474,1.7074,-3.8406,74.158,
180.16,90.546,9.1875,-10.485,4.8475,-4.0251,91.919,
180.16,90.546,10.266,-1.4778,-14.391,5.8326,47.882,
181.16,90.363,-1.4886,2.4748,-0.99341,1.511,74.341,
181.16,90.363,2.4848,0.45129,0.095177,-3.0584,73.883,
181.16,90.363,11.072,-10.162,1.1993,-2.1533,53.009,
181.16,90.363,7.4526,1.5532,-16.438,7.8062,90.454,
182.16,89.813,1.6467,-0.74132,-0.37143,0.24004,75.439,
182.16,89.813,1.3085,2.8863,-3.2705,-0.92328,74.341,
182.16,89.813,11.05,-10.716,3.1109,-3.9804,87.708,
182.16,89.813,9.0832,-0.84586,-15.788,7.8418,90.454,
183.16,88.989,0.31012,0.63124,-0.60076,0.46883,91.827,
183.16,88.989,-0.77587,2.5871,1.349,-3.3863,75.897,
183.16,88.989,3.3324,2.118,-10.222,4.9821,90.088,
183.16,88.989,14.158,-11.324,-0.11211,-2.9406,84.778,
184.16,88.348,2.009,-2.0052,1.9063,-1.2908,76.355,
184.16,88.348,5.218,-6.1715,2.7195,-2.2951,86.426,
184.16,88.348,1.5281,-0.011526,1.6106,-3.5658,89.264,
184.16,88.348,10.083,-1.8702,-15.444,7.8433,89.539,
185.16,87.616,-0.35897,0.88769,0.24843,0.019863,92.926,
185.16,87.616,5.0331,-1.885,0.064869,-3.5133,77.82,
185.16,87.616,-9.3413,10.92,-4.1769,2.6956,75.165,
185.16,87.616,13.282,-3.6222,-15.845,6.5796,86.884,
186.16,86.792,-0.13972,1.0222,-0.98197,0.9481,76.08,
186.16,86.792,1.1463,1.5967,-2.67,-0.011786,67.841,
186.16,86.792,-2.8371,4.4006,-5.1632,3.7445,86.792,
186.16,86.792,15.105,-6.7482,-13.156,4.9363,83.313,
187.16,86.151,-1.4782,1.9867,0.014281,0.28274,75.623,
187.16,86.151,2.3451,-0.49105,-0.41196,-1.5845,76.721,
187.16,86.151,-11.001,11.778,-4.1158,3.3166,73.242,
187.16,86.151,10.407,-1.2621,-16.37,7.7743,85.51,
188.16,85.419,0.92,-1.6921,3.2648,-1.8997,73.975,
188.16,85.419,-5.3764,5.8209,-2.136,2.1722,69.946,
188.16,85.419,1.2981,1.1949,-1.8594,-0.6924,72.51,
188.16,85.419,11.903,-3.0773,-15.465,7.3202,85.419,
189.16,84.869,-1.5793,2.9291,-2.0968,1.6037,74.707,
189.16,84.869,0.27829,3.099,-7.63,4.2356,84.869,
189.16,84.869,-2.2524,4.1457,0.51674,-2.6496,71.96,
189.16,84.869,16.721,-11.066,-5.3171,-0.25097,59.509,
190.16,84.32,-0.31748,0.84986,-0.34153,0.63622,74.615,
190.16,84.32,0.60933,1.5217,-1.8212,-0.29037,72.51,
190.16,84.32,-2.6604,7.2327,-14.83,10.743,83.954,
190.16,84.32,14.426,-9.9127,-6.0195,1.4008,66.101,
191.16,83.405,4.3781,-3.5216,1.1365,-0.72793,75.165,
191.16,83.405,14.016,-10.444,-3.1714,-0.96331,64.453,
191.16,83.405,1.6134,-2.9239,-2.108,3.4309,74.158,
191.16,83.405,2.0856,4.5974,-15.68,9.7807,83.954,
192.16,82.764,-0.80299,0.59752,2.0147,-1.1024,74.89,
192.16,82.764,-7.1579,7.4626,0.84749,-1.3473,61.249,
192.16,82.764,7.0593,0.33485,-14.671,7.9685,83.038,
192.16,82.764,9.5423,-8.6739,4.7243,-6.2355,79.102,
193.16,82.031,0.027359,1.2019,-1.7926,1.422,77.362,
193.16,82.031,1.0405,0.62688,-0.91114,-0.88534,76.355,
193.16,82.031,-3.3629,4.6187,-5.4895,4.3801,83.496,
193.16,82.031,14.671,-8.7068,-10.768,4.7048,82.672,
194.16,82.031,-1.2322,1.0308,1.2387,-0.26362,76.355,
194.16,82.031,1.0721,0.48873,0.034934,-1.6976,76.721,
194.16,82.031,3.8442,1.9029,-10.762,5.5705,81.757,
194.16,82.031,14.797,-12.391,-0.19092,-2.3621,103.45,
195.16,82.123,-1.9484,1.7038,1.2546,-0.23334,77.087,
195.16,82.123,0.34907,0.32382,1.5468,-2.4405,56.671,
195.16,82.123,13.431,-11.928,1.834,-3.4334,103.18,
195.16,82.123,5.0499,1.6265,-11.587,5.4594,81.482,
196.16,82.397,0.52212,0.63129,-1.2568,0.9467,76.996,
196.16,82.397,0.70851,1.0365,-0.81188,-1.0149,77.362,
196.16,82.397,-0.013619,5.0428,-13.585,8.8488,82.764,
196.16,82.397,15.172,-10.865,-6.4241,1.9438,51.178,
197.16,82.489,-0.77987,0.82687,0.77687,-0.030476,80.841,
197.16,82.489,0.23091,1.031,0.092237,-1.3762,75.439,
197.16,82.489,12.322,-9.1063,-4.0993,0.94612,50.171,
197.16,82.489,-1.5543,5.3638,-10.339,7.1008,83.405,
198.16,82.397,-0.91724,1.3959,-0.025481,0.37638,82.306,
198.16,82.397,0.33482,0.9216,0.025537,-1.4004,72.601,
198.16,82.397,10.631,-10.452,3.6533,-4.0397,100.71,
198.16,82.397,5.1436,-0.1627,-11.218,6.6283,83.038,
199.16,82.214,-1.0689,1.5906,-0.86066,1.1655,66.65,
199.16,82.214,1.5282,0.68677,-1.1221,-1.0647,132.39,
199.16,82.214,1.4016,0.58892,-7.3957,5.4124,82.123,
199.16,82.214,13.651,-12.881,0.10393,-0.74965,100.89,
200.16,82.214,-0.61473,1.2561,-0.97487,1.1474,66.559,
200.16,82.214,1.501,0.6422,-1.4154,-0.68957,65.826,
200.16,82.214,3.2231,-1.7714,-5.3464,3.9177,82.306,
200.16,82.214,9.3695,-10.533,5.2675,-4.0003,81.39,
201.16,82.397,0.73554,-1.2023,0.11723,-0.46282,65.46,
201.16,82.397,-1.0693,-1.0406,1.3939,0.71516,63.721,
201.16,82.397,-10.731,9.2057,3.5244,-2.2155,56.122,
201.16,82.397,-1.6416,3.8419,-9.0192,6.8904,82.672,
202.16,83.496,-0.20892,0.5635,0.0029625,0.44314,65.369,
202.16,83.496,2.255,-0.16775,-0.75048,-1.3133,62.531,
202.16,83.496,-2.1576,3.2858,-3.9102,2.8165,83.588,
202.16,83.496,9.9302,-7.3834,-7.4448,4.9673,81.482,
203.16,84.503,-0.6376,1.014,0.0083841,0.42247,65.277,
203.16,84.503,0.8045,1.0613,-0.82135,-1.0184,62.347,
203.16,84.503,11.796,-10.988,-1.8404,1.2289,55.756,
203.16,84.503,0.60939,-3.2735,8.8233,-6.2855,83.954,
204.16,85.236,-0.020487,0.5224,-0.38091,0.69571,64.911,
204.16,85.236,0.56989,1.4546,-1.2997,-0.68669,62.897,
204.16,85.236,-0.83834,-2.1598,9.7206,-6.8249,84.045,
204.16,85.236,11.328,-10.112,-2.1029,0.93263,70.953,
205.16,85.052,-1.324,0.75214,-0.17903,-0.016879,64.453,
205.16,85.052,-0.21785,-2.8687,0.99951,2.2044,64.27,
205.16,85.052,-0.41282,2.0237,-4.3642,2.9382,83.405,
205.16,85.052,-11.741,9.8591,3.2443,-1.1171,70.404,
206.16,84.137,-0.35137,-0.22909,-0.072571,-0.13929,64.087,
206.16,84.137,2.028,-4.4435,-1.069,3.6652,133.03,
206.16,84.137,3.5179,1.0393,-9.9957,5.5949,82.489,
206.16,84.137,-12.662,11.567,0.55196,0.60879,114.35,
207.16,81.665,0.0097853,8.61E-06,0.6786,0.092228,64.178,
207.16,81.665,1.0867,0.45999,-0.23491,-1.2455,131.47,
207.16,81.665,3.413,1.1454,-10.499,6.4218,81.207,
207.16,81.665,11.882,-11.285,-0.1332,-0.62116,113.98,
208.16,79.285,1.1683,-0.71967,-0.6228,0.98345,62.256,
208.16,79.285,-0.97299,2.879,-0.34035,-1.3805,130.83,
208.16,79.285,-2.3209,-4.0583,14.103,-7.8475,79.285,
208.16,79.285,15.284,-13.829,2.6327,-4.3062,101.72,
209.16,77.545,0.31147,0.43832,-0.37104,0.45526,89.813,
209.16,77.545,0.13044,1.0264,0.27147,-1.5088,130.37,
209.16,77.545,-2.9856,-3.4323,12.11,-6.0158,77.728,
209.16,77.545,7.8382,-6.2944,-0.48607,-1.2408,114.62,
210.16,77.179,0.022964,0.63689,-0.26866,0.44312,91.095,
210.16,77.179,0.20577,1.054,0.018607,-1.3625,129.73,
210.16,77.179,7.5731,-5.8403,-1.0768,-0.78538,115.81,
210.16,77.179,1.6612,3.8693,-11.262,6.0752,77.454,
211.16,77.728,-0.58667,0.46878,1.1738,-0.28172,92.56,
211.16,77.728,0.047017,0.87602,0.61457,-1.664,60.791,
211.16,77.728,-0.64388,3.1352,-5.0103,2.8738,78.369,
211.16,77.728,7.5812,-5.2577,-2.0734,-0.27793,119.84,
212.16,79.285,-0.66529,0.84915,0.56689,0.064507,94.025,
212.16,79.285,-0.0098012,1.0917,0.30559,-1.4952,61.432,
212.16,79.285,7.1803,-5.0844,-1.7025,-0.42931,48.889,
212.16,79.285,0.13015,-2.4752,4.7916,-2.6849,79.742,
213.16,81.116,-0.80595,1.4618,-0.57601,0.77093,98.145,
213.16,81.116,-0.027653,1.2525,0.088748,-1.3805,62.347,
213.16,81.116,7.6293,-5.511,-1.5897,-0.55202,49.622,
213.16,81.116,1.735,3.2022,-10.026,5.2045,81.39,
214.16,82.764,-0.63304,1.2442,-0.32007,0.56213,100.16,
214.16,82.764,0.40958,0.75355,0.16344,-1.4257,62.714,
214.16,82.764,7.7398,-6.4502,-0.16669,-1.2415,50.72,
214.16,82.764,-3.3655,-2.1264,9.9839,-4.7123,82.947,
215.16,83.038,0.30053,0.73984,-0.98749,0.78076,63.629,
215.16,83.038,-1.291,2.2705,0.2101,-1.2363,63.263,
215.16,83.038,6.5631,-0.62397,-10.329,4.3447,84.32,
215.16,83.038,11.489,-11.094,4.6971,-5.4651,83.496,
216.16,82.489,-0.91913,1.6088,-0.52381,0.67311,64.27,
216.16,82.489,-0.072501,1.4034,0.0538,-1.4919,63.08,
216.16,82.489,-0.4304,2.8307,-5.4721,3.1195,83.496,
216.16,82.489,8.9119,-6.5367,-1.9001,-0.51113,54.199,
217.16,81.573,1.98,-1.0112,-0.65696,0.46828,47.241,
217.16,81.573,0.94496,0.91259,-0.33104,-1.5178,131.84,
217.16,81.573,10.371,-8.2099,-1.6933,-0.74037,104.19,
217.16,81.573,0.33401,3.0163,-7.5476,4.3434,82.123,
218.16,80.658,1.2732,-0.80292,0.44918,-0.15101,115.08,
218.16,80.658,1.0472,0.80104,-0.85411,-1.0315,52.917,
218.16,80.658,11.308,-11.462,4.0062,-4.3979,79.834,
218.16,80.658,-2.7688,1.0993,3.7138,-2.0799,53.925,80.658
219.16,80.2,1.4046,-1.0707,0.72248,-0.30199,116.64,
219.16,80.2,1.3077,0.52706,-0.47052,-1.3994,51.727,
219.16,80.2,7.6828,-8.8858,4.821,-4.2036,79.742,
219.16,80.2,3.2511,-1.3229,-3.8996,1.9917,50.812,
220.16,80.2,0.32647,-0.22468,0.91617,-0.24332,115.54,
220.16,80.2,0.66819,1.3348,-0.11357,-1.92,116.91,
220.16,80.2,2.8701,-0.6298,-3.8991,1.7988,49.988,
220.16,80.2,6.459,-6.1832,1.8891,-2.3045,99.609,
221.16,81.39,0.51038,-0.052052,-0.015223,0.35326,112.98,
221.16,81.39,0.92552,0.91849,-0.32689,-1.5133,54.657,
221.16,81.39,1.974,-0.10411,-3.8809,2.0049,51.727,
221.16,81.39,5.484,-5.5766,2.1766,-2.2251,51.91,
222.16,83.771,0.47163,-0.71788,1.3086,-0.32292,111.51,
222.16,83.771,-2.5574,3.6626,-3.3972,2.6131,84.869,
222.16,83.771,0.74546,1.9127,0.3619,-2.9174,54.108,
222.16,83.771,6.0768,-2.7806,-4.733,1.6418,53.192,
223.16,86.426,1.202,-0.84956,0.3741,0.038445,110.96,
223.16,86.426,0.93373,0.88439,-0.18615,-1.5894,53.284,
223.16,86.426,4.5188,-4.6506,2.2053,-2.3454,87.982,
223.16,86.426,1.9404,0.030176,-3.9974,2.0239,53.65,
224.16,87.708,1.5028,-1.6073,0.69734,0.117,110.87,
224.16,87.708,0.83417,1.9803,0.42125,-2.8833,53.284,
224.16,87.708,7.4552,-7.8217,3.2377,-3.4714,89.081,
224.16,87.708,2.1458,0.26277,-4.2981,1.9585,53.925,
225.16,88.348,1.645,-0.91728,-0.11223,0.1531,90.179,
225.16,88.348,2.9282,-0.63349,-3.6957,1.2553,52.551,
225.16,88.348,5.6646,-7.8057,4.9169,-3.2222,53.467,
225.16,88.348,3.247,-0.71881,1.9127,-4.5666,48.981,
226.16,88.715,1.5754,-1.0407,0.11505,0.11842,87.799,
226.16,88.715,4.6837,-4.9326,1.4498,-1.4624,74.432,
226.16,88.715,0.71428,1.0878,-0.21748,-1.6014,47.516,
226.16,88.715,1.151,0.87702,-3.9943,1.9461,51.636,
227.16,89.539,1.6451,-1.2125,0.18933,0.16048,118.74,
227.16,89.539,6.0812,-6.0251,2.2624,-2.5594,75.806,
227.16,89.539,0.7604,1.6475,-0.31811,-2.016,47.882,
227.16,89.539,1.6601,0.9423,-4.2522,1.5789,50.262,
228.16,78.278,1.1769,-0.90997,0.20579,0.31389,119.29,
228.16,78.278,4.8612,-5.1021,0.9575,-0.91166,76.813,
228.16,78.278,2.0979,1.0743,0.33731,-3.4478,64.636,
228.16,78.278,1.0756,0.76963,-4.2905,2.4772,49.164,71.503
229.16,77.179,0.4297,-0.35191,0.26199,0.45334,82.581,
229.16,77.179,1.0723,1.4915,-0.46418,-2.0182,65.277,
229.16,77.179,6.1421,-6.4116,1.6168,-1.4206,59.692,
229.16,77.179,1.9238,0.44489,-5.9579,3.6506,73.334,
230.16,76.447,-1.0582,0.96312,-0.5385,-0.13312,80.566,
230.16,76.447,-4.2167,3.524,1.0014,-0.11648,60.699,
230.16,76.447,-2.4222,-2.9279,4.6124,0.50183,76.63,
230.16,76.447,-0.60443,6.2449,-12.023,6.9073,74.615,
231.16,76.721,1.6654,-1.1121,-0.2279,0.43558,79.651,
231.16,76.721,3.5272,-3.8671,-0.12269,0.1725,60.791,
231.16,76.721,1.8121,0.98008,-1.7477,-1.0614,78.369,
231.16,76.721,2.4233,4.1974,-13.361,7.0209,75.348,
232.16,77.728,-0.10762,0.60413,-0.094443,0.40246,77.82,
232.16,77.728,5.2293,-0.51246,-2.904,-1.7686,76.996,
232.16,77.728,4.1116,1.5528,-11.882,6.4669,77.728,
232.16,77.728,10.804,-13.18,3.0597,-0.61128,115.26,
233.16,79.285,0.63592,-0.058391,-0.20545,0.44248,75.714,
233.16,79.285,0.5181,1.2043,-0.32115,-1.421,76.172,
233.16,79.285,8.2541,-7.5512,-0.86699,0.14697,114.44,
233.16,79.285,-2.4587,-4.8161,12.635,-5.6677,80.2,
234.16,80.566,-0.30336,0.8265,0.034989,0.243,74.615,
234.16,80.566,-0.74607,3.0405,-0.93471,-1.4192,75.165,
234.16,80.566,10.156,-8.9897,-1.2635,0.14584,114.17,
234.16,80.566,3.5542,4.3576,-16.467,8.8724,81.94,
235.16,81.299,0.06581,-0.032385,-0.9864,0.18289,74.249,
235.16,81.299,1.7864,-2.981,-0.10768,1.3067,74.158,
235.16,81.299,-9.1311,6.3127,3.8015,-1.0491,63.354,
235.16,81.299,-1.6372,7.3026,-12.678,7.6628,81.39,
236.16,81.299,-0.92988,1.0733,0.61644,0.028487,73.608,
236.16,81.299,6.6788,-1.9338,-1.8352,-2.8765,74.249,
236.16,81.299,12.303,-3.0323,-19.533,10.713,80.933,
236.16,81.299,15.789,-21.835,12.111,-6.1704,81.39,
237.16,81.024,0.52715,-0.77824,1.0509,-0.044995,73.242,
237.16,81.024,-2.671,3.6695,0.79021,-1.706,73.608,
237.16,81.024,-2.3082,-1.837,7.9778,-4.1657,80.475,
237.16,81.024,10.594,-10.44,1.5197,-1.8032,76.08,
238.16,80.566,-2.7802,1.1203,4.7373,-1.8306,72.968,
238.16,80.566,1.5824,6.695,-16.595,9.2546,77.911,
238.16,80.566,10.907,-9.8812,-1.2708,0.32632,118.1,
238.16,80.566,3.3856,-1.3808,1.5508,-3.6571,73.425,
239.16,79.742,-4.7787,3.2367,5.5959,-2.8804,73.059,
239.16,79.742,10.602,-9.7343,-0.57359,-0.13833,116.82,
239.16,79.742,3.0229,-2.2876,3.678,-4.9899,72.876,
239.16,79.742,2.6474,6.6365,-17.964,9.6093,78.552,
240.16,79.193,2.8255,-2.3929,0.51871,-0.1999,74.89,
240.16,79.193,11.926,-10.545,-2.7103,1.2189,72.968,
240.16,79.193,4.4197,-6.0513,8.598,-7.481,72.235,
240.16,79.193,3.8468,6.1356,-17.132,7.6379,78.827,
241.16,78.827,-4.4226,1.0498,7.181,-2.6529,74.707,
241.16,78.827,11.355,-9.7933,-2.3753,0.98243,116.82,
241.16,78.827,-0.58387,-8.7289,16.556,-8.2671,79.926,
241.16,78.827,3.3797,-2.567,3.9808,-4.9187,73.059,
242.16,78.369,1.765,-0.96433,-0.27158,0.25981,75.165,
242.16,78.369,3.6393,0.88271,-3.8019,-0.80405,74.524,
242.16,78.369,11.054,-11.942,2.9237,-2.2808,118.19,
242.16,78.369,7.8904,1.021,-19.669,11.325,63.08,
243.16,77.728,2.4942,-0.52862,-3.0267,1.9031,90.729,
243.16,77.728,6.547,-1.0159,-14.24,8.6791,75.623,
243.16,77.728,5.5949,-0.060118,-6.0989,0.45444,75.989,
243.16,77.728,11.33,-12.506,3.6964,-2.7482,49.164,
244.16,77.087,1.4596,0.57657,-3.0435,1.8886,91.644,
244.16,77.087,-7.254,0.10441,17.128,-10.234,76.263,
244.16,77.087,5.5475,-1.7899,-2.6567,-1.3411,66.284,
244.16,77.087,9.7296,-11.001,3.6963,-2.6067,49.072,
245.16,76.447,1.8013,0.18618,-2.6095,1.4556,92.102,
245.16,76.447,2.3846,1.3338,-8.5299,4.8148,76.08,
245.16,76.447,3.6764,-0.071361,-1.4869,-2.4083,66.101,
245.16,76.447,10.965,-11.7,1.7388,-1.0857,47.607,
246.16,75.897,1.3143,-0.1112,-1.6052,1.2558,76.172,
246.16,75.897,-1.1608,2.7181,-0.35673,-1.1846,77.271,
246.16,75.897,3.8078,0.09043,-8.6987,4.9577,74.615,
246.16,75.897,11.909,-13.208,3.824,-2.7071,120.48,
247.16,75.623,4.0911,-3.0052,-0.4818,0.16716,75.531,
247.16,75.623,18.621,-20.039,2.407,-1.4686,72.876,
247.16,75.623,0.059529,4.3061,-3.127,-1.5704,76.538,
247.16,75.623,2.5705,1.3223,-8.7143,4.9985,74.432,
248.16,75.348,-0.099875,1.0346,-0.94239,0.82022,74.158,
248.16,75.348,-0.17859,2.2408,-0.60541,-1.4781,74.799,
248.16,75.348,-4.2097,0.045357,9.0139,-4.993,74.249,
248.16,75.348,10.666,-12.372,4.4027,-2.732,64.178,
249.16,75.073,-0.9218,2.3647,-1.3558,0.71189,73.792,
249.16,75.073,9.6886,-10.489,1.9024,-0.98401,63.446,
249.16,75.073,2.6934,1.3679,-1.8813,-2.4662,74.158,
249.16,75.073,2.6776,0.92975,-8.5465,5.0688,74.524,
250.16,75.256,3.6232,-2.2109,-1.8013,1.165,113.71,
250.16,75.256,7.7329,-2.4357,-12.39,6.846,74.799,
250.16,75.256,1.9482,2.5291,-3.0994,-1.4867,74.158,
250.16,75.256,13.719,-17.737,9.3138,-5.8595,62.897,
251.16,75.623,1.7162,-1.2712,0.34555,-0.018311,75.073,
251.16,75.623,7.8224,-8.575,1.2263,-0.61273,56.671,
251.16,75.623,1.5653,2.2944,-1.6907,-2.3075,74.982,
251.16,75.623,2.7066,0.70133,-7.7887,4.5906,76.996,
252.16,76.447,2.9366,-1.5505,-2.2703,1.6703,94.849,
252.16,76.447,5.2401,0.22175,-13.117,7.4326,77.728,
252.16,76.447,7.037,-8.2999,2.3854,-1.3145,53.741,
252.16,76.447,2.0243,1.4703,-0.60688,-2.9207,75.623,
253.16,78.186,-0.66361,-0.57822,1.5896,-1.1487,76.355,
253.16,78.186,-0.72676,-0.91291,-0.2604,1.9508,76.447,
253.16,78.186,-0.29123,5.9659,-12.128,6.3714,80.2,
253.16,78.186,-14.247,12.279,4.785,-2.8754,54.199,
254.16,80.658,0.68615,0.060222,-0.43871,0.48882,76.813,
254.16,80.658,0.0014328,1.6437,0.77463,-2.4734,77.179,
